19,29
-1.000000,1.000000,-1.000000,1.000000,-1.000000,0.000000,-1.000000,1.000000,-1.000000,0.000000,1.000000,-1.000000,0.000000,-1.000000,1.000000,-1.000000,1.000000,-1.000000,0.000000,-1.000000,1.000000,-1.000000,0.000000,-1.000000,4.000000,-1.000000,1.000000,-1.000000,0.000000
27.490326,23.667583,16.510275,18.370558,20.341787,27.607723,39.379658,43.125984,22.859644,32.573551,31.052065,30.166948,31.986076,40.955868,34.709858,17.659826,19.379295,40.067406,43.768688,38.233624,51.984058,23.363897,21.674492,49.758774,48.695095,41.440018,40.687710,26.964638,23.849771
64.167183,75.370636,103.110268,101.947334,66.961670,55.460930,63.668072,75.788170,62.717297,54.155300,74.027527,68.763542,49.994648,65.357491,77.403496,94.660217,104.909073,73.366722,35.959694,55.575733,78.248520,59.983398,52.270424,21.562340,30.212013,40.291592,92.099632,65.132805,46.824039
87.916252,93.184227,104.643593,101.838737,85.381264,81.054909,97.294197,105.551811,75.824455,81.928490,92.062317,80.772095,80.942879,83.111336,88.693832,103.085503,101.826141,93.824837,86.494286,111.254333,124.041588,77.135231,73.965317,79.324989,75.167068,81.651184,106.224518,83.460014,76.399193
48.148991,37.455460,-17.479082,-16.497906,51.465614,68.934570,57.254547,44.231609,55.640495,58.566391,46.624538,62.240112,72.441475,55.713055,47.760738,-15.498215,-23.676905,19.267036,69.890167,38.428360,-11.851402,67.912651,79.619453,71.205521,67.857796,58.452171,4.768715,40.829170,66.380516
31.850534,35.339748,56.899811,55.719162,42.535854,35.109707,30.525906,34.530342,44.417683,41.402515,35.857628,46.247505,41.205036,34.274994,35.749859,48.750751,56.406242,49.214478,40.422302,35.772259,47.295132,45.905571,39.113560,34.968430,37.851528,35.480694,54.569073,54.269249,43.602623
19.311954,20.242702,23.989851,22.767258,18.324699,14.984875,12.067431,14.379674,7.225965,9.000145,17.437193,18.209776,18.274427,17.550959,17.713535,26.151594,28.406548,27.892372,22.155874,19.339199,17.150866,19.181833,20.147280,15.377192,18.020596,16.444643,11.166624,18.847736,16.939945
-58.619198,-57.896557,-82.982780,-73.320015,-49.589466,-55.023483,-61.641495,-61.886917,-45.691822,-48.600136,-55.812889,-45.504890,-49.399014,-56.078983,-56.448906,-82.378555,-77.306900,-56.816780,49.580650,-58.837811,-66.727707,-44.787369,50.953972,-55.064602,52.198284,-54.885311,-63.057098,-41.243073,-46.683468
-99.406387,-99.393906,-96.143471,-94.702538,-102.961823,-102.428566,-100.387154,-100.968880,-92.746162,-91.626984,-98.939255,-99.131218,-98.019447,-97.313622,-97.601280,-94.795738,-94.429344,-97.099983,-100.643784,-96.158974,-92.530434,-96.605568,-97.534828,-95.234291,-95.157158,-92.413818,-91.720001,-92.087418,-94.143967
43.638035,40.767078,-23.528008,-16.252230,20.096035,28.035410,31.554470,33.121487,8.480333,17.540728,21.944048,20.057327,27.055763,49.142113,44.571987,-21.151091,-13.034736,43.460072,39.304897,30.096159,-62.821033,12.436665,10.156639,72.299004,77.889885,69.465034,-65.347778,14.865006,12.011551
