62,29
-1.000000,1.000000,-1.000000,1.000000,-1.000000,0.000000,-1.000000,1.000000,-1.000000,0.000000,1.000000,-1.000000,0.000000,-1.000000,1.000000,-1.000000,1.000000,-1.000000,0.000000,-1.000000,1.000000,-1.000000,0.000000,-1.000000,4.000000,-1.000000,1.000000,-1.000000,0.000000
-374.796661,-341.869720,-227.924118,-222.975601,-315.887207,-357.128693,-368.971375,-333.080109,-343.863770,-361.111755,-353.973724,-299.447205,-327.936188,-374.369659,-349.489349,-226.916321,-231.004868,-240.629059,-344.083160,-311.656311,-265.722900,-330.337463,-371.834778,-441.072998,-393.760193,-362.462830,-258.678131,-263.364166,-321.899719
271.729248,257.239746,195.855545,191.514938,270.488556,293.085632,262.276062,253.089844,286.650818,298.699524,276.467926,272.400482,291.857727,282.132782,270.423401,233.374680,177.073120,244.405823,304.067932,248.014221,216.292816,276.846161,296.180908,288.250702,294.021576,288.409607,209.602356,251.434113,289.907745
2506.711914,2521.332764,2625.735596,2610.809326,2526.837158,2514.406494,2537.931152,2558.455078,2584.207031,2585.978760,2555.328613,2569.551758,2550.604248,2556.610352,2569.464844,2718.279053,2683.745605,2622.882568,2560.947510,2597.300049,2654.625244,2586.059082,2568.963379,2541.125000,2551.344238,2561.016602,2634.614990,2599.657471,2568.364746
-448.123016,-458.632416,-454.583313,-450.204712,-395.534119,-364.736664,-432.149963,-448.737457,-363.750122,-372.102783,-447.683319,-374.082520,-369.991119,-423.925446,-441.405426,-452.746643,-458.715942,-440.018402,-377.748383,-456.371643,-474.712524,-408.181274,-397.922546,-452.229919,-429.783813,-435.004456,-466.238434,-391.716034,-378.139587
235.006210,231.652481,243.551117,234.530426,242.085022,251.751007,235.522690,231.983749,231.255737,235.680328,235.544571,227.722061,240.545959,236.925934,231.952164,270.403656,219.359756,244.124496,257.085144,223.219635,227.959335,228.360397,233.612610,242.743423,238.776855,241.341019,230.396729,226.229935,237.928619
2717.260742,2711.592041,2614.586670,2642.147217,2732.642334,2737.379150,2751.916992,2746.360352,2801.568848,2806.345947,2760.549316,2775.909668,2771.651123,2776.017578,2773.752930,2677.614502,2679.056641,2735.641357,2764.275635,2758.567139,2716.972412,2778.450684,2785.100586,2757.526367,2772.277832,2773.317383,2719.947510,2774.413818,2779.746094
-389.798431,-377.628693,-303.361206,-297.397400,-313.566040,-311.755432,-376.747620,-365.113800,-291.749786,-307.449860,-376.273438,-284.625641,-290.846710,-372.164307,-371.904358,-320.883972,-309.740051,-299.603333,-308.271515,-356.802216,-341.576294,-324.242584,-336.484131,-412.457489,-382.692169,-369.064728,-319.997833,-267.649445,-290.357666
448.205719,439.682526,418.323669,405.020569,445.286804,463.194641,446.931976,439.009766,441.738708,449.863159,447.206787,431.165527,448.223053,453.283081,445.726959,453.257782,413.646149,429.266266,466.780823,428.164154,413.964752,431.285919,446.620087,461.365326,456.463440,456.116547,410.022522,416.872620,443.794250
2669.251709,2672.752441,2658.758301,2684.714111,2689.284180,2680.750732,2688.755859,2702.895752,2761.923096,2769.563232,2723.136963,2748.122314,2730.301758,2724.487061,2730.185547,2751.082275,2751.923828,2761.687988,2726.018799,2742.478027,2751.554199,2764.599854,2753.596924,2704.747070,2728.693115,2732.656494,2737.338623,2770.192383,2748.798584
