62,23
7.000000,2.000000,7.000000,0.000000,-1.000000,0.000000,7.000000,2.000000,0.000000,7.000000,0.000000,7.000000,2.000000,7.000000,0.000000,7.000000,2.000000,7.000000,0.000000,7.000000,2.000000,7.000000,0.000000
-485.288147,-489.841400,-499.274445,-496.979095,-495.908661,-493.689667,-485.303436,-490.407471,-498.743103,-497.354248,-493.418488,-474.541565,-480.918243,-494.872192,-482.159698,-474.248230,-481.200195,-486.867188,-487.323059,-477.039215,-486.548737,-484.996155,-487.872650
327.860840,329.658661,331.879181,333.205627,333.820679,336.423523,325.891541,327.659790,334.761719,332.948853,330.387939,334.387573,332.873535,327.266907,330.619019,340.352325,342.619263,342.075348,338.407990,333.226257,335.426270,341.104187,334.485077
2373.595703,2381.438477,2390.150146,2384.160400,2380.000000,2379.125732,2375.490234,2381.609131,2384.890625,2381.198242,2360.814941,2364.201904,2373.144287,2376.889404,2365.186768,2380.489014,2394.439453,2389.116455,2384.511230,2369.039062,2383.771973,2384.679932,2379.384277
-298.013306,-288.586823,-291.908478,-300.937103,-307.250092,-310.685028,-293.908905,-288.514832,-289.662292,-292.253662,-306.883575,-299.001831,-288.731903,-287.155762,-307.678436,-293.530762,-272.964050,-278.724243,-281.443115,-287.089203,-273.665802,-279.128418,-285.005890
317.340332,320.010895,322.369965,319.617950,317.655762,318.093292,317.816772,320.153107,324.705200,324.412109,319.212616,321.449768,321.126282,320.127594,320.687805,324.404327,322.970337,325.184113,325.177979,321.805603,323.584534,326.657104,321.374023
2522.939941,2510.338867,2512.877197,2523.735107,2529.021973,2534.968994,2520.239746,2511.012451,2504.343262,2507.390137,2512.310059,2527.538330,2514.895752,2499.116455,2530.156494,2539.206299,2513.588867,2509.568115,2509.319824,2516.364258,2495.042480,2509.015381,2509.022461
-396.340302,-392.861572,-398.371704,-396.614044,-397.328735,-396.084076,-393.251160,-393.018341,-393.472382,-395.497192,-390.753754,-384.465485,-384.591492,-392.505157,-393.614258,-377.203796,-373.679291,-377.562683,-377.958740,-380.350464,-379.246429,-377.408997,-381.288971
532.527893,534.794678,537.050903,535.374878,533.832153,536.051758,533.355164,535.850830,541.433594,540.507568,536.890076,538.590820,537.226624,534.185608,536.697144,540.495728,541.723694,543.676514,543.303955,537.470825,539.829773,545.293701,539.976990
2472.909180,2468.989014,2478.754150,2479.401611,2479.877686,2480.992676,2467.111572,2465.903320,2464.572021,2465.182373,2448.437500,2464.898193,2464.341797,2457.155762,2465.006104,2479.802246,2480.546631,2472.669434,2465.711426,2462.718262,2459.781006,2467.005371,2465.369141
