19,23
7.000000,2.000000,7.000000,0.000000,-1.000000,0.000000,7.000000,2.000000,0.000000,7.000000,0.000000,7.000000,2.000000,7.000000,0.000000,7.000000,2.000000,7.000000,0.000000,7.000000,2.000000,7.000000,0.000000
42.387592,74.732559,48.789986,31.884594,31.568035,16.048103,40.810303,74.098351,52.798801,43.963058,21.805151,48.856064,63.750629,50.414650,27.973827,22.861753,67.434914,50.912323,35.126228,27.770470,79.146988,51.796089,30.494110
21.845707,23.921520,22.614119,21.900551,21.015522,20.500191,21.269236,22.464720,23.686029,22.576147,22.087814,23.042490,25.016216,22.454126,18.790121,21.044662,22.308712,21.915417,22.750740,20.561062,24.789591,22.744816,22.629604
50.115368,34.372898,43.412220,-58.587360,-59.553650,73.970726,49.896870,29.068674,38.627769,46.612976,-71.309639,43.346313,32.377502,40.258503,-62.429310,-67.356316,26.615074,-39.088455,-57.690174,-62.739548,16.546301,38.999359,-61.135765
92.990257,95.177879,95.445465,93.076302,91.993233,90.362129,91.528267,93.644287,96.385597,95.546150,94.094772,91.296997,94.531746,96.212875,90.471642,87.135910,92.926086,95.092018,93.895393,91.191933,96.386497,92.773857,92.896675
10.515841,10.274064,10.393888,11.288909,12.216127,13.440084,9.387304,9.438005,10.860675,10.322795,12.334669,11.431080,10.964995,9.749251,9.452906,12.466363,12.472911,12.494050,11.693930,10.369744,11.272690,11.656244,11.254191
17.888418,16.608961,17.696333,17.067682,16.727299,16.607445,17.408815,17.261765,14.732252,15.527698,13.447031,18.599083,17.735432,15.691205,17.231909,15.451278,15.936156,15.561404,14.511181,17.738796,14.943809,14.384074,15.553574
86.271461,88.626862,91.480759,88.694931,86.116074,84.282631,85.297195,88.113457,89.573669,89.250984,83.699638,82.818192,85.670868,88.812592,84.352051,81.270424,89.098175,90.172150,87.785362,84.435898,89.430229,87.983871,87.784241
107.608627,105.996536,107.201569,106.990433,-106.726280,-106.545265,106.779991,106.403267,104.361862,105.202614,103.418060,108.575157,107.510185,105.073631,107.078812,105.403038,105.906342,105.549660,104.324768,107.533630,104.511726,104.289101,105.406563
56.064175,11.982948,60.924343,94.267555,103.618233,83.933723,68.840645,24.650736,58.651340,68.658569,88.217407,79.307632,49.630711,67.900261,90.114723,92.186798,49.099991,79.946281,92.994537,85.283730,23.414223,67.983704,86.100037
-36.580624,-78.069443,-39.408714,12.814595,34.707710,26.090160,-23.734932,-65.488579,-44.761551,-37.660915,-3.332135,-24.181225,-45.271343,-41.050987,15.603128,-4.892087,-49.306522,-21.411131,10.361773,-6.853004,-66.925674,-32.589088,13.556429
138.542267,138.237915,140.395584,137.970123,137.175018,137.544571,139.791901,139.559631,141.479218,141.533615,139.826828,137.474716,136.505341,138.095245,139.040359,139.235367,137.424957,137.333328,136.197678,135.330826,134.821884,135.917969,134.135941
67.155487,66.853302,65.880409,64.594284,63.751225,63.392586,65.520432,66.684135,66.426270,66.462402,64.590179,64.503899,64.816147,64.467262,63.426380,64.226547,65.438690,65.135727,64.841209,63.257450,63.860283,64.092506,63.841354
-4.635190,-6.279415,-6.663620,-5.490943,-4.745821,4.552942,-6.064917,-5.955160,-5.934849,-5.873262,-4.330019,5.284721,-4.897610,-5.414428,-5.895148,6.785269,-6.307609,-5.693574,-5.204281,5.632803,-5.994432,-5.112091,-5.704923
-92.183205,-94.208641,-93.838715,-93.426964,-90.206161,-89.714584,-90.930756,-93.285156,-92.412750,-91.520966,-92.050545,-89.470284,-91.248848,-91.137863,-91.195206,-87.152641,-90.138306,-92.445091,-92.083481,-89.930557,-92.899841,-90.703590,-91.298370
6.013924,6.254105,6.134594,6.830184,7.383205,7.438594,4.779753,4.925253,8.089493,7.850805,7.931103,4.892367,5.063570,7.146358,5.384814,6.178855,7.489333,8.544999,7.413651,4.739872,7.107905,7.992692,6.996445
-85.223686,-85.250870,-86.407295,-86.454346,-85.238434,-85.131302,-86.408638,-86.936981,-84.766052,-85.057739,-84.501442,-88.506920,-88.096367,-85.273460,-85.779495,-85.736404,-85.743347,-86.745110,-85.747253,-88.952316,-87.600632,-85.906097,-86.087708
39.173264,33.243191,31.596571,36.263802,39.080704,41.116371,37.568882,33.208683,30.421618,32.280411,39.317936,43.372265,36.932522,31.024393,43.795521,41.729141,30.823927,30.902109,31.743912,38.240944,28.169359,31.746088,33.182617
86.900650,86.934103,87.463482,87.632582,87.709519,87.764916,89.073231,89.104259,89.636077,89.670560,89.809109,91.136282,91.169655,91.736508,91.903430,92.938636,93.139046,93.704460,93.804258,95.044268,95.140057,95.744680,95.874143
