19,42
-1.000000,7.000000,0.000000,7.000000,0.000000,7.000000,0.000000,7.000000,-1.000000,5.000000,-1.000000,7.000000,-1.000000,7.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,7.000000,-1.000000,7.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,7.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,7.000000,-1.000000,5.000000
14.147770,14.996519,16.441435,11.963918,12.663051,14.450255,23.242849,24.759771,36.377457,48.512833,23.824537,19.916510,9.658279,25.224571,27.970171,57.257568,59.454769,65.086456,37.894321,9.038399,10.072945,20.503107,21.936689,21.543636,19.645449,17.169121,15.306601,16.132067,23.945654,58.716362,55.111774,74.852600,34.163609,13.706220,19.517660,22.093908,19.298506,11.646048,18.039309,12.580813,9.646608,8.814610
9.155449,2.973350,17.206091,14.617004,14.626379,13.272526,19.068790,13.083327,9.013538,65.241798,29.956118,20.263342,9.703061,9.293458,13.064743,9.861650,11.569841,15.495683,20.514784,24.845131,25.248201,24.897041,22.139181,21.663549,19.699480,17.159479,15.296702,10.659941,13.654843,19.537256,21.669119,33.356159,30.453699,13.220467,13.359637,10.536050,9.134306,9.816202,11.665977,9.435610,7.083604,4.330879
77.553749,75.979477,74.774986,-78.101616,-78.068581,-77.629128,-77.028603,-76.922913,-62.640690,-42.919422,-66.375107,-78.590973,-82.530647,-74.512436,-77.009361,48.883873,40.012405,33.283680,62.463665,81.545815,91.174774,76.832970,69.581886,69.896622,71.682861,-77.617065,-78.883003,-74.794044,-73.199226,33.357525,45.026405,29.195667,-59.573902,-87.395073,-72.230827,67.959236,71.002182,-78.618767,-71.974686,77.419655,80.751877,88.359962
-97.979195,-90.885849,73.930969,78.083725,80.506172,83.133278,81.293564,82.336182,92.980049,129.710495,119.887985,-101.564835,-97.479568,-89.752350,-84.888832,81.200195,83.777695,91.139938,90.608345,88.509705,97.149971,109.047989,110.829697,110.395851,108.515167,-102.328186,-101.072273,-94.061134,-88.516174,90.324280,93.027107,104.922867,-117.510948,-92.653587,-94.705208,-95.631187,-95.116646,99.792076,-101.664413,-99.347404,-97.059937,-94.329094
14.773491,16.211143,17.009325,11.010900,9.207971,6.302572,9.996566,15.015656,10.366215,27.781534,9.391764,10.931028,9.111323,10.674994,8.675366,9.619609,5.948408,5.896877,16.717838,35.781246,28.294464,11.143835,2.009155,3.408064,5.729947,4.810271,3.349190,8.368794,3.027632,18.994854,17.042833,32.238121,23.352751,6.130886,1.439263,7.947471,10.019518,22.258667,21.471045,16.750694,12.864817,9.830694
21.331388,22.095642,23.362337,17.612089,17.178061,17.152266,18.850010,19.179308,18.233519,27.781534,17.375019,42.851337,25.367914,18.257790,23.564287,23.326487,28.321550,5.896877,27.897532,35.781239,22.190758,11.143801,37.503628,17.817169,19.974483,35.002285,35.800526,21.203558,23.678028,18.994864,34.347984,32.238129,23.421398,33.988003,32.378155,28.827213,25.666628,15.620958,16.034927,16.098316,14.241039,16.593613
90.487801,91.923233,91.644661,93.368477,94.148888,93.651764,-98.295647,-101.230164,-100.079140,71.050583,-82.209206,100.888992,81.347954,95.560982,-98.587685,-94.974190,-88.539604,-84.348274,-76.973717,-75.173035,-77.011887,-83.186768,88.364372,-86.595726,-84.641968,94.785019,93.346375,89.477821,-92.601112,-74.574921,-75.017761,-65.750908,89.844292,-91.047829,90.788246,84.964195,81.890617,70.431190,74.496681,81.580582,80.598572,80.224632
-106.901398,-106.963684,-107.493942,-107.389275,-107.177521,106.768463,98.966904,94.716377,71.926727,-71.050583,76.758842,132.763702,-115.329933,108.158913,111.175095,68.180016,-61.700706,84.348267,63.682087,75.173050,80.371201,83.186760,104.150566,107.177856,-108.638382,124.993797,-125.785324,111.173141,111.150963,74.574913,55.654205,65.750908,-97.407501,121.770660,-122.360970,-118.047180,-114.495468,-99.783173,-100.473984,-103.536934,-103.662201,106.525612
14.237456,16.505384,15.732519,17.587976,17.229856,15.976704,13.296543,14.092685,25.676758,115.086121,34.659271,6.896114,-2.906229,32.046776,25.189129,25.806477,34.115585,37.246010,32.601482,47.925255,36.044151,19.580519,-6.151986,-5.497506,-4.915419,-2.041527,-1.832162,16.526838,16.910923,76.061035,111.335236,100.124786,20.214781,7.202224,20.157499,38.293568,43.250748,23.929201,17.757952,14.723655,15.023749,12.027770
-77.515900,-74.844490,-75.107666,-77.013123,-77.358551,-78.716438,-85.520683,-89.975990,-69.964104,37.462391,-55.385128,-88.949379,-90.835236,-61.863346,-71.344505,-71.255417,-63.396759,-57.704811,-59.197353,53.026596,-54.922916,-81.704147,-92.372696,-92.588463,-92.736343,92.012863,91.785263,-81.352928,-85.848160,-48.706226,-25.760822,37.293049,71.642105,-84.124390,75.048355,52.545101,-46.749493,66.180496,-72.263260,-75.361420,75.051987,78.493935
