62,28
-1.000000,4.000000,0.000000,7.000000,0.000000,7.000000,0.000000,-1.000000,4.000000,-1.000000,0.000000,7.000000,0.000000,-1.000000,0.000000,4.000000,-1.000000,0.000000,-1.000000,0.000000,-1.000000,7.000000,0.000000,-1.000000,4.000000,-1.000000,0.000000,7.000000
-954.299683,-817.146729,-802.013367,-621.544983,-614.453125,-607.469910,-623.880005,-860.789368,-1006.093872,-997.854919,-580.126282,-576.189819,-636.624146,-828.936401,-904.713928,-910.782471,-948.205872,-899.740479,-891.415527,-836.785278,-622.715515,-626.238220,-667.970703,-831.291321,-960.212708,-867.111206,-780.709534,-645.462952
131.513550,305.248230,321.861786,318.245605,316.632019,320.033173,310.728394,266.616638,109.900414,147.955933,323.136597,319.565491,322.962158,227.285736,222.900940,231.415207,206.169189,166.129028,190.851929,260.070068,337.085266,336.319946,315.949951,241.784317,149.826523,283.028656,342.468689,327.604736
2462.756348,2439.992676,2445.490234,2483.308350,2485.888428,2489.950928,2509.572754,2418.458008,2391.172607,2392.011963,2487.484863,2486.760742,2510.130127,2432.440430,2422.113525,2427.281494,2429.796387,2418.820801,2423.116455,2432.063232,2476.319336,2470.903809,2476.717529,2417.987793,2465.550293,2456.881104,2460.198730,2504.123535
-752.377808,-641.835205,-629.878479,-448.527893,-439.727448,-428.921570,-429.010864,-684.456970,-860.094971,-833.046814,-391.954285,-391.163361,-431.167633,-644.620728,-712.770081,-721.911499,-769.141785,-720.916748,-707.764404,-629.327393,-445.350128,-448.801453,-450.511139,-629.654602,-755.686584,-689.613770,-646.059875,-452.523163
259.217316,295.520935,298.570831,268.473999,263.612976,264.785522,268.217957,291.586823,260.358948,264.170288,276.212646,273.237732,277.065430,279.300537,295.287842,295.870972,305.317566,284.122803,297.566406,313.109924,286.574982,285.236145,288.378174,297.396362,263.022797,284.240234,288.961365,285.867401
2527.321289,2613.535156,2621.020508,2654.146240,2654.086670,2653.329834,2657.594238,2590.831055,2509.828369,2531.340576,2642.575195,2645.749023,2641.887939,2588.560059,2560.093018,2573.700439,2564.610840,2542.974609,2550.515381,2556.115967,2642.598633,2637.023438,2593.446045,2548.076172,2548.405273,2627.640869,2660.144531,2653.867188
-948.511353,-737.899414,-714.976990,-518.230042,-508.507599,-495.313568,-504.992676,-815.432983,-1035.363159,-1015.459839,-459.162292,-457.818542,-509.391541,-792.197083,-855.685181,-871.983154,-908.673523,-909.066589,-892.137207,-782.382751,-509.334045,-506.954834,-542.593079,-754.508118,-948.274048,-801.341187,-689.749451,-536.029297
368.738556,498.671326,510.489075,490.780121,488.117432,491.615204,488.892151,473.569092,351.625671,376.809998,500.926819,497.638458,501.184143,442.484192,457.967926,458.305725,436.972687,399.013031,422.531219,479.906769,511.933899,511.676727,506.743225,457.933990,383.350769,477.899841,512.891724,507.832916
2497.895996,2560.224609,2572.069092,2614.709961,2618.874512,2619.480957,2621.222656,2529.143555,2460.843262,2471.416992,2601.644287,2602.328857,2613.457520,2546.623535,2527.068604,2529.016602,2528.834961,2476.737061,2486.811768,2507.657715,2600.323486,2588.322754,2557.456055,2545.474854,2517.286377,2579.332520,2607.912842,2621.189453
-744.755615,-713.302002,-709.784180,-547.354309,-541.503052,-536.485168,-543.819824,-723.369080,-792.653259,-797.760864,-505.922180,-503.016693,-554.822876,-672.924561,-738.368652,-746.082642,-755.106812,-702.789368,-700.238892,-679.312012,-552.133484,-561.162354,-571.704346,-678.021118,-755.986328,-748.594482,-729.101746,-559.317139
20.380741,97.177818,107.229767,92.461472,89.800346,92.272621,86.640594,79.739403,39.662422,38.660782,97.392357,93.945770,97.964607,57.689316,65.910217,70.129868,80.708588,49.591141,63.736710,87.935684,110.312973,108.879875,97.480415,71.306702,27.084785,81.856987,114.414886,104.938889
2501.559082,2499.020020,2500.278809,2522.672852,2521.814209,2523.950195,2548.204834,2483.139160,2462.152832,2462.095215,2527.950684,2529.768555,2538.259521,2500.284180,2494.555664,2495.042236,2488.372070,2492.830566,2494.768555,2489.147949,2517.552002,2517.130859,2509.953613,2486.497559,2500.297852,2512.750244,2516.886230,2536.051758
-558.403381,-629.868958,-637.412659,-493.226532,-488.822723,-486.205505,-486.382690,-606.423218,-596.746216,-617.041504,-453.565430,-451.314056,-496.873016,-538.103638,-597.941589,-606.085510,-580.694031,-529.599121,-532.062378,-546.034851,-502.146881,-516.684937,-500.675476,-546.039795,-578.682800,-650.999268,-693.078979,-495.598419
-105.419556,-109.760025,-104.715385,-127.551208,-130.880630,-129.081238,-132.512024,-110.037178,-48.644760,-84.296417,-122.903862,-126.298073,-121.704796,-117.887276,-100.854919,-99.585739,-55.098663,-82.624992,-76.743225,-90.384811,-110.594131,-112.629951,-117.789246,-105.042450,-110.557579,-119.457489,-107.445709,-112.875465
2532.946289,2537.841553,2534.818115,2542.227295,2538.227295,2539.003418,2569.652588,2527.805664,2518.883301,2515.799072,2550.409912,2554.327393,2551.093262,2550.178711,2548.366455,2543.652588,2532.879150,2550.343506,2550.465576,2531.764160,2539.476562,2544.073242,2529.642578,2541.272705,2524.138672,2548.491943,2550.430908,2550.573975
-713.941589,-764.357117,-769.832214,-626.117798,-623.008911,-623.343750,-636.005798,-741.806763,-707.677979,-743.100220,-598.042725,-593.399536,-654.626709,-680.037476,-738.049011,-745.551086,-722.385559,-660.901001,-669.713257,-705.100525,-638.321411,-652.924866,-667.660095,-705.098755,-729.363220,-786.653687,-796.558594,-643.684082
-203.788345,-102.297852,-86.798164,-89.322510,-90.162964,-86.646957,-99.871925,-129.208649,-162.964905,-173.186676,-86.875938,-90.722069,-86.464348,-157.941742,-153.692993,-147.180954,-133.553741,-169.262268,-156.728271,-131.052444,-71.814224,-73.406662,-96.617203,-148.911407,-193.952606,-120.383438,-66.324829,-80.841118
2483.212402,2404.710693,2399.786377,2411.009521,2409.054443,2413.516602,2455.999756,2395.461914,2428.727051,2409.229248,2431.332764,2432.237061,2449.926758,2429.957520,2447.649658,2435.534424,2426.201904,2459.183350,2454.976807,2436.648438,2411.813477,2416.522949,2440.008301,2438.653564,2463.097168,2417.987061,2396.770752,2435.642334
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-1049.397827,-865.978333,-831.891541,-717.620850,-724.735474,-721.561646,-719.777466,-960.542053,-1051.519165,-1029.528198,-737.320435,-751.418396,-700.644714,-907.823853,-967.768616,-986.731995,-1014.499451,-962.193787,-950.862183,-874.336487,-774.228577,-798.464050,-766.089111,-900.570618,-1049.689575,-942.449585,-839.732361,-751.275574
-74.695847,136.337799,159.039841,135.053314,128.221329,131.991074,115.069534,155.073837,-117.001564,-104.223770,99.886246,90.561218,110.271774,135.992950,117.182549,113.228325,94.450539,-11.109818,5.083191,89.049210,116.852829,134.896027,91.777328,180.674667,-22.610580,122.747635,177.839691,117.671387
2517.431641,2326.177979,2314.591309,2371.277832,2397.319824,2422.516602,2407.423828,2304.118164,2251.628418,2300.236328,2452.715820,2450.778809,2394.848145,2305.089111,2307.545410,2310.605957,2318.958984,2338.027832,2338.573975,2333.339111,2385.373047,2426.715088,2395.853027,2298.391113,2382.061035,2336.158936,2304.619629,2390.747314
-718.604553,-639.469421,-627.985352,-400.080597,-383.790161,-367.036621,-337.782349,-523.073364,-669.091187,-632.979431,-374.043396,-349.029419,-352.726410,-488.647675,-546.342957,-554.284302,-571.958984,-537.824951,-518.890686,-473.332947,-388.458221,-404.579285,-354.251221,-468.567413,-608.625000,-528.957764,-556.083252,-431.404236
