19,18
-1.000000,0.000000,-1.000000,1.000000,-1.000000,0.000000,-1.000000,1.000000,-1.000000,0.000000,-1.000000,1.000000,-1.000000,0.000000,-1.000000,1.000000,-1.000000,0.000000
25.967463,23.600643,26.674334,26.881710,29.562271,23.555187,24.970808,26.593195,28.297579,26.569588,30.052292,33.470623,24.034733,17.984816,30.236086,37.275265,30.465406,24.686806
97.387169,75.107925,85.008018,105.433533,96.132835,70.180359,84.415855,110.960281,100.833130,72.082870,76.619888,114.087708,93.471268,71.516121,78.941055,125.830185,99.391602,72.326653
87.296822,82.333481,89.954727,89.525177,82.488396,76.611504,86.098511,87.582993,84.502876,78.132706,81.180984,81.941582,84.271004,77.744232,76.465614,85.728836,81.036682,78.426605
41.579624,61.122776,39.894226,38.479103,43.453915,62.850979,50.667301,43.864731,39.280701,61.560490,49.563118,44.888107,51.056541,68.389137,59.135082,61.004490,48.024059,50.710220
38.450420,32.895252,31.260511,35.748848,40.501438,33.071110,29.736448,35.467319,42.480404,36.265743,29.933607,39.965412,37.723255,26.080280,26.848192,44.657902,39.987820,32.698227
20.812338,20.534431,17.897499,20.816210,21.963942,19.726593,21.603533,23.478090,18.224207,21.164839,20.898317,22.888382,19.031532,20.088161,22.909788,22.497032,11.666382,8.821271
-52.016201,57.606033,-58.741390,-54.813168,-49.510555,57.856674,60.915077,-54.533028,-47.847137,54.678936,61.781452,-50.082966,-52.539440,64.463028,65.687012,-45.458324,50.012314,57.403381
-88.685799,-96.369095,-96.699814,-96.267975,-90.820930,-95.878494,-97.831665,-94.470009,-88.453781,-93.697624,-95.251144,-93.051292,-91.977158,-99.794891,-98.412598,-83.189064,-90.234085,-94.916092
4.064426,12.616917,22.464756,17.263962,1.553056,1.135566,18.753021,14.593993,1.673276,18.784969,35.045429,33.895863,1.950336,1.421340,32.658016,13.295964,2.075752,1.516074
88.341240,83.369209,74.809097,82.248207,89.326843,89.302689,83.179543,89.055923,89.920677,80.719017,60.093761,70.225517,89.095238,89.070793,79.214516,87.680016,89.362900,89.387474
65.122475,82.963013,78.054306,55.023643,65.269287,83.970604,81.800995,44.731068,56.982262,87.405647,80.748016,40.008308,58.120716,81.176849,77.027298,6.487881,62.866959,89.660172
-40.865589,-26.171894,-32.842209,-42.176178,-39.789108,-29.440182,-30.360308,-48.083324,-45.145191,-37.575302,-33.096458,-56.664719,-47.499241,-32.187180,-34.838486,-83.726952,-41.797970,-34.366390
13.878561,11.022462,9.129851,10.184895,11.961891,9.754333,10.164964,12.518684,15.169507,12.900858,10.388511,12.201722,13.335746,7.574788,10.228682,12.778747,13.438967,10.507286
79.041321,83.963814,82.540802,80.649170,78.688919,81.672516,83.452820,81.023582,75.239967,78.454895,88.250267,80.879654,77.797592,85.042038,88.591972,81.286629,79.245560,82.795151
-7.516011,-9.554894,-2.952075,-7.022862,-5.369728,-1.484376,5.029599,-3.708504,-6.239008,6.784806,6.943763,-8.848087,3.562659,-6.245007,8.583229,-3.117971,12.154807,15.197267
-90.182915,-91.609390,-90.903442,-96.723961,-95.002007,-90.681236,-89.535645,-93.630531,93.260460,-87.686455,-89.198181,-98.371223,-89.840378,-90.187973,-88.545143,91.992470,89.615227,89.093742
-116.119728,-94.208809,-103.783852,-117.186020,-111.649124,-92.581604,-98.288467,-118.172462,-117.036453,-91.119911,-93.091843,-118.521118,-112.330208,-90.529770,-90.742905,-119.150604,-113.229759,-103.146240
64.630688,64.724803,65.998582,66.127941,66.957798,67.065110,68.394979,68.529892,69.295671,69.429677,70.867539,71.066761,71.966719,72.067962,73.401412,73.701897,74.301827,74.399416
