62,18
-1.000000,0.000000,-1.000000,1.000000,-1.000000,0.000000,-1.000000,1.000000,-1.000000,0.000000,-1.000000,1.000000,-1.000000,0.000000,-1.000000,1.000000,-1.000000,0.000000
64.640579,-34.411217,-31.828369,75.065155,84.557663,-5.397079,-52.143780,59.744225,60.451447,-66.818924,-48.945591,98.380165,36.713547,-58.934418,-50.788532,131.717224,88.356529,32.117092
376.175598,407.321350,395.927917,372.139526,378.391144,407.633362,418.152954,384.390137,381.705322,413.782440,423.199158,369.563751,399.094299,420.132843,426.057861,344.729431,394.713684,410.484619
2523.175049,2502.368164,2505.878174,2544.972168,2549.453125,2518.885742,2529.356934,2568.987793,2566.495361,2529.953125,2526.095947,2586.858398,2550.828857,2528.372314,2560.761963,2635.188232,2628.968506,2596.790283
-92.203453,-74.791267,-121.263763,-90.109070,-62.927650,-43.460052,-116.295380,-114.931900,-109.631622,-94.886551,-87.614487,-86.226456,-101.119904,-76.550293,-76.240509,-68.697266,-71.025940,-64.160477
361.551208,354.048706,353.372620,346.021729,338.052612,337.580811,349.453491,344.975464,352.109161,341.668182,353.031250,332.763092,368.540894,355.759644,341.583374,315.472229,346.837891,349.176880
2788.786377,2794.898926,2793.494385,2802.873047,2816.680664,2810.562988,2820.135742,2818.116211,2820.712158,2818.536621,2819.801025,2830.021484,2822.560303,2824.257568,2853.260010,2867.315674,2886.577393,2880.091064
64.655968,9.474709,-17.855991,57.324867,89.452209,41.261734,-32.862743,30.680283,48.501556,-18.566570,-7.750370,74.561623,35.087959,-18.627636,-11.281559,112.503204,82.079597,48.892136
554.661133,574.133789,572.396423,550.428528,539.620117,563.806641,580.145325,553.234985,548.910950,568.519348,581.250122,531.664612,575.828186,586.525391,578.523315,500.675232,552.445984,569.175659
2717.575684,2700.952393,2703.241455,2744.016846,2762.934326,2728.637451,2741.576172,2773.430176,2770.567383,2737.285645,2736.502686,2798.081787,2749.433350,2731.422852,2773.956299,2851.392578,2843.410156,2807.934082
-92.883835,-120.460106,-136.572601,-79.068222,-70.983688,-92.536697,-136.076965,-92.129257,-100.909744,-143.461105,-130.241211,-68.555855,-102.236153,-116.312576,-115.796867,-56.861103,-68.418472,-81.960426
166.942566,171.403397,164.234467,156.962433,163.021744,167.001373,174.191193,164.061295,169.413574,170.178375,180.439331,157.902756,179.059265,174.777374,175.363556,149.143036,177.247650,175.969025
2598.152832,2601.430176,2599.887695,2607.631592,2608.455566,2606.455566,2613.782471,2616.562500,2619.549805,2616.291504,2615.175537,2622.531250,2628.147949,2627.045654,2642.258301,2652.145996,2674.114502,2671.915039
