62,24
7.000000,2.000000,7.000000,0.000000,7.000000,-1.000000,7.000000,2.000000,7.000000,0.000000,7.000000,-1.000000,7.000000,2.000000,7.000000,-1.000000,0.000000,7.000000,2.000000,7.000000,-1.000000,4.000000,0.000000,7.000000
-392.584717,-334.658020,-290.804932,-352.330414,-436.007690,-388.861542,-374.949463,-345.580261,-375.407013,-452.670898,-449.800720,-419.796021,-395.864502,-371.306335,-270.730072,-292.992462,-435.804565,-457.363953,-402.677094,-319.368561,-345.792908,-436.356232,-445.576508,-428.212341
414.968994,413.365448,414.837280,411.336212,401.775085,412.620605,412.600159,407.943237,405.590576,403.429749,402.634491,405.812622,410.330994,407.003967,413.709198,415.661255,423.343262,396.930908,423.751373,410.183472,402.485901,406.924744,413.180664,404.460205
2420.769531,2438.141113,2455.583008,2443.498779,2426.636475,2440.023926,2442.686523,2457.108887,2450.284180,2411.302979,2423.666748,2429.376465,2438.859863,2446.503418,2503.733643,2495.067139,2433.988281,2411.411865,2460.000244,2505.282227,2491.047607,2459.550781,2460.458984,2463.890869
-134.859009,-50.025627,-3.215115,-66.030106,-168.537689,-120.303177,-105.523407,-51.132118,-80.624985,-180.834976,-170.799088,-137.865250,-108.045456,-72.504303,33.043171,8.739012,-166.049759,-184.752182,-98.797401,-8.909685,-39.606243,-154.142014,-165.074615,-136.580872
354.823761,349.085693,344.908447,348.799316,355.736389,356.336548,358.474121,355.016785,351.056763,364.654053,362.929688,357.534241,359.526855,354.111603,356.239136,359.068481,369.782257,370.062866,365.573578,363.573486,358.739990,370.018280,373.465942,374.178284
2632.170898,2609.132812,2620.348145,2613.402100,2629.007568,2638.349121,2640.674316,2614.564453,2607.593750,2609.544678,2611.250732,2610.764160,2610.102539,2596.561523,2641.198975,2638.013428,2631.895020,2610.825439,2596.713135,2631.615723,2628.916260,2643.312500,2646.205566,2633.714111
-230.785553,-152.568680,-102.619896,-170.275040,-274.584656,-224.782516,-211.282013,-165.827301,-195.745941,-290.720642,-290.970490,-253.045044,-224.073608,-192.376648,-87.178284,-110.643768,-279.693054,-309.331116,-223.500122,-139.814178,-169.818192,-277.927460,-287.696503,-278.009644
597.756836,595.113892,594.947632,597.387146,595.399048,599.002686,600.654419,596.280457,594.680176,602.236328,599.751221,597.862061,601.684814,596.224121,603.019775,604.948303,611.155090,602.627319,607.144714,604.217224,598.511658,607.067200,610.945312,606.141479
2555.122559,2543.897949,2559.281006,2550.290283,2548.931152,2566.466309,2566.837158,2552.006836,2549.949463,2524.590576,2541.677246,2546.387695,2549.047607,2542.302979,2592.047852,2587.681641,2566.047607,2529.511230,2563.444824,2590.838379,2582.618408,2572.690186,2578.070801,2586.223633
