19,24
7.000000,2.000000,7.000000,0.000000,7.000000,-1.000000,7.000000,2.000000,7.000000,0.000000,7.000000,-1.000000,7.000000,2.000000,7.000000,-1.000000,0.000000,7.000000,2.000000,7.000000,-1.000000,4.000000,0.000000,7.000000
23.951982,67.106834,46.339565,28.460241,13.613118,27.553782,33.550114,66.897110,50.345600,23.423021,16.294544,30.363708,46.127022,72.258865,51.566296,35.728943,27.792437,12.918696,72.551353,57.218285,43.286812,26.952826,24.401178,12.000601
27.244963,29.164545,27.434980,25.623766,27.541193,25.424507,26.305660,29.167021,26.811785,24.103079,22.549686,22.918919,23.499367,25.085033,25.281145,24.923595,15.919655,17.969810,17.595999,24.257872,23.343203,20.008854,18.102514,20.753792
66.053780,23.243395,44.551697,62.039326,76.477348,62.511784,57.218159,24.285635,40.721466,-66.581070,-74.739601,-60.252316,43.931625,17.980867,39.113583,-54.424606,-62.430634,-77.182770,-17.485859,33.272411,-46.713295,-64.087769,-66.360863,78.000206
79.352615,82.803413,86.550034,84.821114,78.769333,81.052933,80.228050,85.654259,84.005432,78.645683,77.661514,78.673553,79.729286,81.132118,84.210121,86.833092,83.136131,76.015289,83.274139,82.567513,84.319260,78.859932,79.399109,-69.278770
19.909891,18.563780,11.247208,12.173008,16.974535,14.779155,14.972929,12.635727,11.845715,11.147281,12.145056,15.886216,14.720214,14.821840,5.949660,6.605033,15.305410,9.704864,17.645344,6.005998,5.750025,8.073606,9.492871,13.096039
15.663680,9.823270,9.411018,10.217694,12.212430,13.434674,11.763398,7.971664,10.994437,13.293662,16.610670,16.613884,13.703798,11.975626,11.709588,12.293596,20.086422,15.880799,16.017735,13.772120,14.221327,13.671470,13.070603,19.807650
78.362503,80.219772,91.140083,91.530632,79.707497,84.715851,85.265533,89.027466,94.144379,86.358910,86.576256,85.901573,88.823944,91.193039,94.247025,94.755035,91.975792,87.993469,97.114326,95.628349,95.100342,89.669548,89.581360,100.539688
-103.834160,-99.204208,99.136528,-100.213554,-101.279999,-102.674538,-101.102859,97.935364,100.937668,-103.188393,-106.540817,-105.738968,-103.252121,-101.779106,97.578484,98.915077,-108.908333,-105.805840,-105.148949,99.085075,101.602448,103.670494,-103.059006,109.784134
90.249023,87.871880,70.130272,43.061588,84.618439,106.973427,103.266357,82.322647,90.317413,83.445602,76.406487,96.401634,91.936714,80.921585,95.950439,106.839584,78.388527,63.803329,79.111435,92.315666,107.571274,99.587982,94.201096,18.751938
-26.683620,-41.639927,-26.268431,-47.753666,-25.849268,-34.776665,-37.675690,-44.816719,-38.584095,8.432098,-13.688827,-15.889820,-25.373070,-32.240261,-33.634480,-26.308813,29.504074,-26.256815,-31.252207,-36.194298,-30.820402,35.464405,34.730564,74.438751
124.960335,124.750565,121.536743,123.318764,128.832886,127.495575,127.596893,127.025902,121.926529,123.308876,125.067787,126.012497,125.669304,125.672287,112.990906,111.339600,104.697472,115.177917,113.751839,112.046600,110.225876,104.589355,103.017639,108.869141
42.556324,43.521358,44.605000,46.325226,46.431530,46.691822,46.064159,46.799881,44.403408,47.830650,48.969551,49.449203,49.026573,48.986645,39.167198,39.984531,42.989582,47.154900,47.392761,39.629066,37.702946,38.417889,39.119995,57.473377
6.084280,3.197268,-12.149469,-15.706567,-4.107753,-6.183613,-4.509672,-12.585656,-18.961386,-14.748827,-7.218985,1.370308,-5.253670,-9.474051,-14.632883,-14.857709,-9.355636,-6.144269,-12.115363,-17.049915,-16.812462,-11.534285,-9.820607,-14.825631
83.916626,87.012802,-101.886360,-105.204697,-93.362419,-96.112808,94.412598,102.566673,-108.427765,-103.563683,-96.209007,88.916039,95.225853,99.432236,-103.548332,-104.003731,99.350227,-94.503532,-102.017174,-103.886154,-103.524696,-99.310684,-98.050179,-104.128723
-13.793019,-13.398188,-7.639797,-8.343180,-15.312190,-11.681673,-10.196746,-10.867089,-10.032131,-14.579701,-15.829062,-18.020552,-13.696545,-14.530809,-8.855589,-7.252605,-16.614182,-14.435359,-14.062442,-8.284558,-11.784470,-14.224079,-12.735133,-13.707200
-98.756477,-98.935966,-95.613358,-95.304420,-101.472862,-96.420090,-93.363724,-96.270218,-98.433838,-102.963242,-103.850868,-103.303261,-98.555328,-100.184608,-98.171921,-96.610222,-102.717140,-100.542244,-99.237862,-98.278152,-101.443748,-101.754974,-100.018356,-100.089844
39.492279,30.754751,29.696522,30.780165,37.188087,36.772869,36.551800,28.150436,28.320543,36.154350,34.458248,33.269871,31.147709,26.920387,24.639870,25.778126,37.283501,36.594284,25.582853,22.729847,24.787245,33.566940,34.155781,31.922012
114.571423,114.704392,115.609412,115.737412,116.576094,116.713073,116.742147,116.840896,118.047171,118.305972,118.946336,119.079429,119.144346,119.217028,120.313777,120.379606,120.812055,121.181702,121.484029,122.550342,122.614014,122.948569,123.018370,124.385632
