62,52
1.000000,-1.000000,0.000000,4.000000,5.000000,1.000000,-1.000000,5.000000,4.000000,0.000000,4.000000,1.000000,-1.000000,4.000000,0.000000,7.000000,0.000000,5.000000,1.000000,-1.000000,1.000000,-1.000000,0.000000,-1.000000,0.000000,7.000000,0.000000,-1.000000,1.000000,-1.000000,0.000000,5.000000,1.000000,-1.000000,1.000000,-1.000000,5.000000,0.000000,-1.000000,1.000000,-1.000000,0.000000,4.000000,-1.000000,1.000000,-1.000000,0.000000,4.000000,5.000000,1.000000,-1.000000,0.000000
-379.975891,-355.840973,-432.856720,-448.019073,-394.092224,-378.984100,-333.147064,-386.526123,-443.135925,-484.848572,-410.171143,-370.723846,-341.071014,-426.758026,-491.670502,-569.275818,-564.317261,-412.606995,-384.398224,-319.635437,-282.705231,-249.063477,-320.114075,-345.443420,-365.154419,-472.989990,-535.659119,-409.617767,-359.672119,-335.138824,-422.923615,-409.695496,-378.290070,-352.572754,-336.167206,-359.044189,-415.170471,-459.806396,-376.361755,-343.589142,-367.101196,-436.358704,-464.943939,-371.918732,-328.496307,-343.947784,-428.311432,-443.379517,-415.115906,-367.729156,-315.545227,-425.646271
271.993011,286.725586,302.661438,290.631104,277.104584,270.604004,273.005859,299.229401,311.436462,299.586914,282.358734,275.429108,301.151367,310.309692,309.061951,289.771118,291.811737,279.558624,277.775146,248.080811,246.817078,296.030884,320.426025,323.162506,329.636414,297.512390,288.263672,265.328766,248.945755,244.191544,308.519592,278.948608,270.868225,266.759583,271.938324,305.883301,317.443115,302.033936,270.650238,269.186646,292.297913,295.235474,298.458221,277.357086,271.487915,289.812012,308.250641,291.078827,284.426666,269.789062,293.561127,292.805908
2530.833008,2537.925049,2535.621582,2514.935791,2520.450684,2523.709473,2530.633301,2521.982910,2515.127930,2523.690918,2518.733398,2524.836670,2535.542725,2526.204834,2540.611328,2539.532227,2550.946533,2520.610840,2528.416260,2529.851807,2541.193115,2568.811768,2524.922607,2494.000244,2497.240967,2499.692627,2530.037109,2527.398682,2521.692871,2520.556152,2516.295654,2518.443359,2524.891602,2530.477783,2534.580811,2535.595947,2519.858643,2508.137207,2520.836914,2529.989502,2526.666016,2529.311768,2518.847412,2524.017334,2534.713867,2532.115479,2530.835449,2522.317139,2521.319092,2530.893066,2535.563477,2527.647217
-404.094727,-429.861420,-359.654327,-353.174286,-384.377197,-387.701324,-432.385162,-404.893799,-359.288208,-333.170044,-361.714111,-386.304718,-410.611237,-351.434845,-319.870148,-313.011566,-303.547668,-343.254639,-351.305634,-374.159180,-412.841766,-506.619293,-500.181030,-482.095398,-472.894958,-359.099976,-323.071869,-311.463531,-343.133728,-364.067535,-351.777863,-351.590942,-374.598663,-393.768799,-406.593109,-434.821655,-392.130859,-356.526062,-358.433105,-379.775726,-400.720276,-357.143860,-331.554657,-385.337982,-415.646088,-410.819550,-351.145966,-326.133545,-333.559143,-345.505585,-417.430115,-333.724518
262.682373,271.515686,276.944366,270.375549,262.322968,256.553680,269.440613,273.628265,265.584503,261.917999,266.473175,266.609558,280.201019,268.963867,259.451660,255.176178,262.806122,269.557281,262.057892,254.707291,254.197968,282.590637,260.436890,257.804138,266.410522,282.484833,273.189087,265.988983,253.933807,251.047104,283.482361,264.838043,262.708862,262.884918,259.172455,275.633026,278.929352,279.686127,263.589691,255.108276,274.625549,276.651886,273.569122,264.131622,259.971558,270.784149,275.534119,271.167694,263.671631,263.039185,276.962372,277.094574
2842.999023,2848.415771,2836.447754,2819.081787,2838.470215,2843.770996,2837.732910,2837.379395,2816.262695,2799.908691,2824.666504,2834.351807,2836.398682,2821.643799,2803.216309,2733.449219,2739.900146,2830.998535,2844.976807,2842.568604,2822.099854,2762.364014,2764.925537,2772.775146,2789.387939,2783.606201,2760.345215,2827.141846,2838.576660,2836.360352,2822.964111,2829.728027,2840.226074,2844.040283,2844.875244,2846.384521,2829.594482,2807.315430,2831.913086,2840.412354,2839.111328,2831.307861,2808.684814,2838.903076,2832.250488,2843.937256,2837.072266,2820.516357,2830.164795,2850.517578,2832.802734,2826.908936
-387.226837,-391.455719,-397.560242,-397.767914,-388.107880,-384.203003,-374.370483,-382.971436,-391.825348,-397.406250,-377.165314,-369.296295,-359.704071,-376.338989,-394.473450,-421.730743,-422.654877,-374.803070,-369.365234,-347.307251,-344.318604,-366.139435,-403.716125,-414.680969,-422.584717,-424.311249,-430.619690,-368.930481,-362.286499,-358.594910,-391.774689,-381.163177,-378.271057,-374.150848,-374.432404,-396.783997,-409.476776,-412.646271,-366.840149,-362.976410,-390.068390,-406.073792,-397.723724,-380.644165,-375.026215,-378.190155,-394.246490,-382.882538,-378.648987,-367.704254,-369.505005,-389.818420
479.217590,491.816711,499.737366,493.225281,481.116760,474.774048,483.255371,496.801208,495.119690,491.057770,486.018982,482.898254,501.074097,497.165649,494.213867,488.989136,492.938568,486.466492,481.701477,464.399139,464.472534,498.742889,494.000580,496.707855,504.509521,503.119751,496.199829,478.710449,464.927734,461.499512,506.176453,481.601807,477.160767,476.202637,477.725464,498.934265,504.631561,499.747314,479.019470,474.674377,495.228516,497.929932,497.315247,481.867554,478.481110,492.564453,500.025848,491.662079,483.988831,476.443848,495.389404,493.918823
2699.769287,2716.230713,2718.377930,2694.584717,2698.261475,2699.082520,2697.259521,2708.362793,2706.082031,2695.145508,2689.557129,2693.524414,2716.075684,2712.386719,2715.067383,2655.958252,2670.851562,2688.339111,2703.225098,2682.950195,2680.596191,2705.580322,2704.247070,2684.313721,2691.311279,2651.221436,2661.345459,2684.282959,2683.261719,2679.936279,2702.059814,2690.558105,2694.296143,2696.064941,2707.104736,2723.048340,2715.105225,2687.193115,2690.212646,2704.602783,2707.702148,2710.799072,2693.608887,2699.684570,2699.847168,2712.327637,2719.631836,2693.273438,2695.829834,2700.406006,2706.544678,2706.482422
