62,35
-1.000000,8.000000,-1.000000,8.000000,-1.000000,0.000000,-1.000000,0.000000,-1.000000,7.000000,-1.000000,7.000000,0.000000,-1.000000,8.000000,-1.000000,8.000000,-1.000000,0.000000,7.000000,-1.000000,7.000000,0.000000,7.000000,0.000000,-1.000000,8.000000,-1.000000,7.000000,0.000000,-1.000000,0.000000,7.000000,0.000000,7.000000
-251.372086,-114.223808,-102.712570,-103.799889,-125.866516,-188.738983,-458.797729,-461.712494,-463.927185,-450.566650,-448.291992,-440.191833,-467.082062,-244.127502,-84.885956,-93.986809,-74.273483,-80.025902,-115.203949,-411.247131,-392.816559,-384.797516,-396.948151,-406.065125,-405.985748,-214.620605,-81.944954,-70.331131,-51.681129,-27.735542,-187.118820,-237.040985,-490.938446,-458.358337,-446.533752
268.355927,278.068420,267.756531,314.936737,313.777802,309.851654,332.371857,334.490662,329.042114,329.206970,319.761780,314.954834,324.981689,292.444214,257.684448,251.696533,312.993164,295.347717,298.107330,327.412659,317.402374,312.711914,320.654358,325.480804,324.228210,304.197449,250.232117,243.309402,239.818741,256.619324,304.829102,308.085754,310.848572,300.352539,282.847107
2631.448730,2741.074219,2763.512939,2676.001709,2658.234375,2623.206543,2532.324219,2538.410156,2540.342285,2544.474609,2542.941406,2543.031006,2550.514893,2551.832031,2731.061279,2759.864258,2668.252686,2646.780762,2619.330566,2519.523193,2544.428711,2550.611084,2588.454102,2586.044189,2583.019775,2598.011230,2777.106689,2775.476807,2779.908203,2786.447021,2716.298584,2696.425049,2697.458252,2700.870605,2684.505371
-330.406799,-321.733734,-313.348145,-293.436035,-269.520416,-220.490326,-251.946152,-249.370819,-244.200500,-230.586243,-225.764389,-229.451523,-261.242279,-335.318359,-304.946075,-297.500763,-250.769119,-243.781815,-222.068848,-218.467468,-182.042999,-179.253632,-203.006332,-212.754318,-218.899933,-275.475739,-303.409973,-293.576172,-271.400177,-249.852722,-236.004562,-236.660675,-286.750824,-237.041321,-241.792099
212.542175,159.656235,139.432587,243.098724,239.627625,243.492691,274.318695,284.165771,286.431763,293.202545,287.528137,287.637268,277.819092,237.221893,141.278046,105.724457,237.633621,229.219498,238.674957,275.441895,283.086090,275.682892,275.647034,276.909332,276.984497,229.567123,137.645035,132.010239,119.041260,139.110962,229.828064,235.772888,277.937103,275.591919,266.939270
2851.421875,2824.294922,2811.050049,2827.178467,2844.516113,2860.292969,2667.335449,2667.995605,2659.737305,2665.833496,2660.696289,2681.743408,2691.202881,2774.478027,2772.674561,2800.418457,2829.793213,2825.524414,2834.738770,2675.505615,2681.540527,2694.838623,2745.392578,2742.949951,2747.527588,2829.442871,2824.607178,2819.869873,2817.887695,2821.953857,2940.197510,2937.097900,2843.685791,2821.831543,2833.390137
-303.810913,-267.944855,-273.563385,-205.808395,-205.306274,-217.745941,-325.213501,-336.826508,-340.412781,-331.190613,-327.782043,-331.784271,-353.726196,-303.407959,-256.642273,-265.678040,-169.426041,-171.221756,-180.207565,-285.312042,-270.888153,-265.010040,-287.371887,-291.432739,-297.621094,-250.315353,-252.341019,-242.767517,-224.671906,-200.966339,-238.899429,-267.720367,-385.543274,-342.486084,-352.572754
437.482239,391.193176,364.900299,468.347534,468.262817,469.662476,500.438232,505.821320,505.293915,509.397583,502.794037,501.941162,497.387207,459.978851,366.100800,322.140564,461.314728,454.598633,464.212250,499.887756,500.876526,494.565796,496.462097,497.420044,496.214111,457.001282,360.338409,356.611145,338.798767,360.224792,457.089355,457.539490,490.827728,490.068787,476.028595
2794.037109,2881.550781,2895.951904,2834.791016,2827.258545,2804.269043,2644.853760,2656.542480,2653.222900,2656.525146,2648.307373,2655.082031,2677.418945,2714.107666,2847.739990,2905.995117,2829.134521,2803.509521,2783.679688,2631.962646,2647.092285,2658.497070,2715.808594,2712.913574,2714.436523,2780.882812,2896.263428,2889.058105,2902.405029,2908.678223,2900.202393,2889.033936,2820.868652,2799.628418,2798.479492
