62,50
4.000000,0.000000,4.000000,-1.000000,2.000000,0.000000,7.000000,0.000000,7.000000,0.000000,4.000000,7.000000,4.000000,7.000000,2.000000,7.000000,0.000000,4.000000,7.000000,2.000000,0.000000,7.000000,0.000000,7.000000,0.000000,7.000000,0.000000,4.000000,7.000000,2.000000,0.000000,7.000000,0.000000,4.000000,6.000000,4.000000,6.000000,4.000000,6.000000,4.000000,0.000000,4.000000,2.000000,0.000000,2.000000,0.000000,7.000000,5.000000,7.000000,5.000000
-441.633820,-427.821777,-432.518341,-442.411438,-449.891785,-443.793335,-446.582214,-454.529846,-462.954376,-448.867004,-438.416138,-444.180634,-448.168152,-451.022949,-450.144623,-442.366547,-461.837494,-418.840698,-439.650574,-438.981293,-435.501495,-436.348969,-442.554749,-443.811096,-447.634369,-461.677185,-455.368713,-438.719940,-447.383911,-451.638885,-446.465607,-447.028076,-450.076752,-460.063934,-458.629333,-454.352600,-450.432434,-446.505798,-443.049561,-442.544647,-444.756073,-455.652588,-496.285217,-502.663391,-502.713196,-466.529816,-446.335480,-427.848541,-322.212311,-313.360931
433.724426,443.908783,430.961212,423.700989,419.813599,429.001526,426.473328,430.426208,433.469757,428.062866,427.815002,424.334106,420.622650,419.284180,418.236206,421.200287,436.712921,426.639709,425.709961,424.733673,433.438904,431.303162,429.164185,426.899445,435.285004,434.181580,439.691467,430.246155,428.312408,432.099182,429.549866,429.928223,429.225647,439.668732,440.481567,441.866821,441.126526,440.161865,434.563538,435.885651,439.679382,443.738342,439.337952,437.267822,437.480499,437.053650,448.748535,443.275116,459.240845,456.853363
2029.109375,2014.034302,2023.533936,2031.441895,2052.136475,2059.838867,2050.950928,2039.727661,2039.759399,2011.006836,2017.060547,2025.662842,2038.565796,2055.272949,2070.530273,2052.818359,2010.908936,2003.219482,2042.097900,2049.451904,2042.874268,2033.701294,2023.510132,2020.998657,2021.780029,2017.885132,1999.343628,2002.618286,2011.218140,2052.744873,2042.111816,2037.625732,2031.441772,2010.001221,2005.683960,2002.422729,1999.483887,1996.596558,1995.835205,1995.485596,1996.219849,2000.725830,2039.333740,2052.960938,2059.298828,2059.811035,1993.794556,1993.068237,2026.752441,2026.568237
-270.578827,-320.853149,-266.156281,-244.137085,-217.998276,-203.863220,-220.066742,-241.618332,-248.168854,-305.310547,-288.073120,-262.535126,-236.811890,-213.240967,-193.854034,-202.511978,-283.204132,-262.923462,-201.725601,-189.577057,-201.125610,-214.158737,-228.853760,-234.615662,-244.181793,-268.435913,-325.351746,-288.583282,-263.966919,-199.518723,-201.649445,-208.378967,-221.745514,-312.381378,-321.927307,-332.465698,-341.998779,-350.016235,-356.048889,-356.402252,-354.869598,-337.878418,-273.747620,-256.897705,-243.929428,-222.230377,-306.131256,-280.583344,-165.260376,-149.925873
376.845947,368.158600,370.992218,368.975494,368.130249,372.072449,379.285767,385.147339,382.895447,367.122620,369.841919,366.647858,359.225464,353.764343,346.621460,369.384552,381.656219,374.307068,372.641785,369.547577,376.247742,376.472900,377.166382,376.923035,383.272827,379.253845,372.966736,372.503113,368.429413,357.742340,371.136292,372.080994,374.427246,380.079071,378.182251,378.643555,377.782471,377.527039,374.281433,375.541290,380.254761,384.952576,386.172424,385.987732,383.955078,375.040833,372.147095,370.911530,393.556274,393.330627
2275.409668,2290.193604,2269.057861,2251.866455,2234.296631,2239.892822,2250.317627,2254.480225,2251.654053,2272.604492,2274.413330,2260.349854,2244.280762,2226.925781,2211.250977,2234.842285,2252.338867,2258.274902,2219.001221,2212.522949,2230.454590,2236.280762,2235.935791,2238.356934,2244.179443,2248.512695,2267.214844,2260.264893,2243.466309,2202.440674,2215.353271,2219.485352,2227.150879,2269.901123,2271.260498,2274.881348,2277.630371,2279.395508,2282.361572,2282.527100,2282.413574,2276.053955,2231.366455,2217.517334,2206.069824,2232.775879,2254.662109,2251.234863,2280.987061,2277.149658
-332.354248,-347.355774,-331.107697,-324.191895,-317.638947,-297.117401,-308.146942,-322.686554,-331.280426,-345.988007,-336.517639,-324.472778,-310.329224,-296.946228,-282.783203,-295.359497,-348.479492,-314.809113,-299.398804,-292.287598,-290.774597,-297.290405,-305.016235,-308.587646,-318.385712,-338.570312,-360.223297,-336.912323,-326.417236,-288.570038,-292.683777,-295.256592,-305.350830,-358.546997,-361.887482,-363.025635,-364.859314,-366.561127,-367.595306,-368.243835,-371.329376,-374.754059,-372.701080,-367.385529,-354.968018,-319.871155,-331.364227,-307.042603,-192.182037,-177.547012
618.150574,615.013550,612.524414,608.405273,606.963257,617.517578,621.331238,625.112854,623.252808,610.070496,610.041809,607.263428,602.672241,600.238159,594.439331,613.531982,623.107117,613.100464,612.286133,609.472473,618.797363,619.987183,618.915955,618.293823,624.732666,620.826233,616.981018,613.596130,610.860168,605.049316,615.647583,617.434814,618.034241,623.350098,621.668274,621.680664,620.583618,619.956421,616.720642,617.232117,620.203003,625.435364,624.496155,623.715393,622.748352,618.688110,619.219177,617.732300,636.135803,634.807739
2187.561035,2202.485352,2186.550537,2175.954102,2176.551270,2178.305664,2175.366211,2171.655029,2177.169434,2178.512695,2181.189209,2173.918945,2169.893311,2168.366455,2167.607422,2166.630127,2165.754883,2160.698486,2163.485352,2164.427002,2166.103516,2162.229004,2154.780762,2154.518555,2162.825195,2165.736816,2174.879639,2167.106445,2160.438965,2165.728516,2154.814941,2154.055664,2154.300537,2175.968506,2176.600098,2177.373779,2177.790527,2177.518799,2178.388916,2178.330322,2177.785156,2178.030029,2178.455811,2179.401367,2172.481201,2184.304688,2163.121338,2155.156006,2179.305664,2172.804932
