19,53
-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,7.000000,0.000000,-1.000000,0.000000,-1.000000,5.000000,-1.000000,7.000000,5.000000,7.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,7.000000,-1.000000,7.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,7.000000,5.000000,7.000000,5.000000,7.000000,0.000000,7.000000,0.000000,7.000000,-1.000000,7.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,7.000000,-1.000000
14.234221,12.550093,14.632127,14.144514,13.435762,13.048569,12.555969,11.114536,13.173046,10.981340,15.563619,19.008625,31.529922,45.143761,41.028099,39.273781,34.305931,29.965347,27.467012,23.536604,22.972345,20.511499,17.296211,15.419880,15.351595,13.427397,14.459779,11.693374,12.990007,13.564861,16.963348,17.777012,18.466194,18.047600,17.228012,15.430164,15.047023,14.275123,14.045834,14.259339,13.096281,13.580752,13.875343,10.831582,18.337749,38.612984,40.300930,15.621021,14.404420,13.330534,9.074263,10.334701,10.779630
14.266616,12.595370,14.640789,14.147714,13.438319,13.050519,12.556456,11.114642,13.173151,10.981358,10.874459,14.686213,29.460922,4.746645,17.436611,15.873461,8.360671,14.938788,16.123768,18.484655,18.724638,18.531055,17.285915,15.413495,15.347389,13.424044,14.457055,11.692496,14.035501,13.566565,12.475962,12.394318,13.242922,12.972829,11.649549,9.783919,9.886244,4.615582,7.632395,8.605625,5.559646,7.956555,9.656263,7.337807,17.736038,39.047722,40.675781,15.621047,14.404448,13.330563,9.074306,10.334738,10.779667
82.762505,88.322784,91.934654,89.477486,89.194298,88.290680,83.750923,78.889107,-76.987511,-80.109695,77.050903,-71.842270,59.328224,55.661671,59.589153,61.061569,64.437218,67.095322,68.508865,74.370987,75.152763,79.952950,79.749283,80.402016,75.360397,76.717957,-75.717072,-79.259010,77.417915,77.576073,74.713516,73.628960,72.647133,73.115562,73.918068,75.603287,76.562798,77.326622,77.213127,77.287933,78.280151,78.093338,77.726448,-79.174149,-71.682732,53.831734,52.709156,79.158165,77.562416,-76.761810,80.927193,-79.822983,-79.452232
97.138008,91.629890,88.060463,90.520401,90.804001,91.707985,96.248672,101.111015,-103.012627,-99.890373,90.464561,80.048851,108.531158,-90.903633,72.576553,74.130463,-94.073364,104.934120,106.062836,105.019135,104.301575,99.896889,100.243378,99.592499,104.635368,103.278633,-104.280312,-100.740295,-103.414146,-102.732323,-102.067215,-102.099510,-102.801102,-102.583916,-101.564445,-99.621857,-99.165314,-89.283104,-85.724472,-84.610672,86.778633,87.464691,87.759186,-95.654472,-106.579247,127.008286,128.018082,100.841805,102.437569,-103.238213,99.072838,-100.177063,-100.547813
30.124697,25.246368,22.413784,22.681913,24.361029,25.265690,26.691484,13.513952,57.832611,16.125847,21.657631,22.281590,26.011385,38.370232,31.366909,30.366646,27.577185,27.835318,25.128462,30.576389,34.178864,37.124382,24.560284,23.414497,16.456558,10.680579,11.138410,10.366500,24.451595,25.293968,27.392204,27.200220,27.896078,27.849789,25.985388,23.492710,21.059000,20.786371,20.016180,20.081799,20.855797,21.327999,21.438412,17.815962,21.137960,24.075678,26.230316,22.779390,10.752152,14.059658,13.039247,14.753817,15.521586
22.267176,28.009233,41.400055,37.493336,34.787220,32.244728,17.147879,13.513937,11.690828,17.640251,5.018329,20.230146,26.011395,39.433594,31.366909,58.439331,39.640800,28.214657,22.172115,14.146638,13.877507,18.274122,23.715113,19.566870,12.683224,7.378845,5.290539,20.312490,9.727730,10.055297,3.006415,2.618830,3.919715,4.789620,3.927202,2.330030,1.883671,4.404466,6.629157,6.667210,5.512244,5.676371,6.008086,14.098644,26.452393,75.908325,76.052315,15.086162,10.752133,10.349235,14.553984,13.495818,12.340391
64.492188,67.153831,68.500748,69.039337,67.405487,65.762184,-63.380898,77.956398,39.233074,81.055405,84.177147,72.697891,69.929626,58.054100,63.367626,63.758762,66.355591,65.151230,67.764297,66.728310,66.719093,69.044586,67.826141,66.749146,77.426109,87.386978,89.758751,86.772957,79.221397,79.814285,81.878807,82.768753,83.987938,84.228035,81.308327,81.690590,83.237511,83.794617,85.786377,86.354622,86.776367,86.144791,85.825554,72.190002,71.453712,76.914886,74.617317,68.308044,80.127960,85.094818,78.891907,79.825478,83.108284
70.247330,68.763367,58.151371,60.821873,62.209835,63.446079,72.900475,-77.956398,-80.487473,106.136307,95.014030,-70.852737,-69.929619,-57.364384,-63.367641,54.587624,70.495209,66.917320,70.520599,-76.137787,-76.516251,-71.726189,-66.291824,-70.445107,-79.205910,-84.970963,-91.881104,109.601700,-99.323097,-98.521942,-89.605095,-89.097511,-90.380531,-89.850395,-88.161293,-87.799355,91.589706,94.371689,96.622673,-96.666191,-95.508797,-95.639420,-95.972343,-89.791946,63.547607,70.369370,77.503181,-75.055298,-80.127960,-99.735153,104.450287,103.284042,-102.337227
-0.777077,-0.567173,-0.221173,-0.145370,-0.129722,-0.118694,-0.068528,0.027976,0.027976,0.000000,6.147683,12.931735,8.041713,-3.048831,-2.493792,-2.254030,-1.660007,-1.219007,-1.099139,-0.725777,-0.653719,-0.430693,0.034264,0.027976,0.027976,0.027976,0.000000,0.000000,14.299464,14.240150,13.226901,13.910333,13.612653,13.595463,14.849089,14.577015,13.375855,13.221363,14.035826,13.199799,12.337355,11.924645,11.031157,14.047733,13.285105,-7.577637,-6.938055,0.034264,0.034264,0.000000,0.027976,0.000000,0.000000
