62,27
5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,7.000000,5.000000,-1.000000,5.000000,-1.000000,7.000000,0.000000,7.000000,0.000000,7.000000,0.000000,4.000000,0.000000,-1.000000,7.000000,-1.000000,7.000000,-1.000000,7.000000,0.000000,-1.000000
-249.305649,-189.998398,-192.838379,-486.038879,-521.018311,-553.908936,-738.208435,-166.456757,-173.309174,-210.534836,-540.451660,-626.080872,-198.694641,-218.524750,-241.775986,-269.447571,-302.423096,-456.619202,-493.418427,-528.375366,-574.177551,-583.538391,-594.597229,-619.187500,-740.411987,-88.427948,-76.131439
371.920044,399.850586,392.784058,230.262192,212.582397,200.710114,149.211731,368.586548,361.600952,346.154541,222.214554,248.584229,338.085449,329.931885,314.077850,298.266693,284.572083,204.884094,183.901154,179.620255,161.727173,145.838837,138.026306,124.387741,131.458664,390.180359,344.504822
2365.645996,2363.323242,2360.560303,2316.287109,2305.240234,2297.833496,2323.171387,2495.456055,2495.908203,2505.367432,2394.687988,2454.965332,2503.117676,2506.645020,2505.154541,2502.208740,2498.642578,2467.125488,2461.352539,2456.097412,2440.336426,2425.113037,2417.859131,2400.839111,2405.209229,2492.153076,2476.702393
93.480759,132.511765,129.599884,-159.620834,-201.718460,-242.375565,-505.866272,175.547119,171.683350,140.697281,-219.441589,-330.825562,149.002075,125.454124,98.035751,65.528145,27.515995,-153.535904,-199.016815,-240.844849,-297.667053,-311.553406,-326.302063,-365.885376,-536.297791,222.146713,233.392319
356.174011,355.567963,350.677856,354.020508,354.390930,359.393372,411.911255,339.666138,342.741394,349.443237,363.531830,439.166870,359.754700,363.687286,360.788086,360.134949,362.844116,356.007538,353.296570,363.241852,367.771851,361.977112,361.055786,367.580109,400.687805,328.652039,292.613312
2441.786133,2496.451172,2494.769775,2344.671387,2333.647949,2325.504395,2296.294922,2571.300293,2560.394043,2511.976318,2409.560547,2465.745117,2459.481445,2446.296387,2431.389404,2418.177979,2408.428711,2375.866211,2374.000488,2374.000732,2374.073242,2375.383545,2377.673584,2386.333740,2308.597412,2644.755615,2632.542725
-74.399605,-15.536495,-19.150030,-405.222748,-455.769226,-504.110229,-790.558838,18.798424,7.112134,-37.038437,-473.460510,-602.898560,-38.255455,-66.813522,-101.571472,-140.489563,-185.102234,-396.065887,-448.707733,-498.377869,-564.601807,-582.744446,-598.724609,-642.378113,-802.403809,98.093193,97.461372
601.096191,608.255554,602.520508,512.325623,500.374451,491.892853,442.167480,592.308289,588.840454,586.216980,515.060425,543.571167,589.845337,586.504761,574.626770,564.277039,555.014160,498.047302,480.601624,479.531067,462.414551,445.108398,436.475861,417.899719,423.231201,597.223633,598.896118
2442.571533,2483.870850,2479.647461,2368.158447,2352.294922,2344.341309,2359.364990,2575.111816,2575.729248,2548.438477,2424.985352,2524.346191,2512.777100,2510.407959,2500.725830,2495.907959,2493.547119,2474.150635,2474.829590,2467.202637,2461.009033,2453.418701,2455.993164,2464.588623,2433.839600,2612.336670,2582.015869
