62,26
-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,7.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000
-71.923302,117.226303,133.676544,-152.205582,-199.939423,-224.878006,-297.671387,-319.308014,-455.261963,-451.345886,-446.938782,-385.126862,-356.182983,-234.290741,-466.403900,-270.132965,-245.094864,-222.327972,-203.023300,-253.070877,-466.397339,-505.067566,-210.205627,-375.597748,-536.610474,-484.600922
398.304016,402.749390,415.339111,404.101990,388.901611,393.667786,383.168518,384.404419,395.110779,396.770996,397.345459,392.671509,395.777466,393.176147,397.974487,383.550659,380.927002,381.910278,383.299744,397.085846,385.520325,381.837158,390.305786,400.664520,390.635223,402.505066
2447.771240,2592.645264,2593.995850,2451.740967,2441.792236,2444.831787,2429.829102,2428.333496,2418.651123,2412.893555,2408.252930,2385.325439,2413.727783,2415.273926,2437.096436,2405.134521,2416.125732,2418.304443,2420.116455,2375.617432,2376.762939,2388.013184,2386.065918,2332.693115,2394.621826,2400.392578
-159.338303,-194.273148,-176.926025,41.931908,34.138763,29.746353,-8.830651,-19.864714,-116.156097,-112.589462,-108.038315,-64.745621,-21.594542,-31.155466,-155.472748,-155.310089,-137.547287,-132.723907,-129.799545,-56.263355,-163.714081,-183.994156,-144.570068,-167.799026,-200.179138,-152.952103
354.412170,273.824829,292.465759,383.590820,381.331146,389.052826,372.907715,374.046265,368.437347,364.191772,359.957825,351.114746,355.916840,380.045715,372.959229,353.592468,349.721558,350.035706,349.920837,386.879883,366.152832,370.270691,359.460815,370.672058,368.904083,365.515076
2780.398193,2678.509033,2694.348877,2740.635010,2698.357666,2681.310791,2622.691895,2605.087402,2495.574951,2489.638184,2482.126465,2515.038330,2503.625244,2698.026367,2592.111084,2730.764893,2745.233154,2753.020752,2758.924561,2663.094971,2547.360596,2523.206543,2726.939453,2610.730225,2484.292236,2501.972168
-120.840736,-90.258766,-65.406357,-69.843987,-93.256691,-105.899094,-151.762573,-164.957214,-268.991699,-258.801147,-251.213242,-203.852844,-174.646866,-136.092300,-296.117462,-211.084625,-198.654160,-186.964890,-176.538681,-174.704285,-301.286621,-330.774109,-193.961578,-270.788483,-354.103149,-294.374268
589.407532,527.243347,544.948120,611.880920,604.886658,612.906982,598.596863,601.156250,602.579346,601.280884,597.878113,589.295166,582.637695,607.367065,605.336426,584.804565,580.701843,580.636841,581.171509,611.568970,598.887207,599.238037,588.409241,605.588989,602.888916,605.031677
2646.841797,2725.021973,2737.385498,2623.522949,2587.610352,2577.674561,2540.103516,2528.305420,2468.110840,2458.513428,2453.926514,2477.257812,2510.605713,2571.826172,2525.906738,2592.117676,2607.783447,2614.706787,2618.617432,2542.149170,2463.891113,2443.558350,2580.765137,2497.201904,2435.496094,2455.703613
-102.650955,22.904570,31.836218,-37.160995,-66.814758,-82.035690,-147.450958,-165.912506,-299.426270,-300.883545,-300.112671,-244.310135,-203.400665,-126.304680,-322.636902,-210.762695,-183.110382,-166.572769,-154.884491,-131.992676,-322.870728,-351.480560,-160.359375,-267.830627,-380.233765,-337.263611
152.042847,136.243134,150.637619,170.115448,160.563721,166.725067,153.038254,154.012527,156.717377,155.449921,153.862274,147.909607,154.538895,161.068512,160.057648,143.583282,140.742798,141.501099,142.148590,168.321136,150.272247,150.098267,150.761566,161.306122,154.205063,159.705200
2587.896240,2555.056885,2560.758789,2568.223633,2548.773438,2541.965820,2505.603516,2497.288574,2439.544189,2439.232422,2435.212402,2426.274902,2414.559570,2541.565430,2501.693848,2546.560059,2556.701904,2561.354248,2564.915771,2495.893066,2450.319824,2452.783203,2532.943604,2444.618652,2429.210938,2429.860840
-115.709152,-8.423599,-7.611053,38.739510,19.533503,9.369697,-55.619606,-73.064781,-211.752213,-218.450653,-221.332108,-168.874710,-118.015617,-59.446133,-241.173599,-174.869568,-142.968506,-128.891464,-121.497025,-50.761028,-240.159225,-262.512634,-123.720337,-201.968277,-291.409576,-256.484619
