19,43
-1.000000,5.000000,-1.000000,7.000000,-1.000000,7.000000,-1.000000,7.000000,0.000000,7.000000,0.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,7.000000,0.000000,7.000000,0.000000,7.000000,0.000000,-1.000000,0.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,7.000000,0.000000,7.000000
33.406303,31.599867,30.605286,29.336237,30.427687,31.615381,35.016094,38.059196,33.526627,23.341118,17.372812,48.305325,79.260986,58.485542,44.234062,39.769306,34.561481,26.668087,10.641480,21.600611,23.818087,24.234985,29.493195,27.896145,16.092060,24.009247,39.703846,48.047821,73.586861,66.916618,44.904118,35.266964,34.367393,31.487913,16.314140,12.581487,41.037048,27.481855,18.814386,17.204542,22.036863,31.990454,22.822975
12.718531,12.490435,13.390920,14.032712,42.503017,44.120968,44.361725,38.817467,20.361839,31.019157,35.789494,26.527563,39.607635,37.317566,33.785603,30.022821,27.029240,21.473385,23.035938,24.884239,18.953585,18.607817,22.090014,24.108364,91.630943,78.240273,59.438251,49.548759,42.457760,39.625118,35.871456,29.707764,27.340712,21.201670,21.737911,21.290295,9.487651,11.786492,13.687774,13.440304,26.134792,19.553732,25.121531
-59.669830,-59.257767,-59.731056,-61.344204,-59.576790,-58.495979,-55.520157,-52.805466,58.792301,67.154610,-77.222168,-43.319138,-14.757303,-33.968781,-46.573990,-50.899128,-55.994843,-64.572929,80.049408,-70.096901,-66.891434,-66.224541,-60.727806,62.364414,-74.300125,-66.158104,50.321888,41.966972,-23.651159,-24.330120,45.511528,-54.812180,-55.799686,-60.526112,73.687057,77.466682,105.107422,86.239761,75.609467,-72.795692,-68.042046,59.089142,67.197258
-100.764580,-100.671516,-100.844398,-86.072617,-60.775188,-60.619499,-60.967716,-65.589912,81.036583,-60.399227,56.097698,83.845001,96.380806,100.896965,94.983612,92.134811,88.737984,84.359879,-69.509789,65.124901,77.217613,74.001587,-68.267441,76.891830,3.306596,65.891998,89.525291,98.672729,102.298103,105.977486,100.779602,94.006081,91.742317,85.032143,72.757881,70.413551,-95.785995,-99.997116,-103.001945,-101.381638,-81.872528,70.996506,-64.880592
16.702255,17.392988,17.290411,19.717384,13.144063,13.217315,13.909025,16.509037,18.839403,8.576591,35.490555,21.876303,36.001221,30.358633,31.974264,29.304665,28.017872,28.003895,29.945507,10.549844,19.008875,17.795359,13.822668,17.314133,12.088730,30.562973,26.151270,26.520910,31.653433,31.680742,33.354721,30.610384,29.428812,31.705029,37.055065,37.381710,1.865925,9.343884,22.023552,20.849445,17.968008,17.784258,14.086920
11.034744,11.327452,15.182747,19.575851,15.102777,15.062537,17.067261,19.786806,14.834985,15.260582,30.120916,21.876293,59.672455,25.427584,31.974257,84.429344,28.017864,74.767380,41.655140,10.229681,9.451366,7.953322,10.941882,12.072298,22.900909,32.853455,26.151285,26.520918,58.094761,20.456108,33.354721,26.729572,29.428795,31.705029,37.055058,68.668564,21.219124,13.980477,12.786032,12.046570,14.631788,12.234721,15.621554
91.256760,88.236061,88.332504,88.094673,86.262474,86.726318,88.655128,91.061623,90.830627,-81.913795,-88.862175,-73.253906,-54.193226,59.785950,-58.185295,-61.321594,-64.436432,-70.191574,-100.177567,85.954102,85.287300,83.911568,85.117950,91.685371,-90.504723,-77.068024,-74.322838,-79.085602,58.391357,59.148148,56.915066,-59.761520,-61.604221,-69.597580,-74.805504,-81.393066,-89.682663,87.101997,81.460548,87.396194,90.614594,90.147308,94.785194
-100.896034,-100.859329,-104.714684,-107.623505,-104.366783,-104.398682,-106.132828,-107.921249,-101.885117,105.255905,76.602409,73.253906,127.478310,74.756706,58.185310,-24.638010,64.436440,-26.240328,99.163429,99.929489,-95.165749,-95.295738,-100.899513,-99.735390,88.514557,59.237186,74.322830,79.085594,131.621277,88.045700,-56.915066,-63.288254,61.604237,69.597588,74.805504,-21.898144,107.475372,103.443810,-98.987328,-97.701904,-102.709190,-101.156631,-105.539421
57.762344,51.059303,45.950130,38.773441,20.081827,21.597904,21.127844,18.757111,35.533947,41.605042,50.688461,62.644241,32.935379,33.844151,42.732800,41.250797,41.423508,39.346951,34.525654,39.925392,71.759911,73.313339,70.816139,71.033653,45.108803,66.497879,75.408966,82.707047,97.173317,99.992432,107.355629,111.169250,107.919792,99.914780,92.709656,91.443481,95.425827,111.810158,92.974861,64.525093,33.460667,20.306959,20.383106
32.382980,38.959747,-44.055775,-51.920082,-77.023972,-77.978012,-75.989464,-72.617516,-57.359554,50.036739,58.322208,57.892887,71.420990,65.951096,59.516048,60.923824,60.886341,61.798969,69.744316,52.441303,-18.318354,16.706247,23.709574,-36.900898,56.247459,35.361351,28.664347,24.567833,29.113081,21.932346,28.062317,37.472279,39.380322,35.212765,32.121212,37.185833,59.923798,62.954906,68.439529,49.181889,57.593063,-72.085098,-69.916153
0.157018,0.139882,0.126669,28.386980,11.158633,12.847412,13.191975,17.317541,103.154922,147.175201,108.377861,76.856102,28.497908,-8.797902,-5.759153,-5.181037,-4.661234,-3.773253,45.486835,145.106720,117.987801,114.889946,87.510300,121.479889,143.998947,112.647591,81.608627,60.718960,19.011875,11.334926,6.092555,4.459224,4.017710,2.936850,2.145210,1.931683,0.608129,0.442790,0.291412,0.173589,33.660141,87.721519,127.390678
-89.878654,-89.899178,-89.910141,72.569450,82.345932,80.462456,80.102524,75.275307,31.367998,62.284748,66.913490,87.972389,87.253166,91.012268,91.078133,91.064293,90.891884,90.541374,51.586411,61.586742,48.349518,48.083557,49.636894,46.962162,-54.854317,43.656384,58.887577,73.934319,79.913422,85.801643,88.418694,88.763023,88.707413,88.737099,88.337654,88.338715,-89.672943,-89.786842,-89.899925,-89.927727,73.879646,33.858021,59.067310
6.928068,7.379510,7.592979,3.843335,7.102190,7.017609,7.028000,-4.374526,-4.323229,43.640362,31.979061,21.412851,9.031461,-2.545913,4.135407,4.797752,8.803905,17.899811,36.080120,-10.441689,-0.852257,0.202709,3.099647,-3.111372,38.863953,25.256502,19.661057,-32.749306,-8.112709,-3.495752,4.337928,9.408261,10.967095,29.282896,28.394730,28.015079,27.190783,19.234449,8.392507,2.976180,-6.059678,4.106370,-8.403893
