19,41
7.000000,-1.000000,7.000000,0.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,7.000000,-1.000000,0.000000,7.000000,-1.000000,7.000000,0.000000,-1.000000,7.000000,0.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,7.000000,-1.000000,7.000000,-1.000000,0.000000,7.000000,0.000000,7.000000
16.221575,21.816145,13.460624,12.355147,20.406294,42.119484,32.048981,28.769060,26.377184,34.889286,33.601891,62.006050,28.788254,27.686495,30.152851,21.932274,19.900192,22.210958,21.895121,21.711384,25.586245,24.406591,18.474117,23.786177,39.932690,45.092800,48.123512,27.573162,27.455267,23.395412,5.324579,5.666729,15.158396,18.125217,21.725800,23.004385,22.986202,19.507702,17.609415,16.123190,10.045081
22.008457,33.975834,11.557166,9.109188,10.285565,39.265903,32.012859,14.430399,16.310785,34.968758,33.570591,37.089329,25.532808,25.142212,25.068424,8.119265,11.317084,19.688383,27.397005,40.842030,39.675491,35.752308,0.980586,25.242981,19.985598,34.670162,45.989506,27.447023,27.341661,23.307323,13.710226,13.316055,11.158333,11.210168,15.998713,24.374191,40.780968,30.438448,29.321825,27.166626,13.744175
-76.366066,-71.388672,-78.223000,-78.277946,69.646492,58.439903,61.064171,61.235706,-63.648144,65.813889,86.594154,52.333584,65.124969,66.298378,78.937386,-110.049507,89.628311,71.811920,68.135468,-68.291641,-65.014122,-67.709251,-73.046822,-66.306503,57.944847,58.558994,53.804684,72.255493,75.413010,86.601562,-90.376289,-86.505196,74.906357,-71.875458,-68.488884,-67.356186,-68.122383,-72.136391,-73.939240,-75.300034,-82.386925
-80.666229,-66.828217,-81.901085,-82.521400,79.959435,121.249352,118.915260,-100.854424,-102.632103,114.366898,93.548874,89.448944,111.436569,110.929779,109.605499,86.418480,-101.290863,-99.979813,-82.971848,-76.058594,-74.863052,-75.049629,89.288956,78.462746,-93.860199,124.669746,130.798599,107.856102,104.689728,93.534485,-95.160004,-94.704315,-94.322891,-94.705215,-81.723045,-72.395576,-65.878387,-74.708557,-75.072006,-76.107605,-83.932373
39.739193,37.719910,12.997465,12.221565,14.375287,31.258282,18.949265,14.775565,17.161066,29.126915,51.378056,66.897232,7.271383,8.614202,12.690424,20.853733,8.483504,5.522013,4.828238,7.491560,7.191593,12.776616,12.289858,27.810747,26.430588,30.777754,39.049847,32.875156,29.309557,34.810284,13.757608,13.385079,8.744915,7.139739,8.994773,9.446291,14.143466,19.734201,18.870821,17.920433,20.441446
30.606037,32.439613,23.402740,23.483637,14.375301,53.592468,46.585220,26.943729,30.062986,59.208164,55.258614,39.607449,3.469385,6.640448,24.968996,4.237575,7.125492,15.035667,21.302603,24.369871,22.751448,23.056377,31.620621,19.158173,26.430582,30.890165,39.049839,26.917135,24.425106,18.780079,33.672768,33.102512,32.471416,31.594707,25.054777,22.439457,22.134277,24.584734,23.815702,23.902267,27.780195
-113.791924,-113.381462,96.173187,95.106773,-78.410698,64.412201,75.517212,92.379021,92.415520,61.587719,-43.334824,-47.007439,83.391922,81.428223,-78.074524,77.459496,96.304947,95.417412,94.015366,95.969200,95.052010,100.217354,91.074135,70.740227,64.093697,62.008160,59.256592,-57.242035,-61.358799,-64.882713,103.625389,-103.384018,98.728050,97.076752,96.801819,96.314171,100.095566,104.908440,104.303146,103.624870,106.817497
-95.834763,-94.087021,-112.090996,-111.925514,78.410698,102.037575,69.821114,-113.521736,-115.019386,105.691353,108.275757,57.695122,-86.532875,-84.635170,-70.138451,-86.621223,-95.082619,-103.751953,-111.225113,-114.321716,-112.707100,-112.773674,-118.674889,-88.502274,-64.093689,-66.427933,-59.256596,-63.116421,65.575050,72.800873,121.599686,119.378853,121.353996,120.638786,114.921509,112.414436,-112.032578,-113.788773,-113.032829,-113.214050,-116.716606
29.912363,32.375465,72.471336,75.695847,-28.328793,-10.144721,-1.246469,88.473747,79.213913,-9.404625,-8.464686,38.001617,0.428415,0.680988,-18.233345,-65.499153,57.805088,58.469532,49.406700,17.182291,15.709517,26.177416,23.800617,13.164112,-4.088734,-3.005438,-1.789910,-0.334550,-0.301965,-0.271962,37.801342,43.189857,30.969246,26.022255,15.406864,15.305566,20.924181,28.653446,29.973188,28.838175,20.063169
-65.229919,-62.451786,21.050272,24.517368,104.079559,97.238541,90.647194,36.823055,44.312836,96.895218,95.132790,70.108727,-89.672302,-89.705032,101.040886,-137.509216,84.844978,53.223991,43.490520,-74.161507,-75.554840,-64.545021,66.646324,87.194054,91.009850,91.016571,90.604263,90.102760,90.101738,90.186096,61.111137,53.180016,59.095486,-63.985798,-76.283089,-75.648079,-69.996574,-61.526897,-60.128593,61.162853,70.120514
40.392788,87.356300,130.191208,125.672752,140.387787,42.034500,4.862846,-0.052339,-0.044235,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,-40.114796,65.241020,93.670891,121.192688,118.416969,115.479485,102.177620,125.493881,141.052872,91.138229,45.748772,7.949644,7.156151,6.442051,-2.500220,-2.250641,-1.641394,-1.477240,42.157104,71.363350,131.129013,129.565002,127.572334,123.358582,85.737312
51.240135,-10.610477,40.197144,36.463493,76.547676,56.310852,89.353477,-90.043739,-90.040367,89.995621,89.995613,89.996239,90.000183,90.000290,90.000450,89.999245,-115.254959,-64.307854,-19.591297,-39.399914,-43.173111,-39.635254,41.016739,-36.664379,70.952820,43.417713,46.773113,84.813522,84.828171,83.991798,-92.148407,-91.786880,-91.278633,-91.090355,-48.240788,-23.423563,-65.351402,-50.668327,-43.862850,-35.836250,18.311399
-33.030067,-32.729290,-6.456341,-5.348154,88.555077,24.161816,19.190645,-5.311941,-7.571963,31.909630,42.658886,56.585659,-13.992008,16.850863,50.289284,-14.582401,-6.585736,6.338772,2.369842,-4.427751,-5.075242,-14.061191,8.921389,35.627819,31.044012,23.816607,18.832825,39.428455,34.930927,41.882923,-3.865182,-2.864847,-5.006721,6.190426,4.777949,3.694115,2.002814,-5.288872,-3.582827,-3.001201,-7.501925
-93.547813,-96.317276,-96.360390,-95.342453,-53.506889,-77.601105,-74.416794,92.166931,91.575378,-72.136383,-59.587124,-75.782745,-90.340622,-86.015015,-73.950638,103.788673,-92.888939,-88.798119,-88.603699,-93.221710,-93.338020,104.057762,84.991798,55.258434,-82.020981,-89.490044,-81.157524,-60.781185,-71.191948,-79.020729,92.262627,-92.864861,-90.789680,-88.470131,-85.599930,-86.578125,-89.755196,95.169624,93.349915,92.468285,97.093231
21.713766,21.378178,6.008477,7.540643,88.555092,58.486576,111.260162,1.061463,-1.454680,55.518349,-41.655151,36.210941,-36.163326,-30.279598,15.992207,-1.508180,-7.566882,5.459195,-0.879378,-2.902522,-2.775798,-3.277157,4.503544,57.175228,31.043999,-17.410721,18.832781,32.871704,28.745647,25.087561,5.449315,8.985353,-6.768802,-6.158547,-1.120125,3.674717,7.569035,10.692624,11.957260,11.834296,8.634425
-89.050117,-88.955917,84.378227,83.158524,53.506893,82.818489,55.935589,89.330971,-90.556938,79.149376,93.684875,88.310852,103.670219,101.548141,76.662949,90.518860,93.035301,89.181992,90.674782,92.865211,92.764664,-93.272919,-85.501472,55.816235,82.020981,92.551498,81.157524,65.092712,71.754478,85.295799,88.771317,86.420837,95.711266,94.958244,-91.112999,-86.419853,-82.547241,-80.271545,-79.033333,-79.239426,-84.689178
