19,34
0.000000,7.000000,2.000000,7.000000,0.000000,7.000000,2.000000,7.000000,0.000000,7.000000,2.000000,7.000000,0.000000,7.000000,2.000000,7.000000,0.000000,7.000000,2.000000,7.000000,0.000000,7.000000,2.000000,7.000000,2.000000,7.000000,-1.000000,2.000000,7.000000,0.000000,7.000000,0.000000,7.000000,-1.000000
11.922182,11.435145,61.843060,58.739506,14.817155,13.904919,66.740982,56.821850,26.693705,20.272364,70.359245,54.706558,13.188847,18.676802,59.906776,46.283882,12.365852,13.650416,59.749626,50.653347,21.900232,15.204964,60.398918,52.472588,65.931297,62.874760,20.690351,60.510475,53.014404,26.685865,9.430818,9.533143,14.641506,15.138153
20.471697,19.967043,25.224411,24.868414,24.308943,22.363304,26.907190,25.294088,23.417274,22.033278,25.248507,18.956371,18.849966,22.559792,22.202349,20.258066,21.017895,19.247549,25.155960,23.870287,24.824137,26.143131,26.550386,20.538948,25.145248,18.078066,24.992853,25.529297,21.799423,18.792391,7.809595,7.656014,6.203619,5.737024
-79.403687,-79.880615,28.810144,31.787472,-79.341995,-78.993095,23.652435,-33.250366,-78.665802,-78.929466,20.456558,-38.839825,-77.764748,-76.245224,30.094158,-44.313591,-78.067596,-80.873375,30.262892,-39.934769,-78.427338,-80.868805,29.821285,-43.064205,24.200602,-27.824434,-85.374710,-35.889328,-47.331348,-76.770721,81.589622,81.161987,75.673317,75.142410
91.866913,92.716934,97.085091,97.586266,96.252953,92.309143,95.770683,93.234047,93.205170,94.360786,96.385658,91.867737,91.569092,96.064880,95.078659,89.919991,93.052856,91.438156,95.764809,93.970337,92.793198,94.144173,96.478584,95.932014,93.294495,92.494621,99.726151,100.075676,99.041031,91.977623,83.531769,83.280479,83.853348,84.263077
11.124913,11.621203,11.011829,11.419426,13.825769,12.470143,11.260017,12.695615,12.872054,15.310598,13.046057,10.909630,17.205063,18.666359,15.443663,8.938219,11.715628,11.778716,11.219825,12.143075,15.076514,16.054043,13.759390,8.389324,10.775868,11.255050,13.828427,14.261613,8.031037,7.385808,14.590455,15.251431,18.633713,19.216539
18.599895,17.755814,17.446718,17.134691,13.494194,13.606312,10.052558,9.079198,12.454381,16.712757,16.381214,11.689227,19.916447,19.391817,16.585314,13.876839,16.657316,21.016722,14.568368,15.048181,16.129116,15.872861,13.951640,12.615526,12.505506,8.774874,22.850349,19.062613,13.537928,17.785275,17.008869,17.596710,22.797525,22.853640
86.711739,86.353981,91.304436,89.085915,83.312386,82.899147,87.411278,83.536766,83.600624,86.000137,90.448349,88.028198,79.354103,81.518173,86.565735,89.521599,84.584846,88.435524,89.784737,86.065636,78.901855,79.058975,82.011696,86.002594,86.984215,84.066238,86.275490,91.094101,88.311012,85.969116,80.193115,80.144112,83.660194,83.410370
-108.284157,-107.340508,107.395973,-107.102257,-103.437187,-103.606064,99.807976,98.800873,102.451645,-105.901924,-106.372604,101.567383,-107.118706,-106.772362,-105.896072,103.833466,-106.328606,-110.638321,-104.562714,-105.047508,-105.485756,-105.068245,103.916878,101.282433,102.196289,97.641006,-112.090515,-108.959778,101.789787,107.567963,-105.968521,-106.220634,-108.690628,-108.271431
17.046280,22.773249,39.361687,70.842880,30.077749,32.017353,30.367523,72.574593,73.075699,75.074135,49.287632,87.333893,37.899254,50.979984,67.929199,90.011436,16.756250,28.749519,50.879379,74.785370,67.711029,48.022400,62.052216,90.976501,51.609886,68.709152,100.561378,80.242798,87.806770,62.791447,51.223915,53.509480,97.076202,108.137321
-73.067719,-67.434814,-59.813251,-45.229084,-60.246586,-59.168541,-66.149704,-45.398045,17.909063,-15.957984,-51.483784,-31.387379,52.108963,-39.358875,-40.201996,-32.699795,-74.023148,-63.337807,-50.559719,-39.171089,22.295097,-42.040077,-47.457462,-28.321587,-48.124729,-40.181408,-24.396624,-29.609776,-26.651443,27.849314,-38.783512,36.493008,8.689211,19.087805
129.028046,129.005859,125.270546,127.141144,129.929657,129.781387,127.204567,127.601959,128.185928,125.410797,125.518112,131.907074,129.606934,128.530228,127.933540,131.310333,130.534637,130.314346,130.232178,128.871048,128.884766,129.854874,130.740021,131.017273,124.494637,118.599243,114.390221,117.821320,120.143204,120.978470,122.438095,122.464729,120.610352,120.012856
60.805725,60.956425,61.536480,61.599583,61.197811,61.520531,61.360741,61.912685,61.466007,60.622417,61.803104,63.032784,60.339844,60.002712,61.571087,62.482872,60.696266,61.788418,60.923813,62.122292,59.578011,60.388195,61.585270,61.577282,59.000343,60.922405,55.572323,58.199856,58.210342,57.501362,59.570915,59.529457,56.357670,55.447945
-3.519531,-2.853002,-5.551673,3.191752,3.947494,3.232830,1.678997,1.414439,1.562352,1.277941,-3.901588,-1.568727,4.201744,2.040951,-1.767022,-7.114498,-3.082229,-2.434054,-4.289163,3.332429,7.224173,6.303380,8.798304,3.039957,-2.822997,6.880454,7.201788,5.095392,3.623365,5.314817,3.440427,-3.215950,-5.925825,-5.726286
-92.800690,-92.575233,-94.550934,-87.741234,-86.060051,-86.847496,-89.982399,-88.809639,-88.898506,89.207405,-93.749359,-91.492226,-85.831367,88.238106,-91.523346,-96.629982,-91.459801,-90.430527,-92.712692,86.668663,-83.230103,-83.712936,-81.202934,-87.303856,-90.725769,-83.209351,-82.898148,85.162384,-86.440804,-85.934219,-89.813118,-90.206398,95.848503,95.454491
-19.652733,-20.231243,-17.815014,-18.275831,-18.901133,-19.348684,-15.829450,-16.721899,-18.178461,-20.619356,-19.631306,-19.029333,-25.504389,-25.276609,-22.553925,-19.211382,-18.445721,-22.053423,-16.901329,-20.705511,-20.993942,-20.621061,-19.144140,-18.224239,-14.930493,-15.858831,-25.409332,-23.394939,-18.727978,-19.698914,-16.232841,-15.623798,-14.155857,-14.762786
-101.805130,-101.549576,-104.916878,-101.763420,-101.891029,-101.821342,-100.565163,-102.411201,-103.256966,-101.839363,-105.660004,-103.568283,-104.104134,-106.104362,-106.642395,-102.922005,-100.563423,-105.210808,-100.857513,-105.261063,-102.140358,-101.325768,-103.972160,-104.248550,-101.302612,-101.675888,-107.703178,-106.808014,-105.411850,-103.688446,-100.058975,-99.583694,-97.823303,-97.324844
23.032028,22.645388,12.251213,14.625485,15.429382,16.715727,6.517734,9.894455,15.650355,17.642019,11.223493,9.345778,29.012266,23.209682,14.585575,14.462389,23.891392,21.631926,12.675632,13.915814,25.543533,25.172844,12.507618,7.621922,9.463921,5.540260,20.164396,9.079307,4.750483,18.212496,32.999310,34.780628,39.933563,40.218220
53.946731,54.212724,54.443202,54.775799,55.146920,55.315269,55.543789,55.914707,56.146070,56.444815,56.611786,57.046827,57.345179,57.583014,57.751213,58.147414,58.379127,58.650243,58.887125,59.251357,59.485166,59.588402,59.894789,60.285076,60.955235,61.322996,61.786373,61.954053,62.386914,62.551912,63.355253,63.389668,63.656920,63.691040
