19,38
8.000000,-1.000000,7.000000,0.000000,7.000000,-1.000000,7.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,7.000000,-1.000000,5.000000,-1.000000
28.013399,29.576853,30.543087,15.855857,17.673815,26.610561,26.920109,27.307886,27.117100,25.724850,14.338913,8.736375,21.210602,15.045722,36.272175,36.336815,36.649757,32.644222,19.502762,20.744228,18.630718,13.778946,33.961708,10.812449,16.028992,19.388062,46.522896,20.683603,18.988272,21.113514,35.895943,33.279503,26.445162,21.666798,11.408105,13.138265,11.995738,9.348974
22.640419,22.463556,24.048412,26.499634,27.585289,28.745401,28.665522,28.814829,28.302065,25.849371,21.489912,19.661829,12.238814,11.251794,36.427303,36.460835,36.713123,32.660763,12.854030,11.073520,9.974842,6.437088,34.645184,33.847683,30.998188,30.631086,19.084820,15.923701,21.521912,23.194435,36.046959,33.289764,26.445913,21.667150,9.490406,7.544026,6.502342,6.004757
78.886948,79.674553,79.782059,91.152855,88.840683,76.901909,76.727425,73.863304,73.224831,68.033340,75.706619,-84.925240,68.792496,75.975594,63.193031,64.264030,65.690178,68.917862,70.542892,-69.256729,71.392120,76.240067,66.435349,85.533485,84.011482,81.312744,105.710953,-69.746170,71.042793,69.075127,65.109261,61.845314,66.784401,-69.516243,78.595024,77.551155,78.432915,81.061966
-97.519432,-108.570969,-113.833206,116.232704,116.259781,107.601105,106.895218,109.034241,109.089340,112.328857,109.939598,-109.097374,-95.536209,-97.062401,116.910065,115.812889,114.345757,111.092232,-94.162285,-94.775597,-95.106865,-94.770149,114.012581,111.971939,111.482544,112.015228,107.932678,-95.665421,111.521858,113.078255,114.994568,118.162735,113.216377,-110.484070,-93.114990,-94.245094,-94.808418,-93.933029
32.973213,36.186943,31.228731,38.138206,35.505287,27.323515,19.098915,23.682331,21.406601,21.711927,27.893999,13.958394,7.000789,10.240387,22.201363,21.801741,22.100527,21.358089,7.004235,6.920192,8.000081,13.005086,21.255043,26.648808,25.112286,24.657049,23.523849,16.628653,17.056334,19.582790,23.718355,19.200825,26.020699,10.416125,8.183573,9.530050,12.325906,12.556551
32.973213,26.749178,22.788252,19.465000,35.505287,17.978598,19.506792,21.094004,21.406584,62.141922,13.596800,6.891363,30.068104,23.520529,78.991188,79.867348,22.100517,63.319160,28.796679,25.560951,23.743694,22.145966,90.521797,22.773823,59.304401,46.607555,14.326443,33.729820,12.248653,19.504141,85.942368,68.791672,12.864970,4.105559,26.820755,20.528307,18.363501,20.058960
-63.067127,-60.451038,-63.822094,-58.947258,-60.355942,-66.288673,-72.133621,-67.660538,-68.998550,68.992424,62.322716,81.216835,-84.338493,82.143929,69.924484,69.638878,69.176262,69.327591,-89.884842,-83.477676,82.000755,79.618240,69.742744,-63.351246,65.011459,65.713417,-66.508926,-105.883690,76.621231,73.135597,67.342155,76.647163,65.823837,88.211899,-86.941071,-80.473633,78.761894,80.944962
63.067112,67.675720,69.226990,70.939896,60.355965,-72.998520,-72.239586,-72.734901,68.998566,50.030640,-77.840401,-88.130219,119.780716,-111.774849,78.542213,56.866596,-69.176262,74.199089,116.567215,114.389717,113.470886,-111.124977,69.091080,-71.274330,86.046547,75.046959,-90.441650,122.628181,-79.026825,-70.505257,70.414009,69.092621,79.388748,91.675415,115.387398,110.512123,-107.722664,-108.001305
-5.250462,-4.739253,-4.276267,-12.204695,-10.325368,-3.263808,-2.974074,-2.714979,-2.480334,-1.299955,23.319561,46.619347,58.539921,33.553692,-1.291952,-1.177859,-0.884038,-0.486180,53.096703,64.554115,60.075230,55.496521,-4.356175,36.029842,-36.842037,-31.953743,50.186531,63.490009,7.298100,-6.836470,-2.391301,-0.706375,-0.223812,0.163129,8.251740,10.469146,18.171324,18.392824
