62,64
-1.000000,5.000000,7.000000,-1.000000,5.000000,-1.000000,0.000000,7.000000,0.000000,7.000000,0.000000,-1.000000,0.000000,7.000000,0.000000,-1.000000,0.000000,7.000000,0.000000,7.000000,0.000000,7.000000,0.000000,7.000000,0.000000,7.000000,0.000000,7.000000,0.000000,5.000000,-1.000000,0.000000,7.000000,0.000000,-1.000000,0.000000,-1.000000,0.000000,-1.000000,3.000000,-1.000000,8.000000,3.000000,-1.000000,3.000000,-1.000000,0.000000,7.000000,-1.000000,7.000000,0.000000,-1.000000,0.000000,7.000000,-1.000000,0.000000,-1.000000,0.000000,7.000000,-1.000000,7.000000,0.000000,7.000000,0.000000
-284.347748,-304.877563,-310.146576,-311.112183,-212.357635,-133.757095,-339.721558,-468.405243,-475.909943,-462.997070,-444.899780,-298.586395,-317.973389,-358.601593,-351.334930,-348.356812,-324.651428,-316.330383,-369.143433,-422.489410,-459.279755,-472.185425,-484.945374,-510.484009,-514.477783,-515.094971,-520.366394,-511.764801,-510.078094,-483.488373,-469.497375,-435.119110,-410.686584,-380.807800,-277.093689,-267.691528,-271.618774,-274.164642,-279.328430,-281.591309,-303.567566,-295.614532,-312.589905,-302.602783,-303.538025,-298.811432,-299.483551,-358.766083,-502.091705,-493.589478,-353.930634,-281.885132,-267.953613,-376.907318,-383.079163,-360.619537,-466.163177,-475.688171,-486.740509,-506.207520,-506.469025,-508.624298,-497.811615,-501.701569
199.344498,198.824188,199.068390,197.829590,204.335587,207.744156,198.120667,242.033600,239.180389,248.351746,251.437042,239.920380,235.854889,173.019409,176.922455,184.979889,211.709366,224.280914,226.933960,231.096939,238.260742,239.275238,239.422729,241.036011,241.165695,241.786301,243.211792,244.400360,242.527313,252.796234,252.875671,260.276550,262.077850,262.866028,250.436050,243.700317,240.588043,235.534943,216.161148,217.745926,212.186371,215.862961,209.085266,226.483002,230.168121,228.056976,230.950531,239.788757,251.363586,247.607208,227.090118,230.759674,229.548111,162.411972,187.524933,243.848175,249.837006,245.631851,249.518005,247.110565,244.078125,259.963318,259.707458,258.763336
2746.645264,2786.822266,2796.429443,2800.650146,2791.884766,2721.717529,2565.287354,2600.120361,2602.601318,2576.119873,2568.010986,2575.462158,2568.592041,2553.588867,2550.303955,2556.600586,2567.965088,2564.043945,2565.830078,2577.975830,2590.303223,2596.102539,2602.725098,2612.841064,2612.853760,2607.462646,2604.459717,2590.488037,2587.919434,2567.211670,2559.037598,2541.666504,2535.883301,2530.322266,2543.557373,2558.092529,2559.640869,2559.638184,2558.037598,2552.867188,2546.709961,2544.403564,2545.873779,2548.993652,2550.941650,2545.629883,2537.783691,2531.749756,2521.923340,2511.434814,2500.702881,2545.547363,2548.002930,2550.565186,2556.016602,2542.222900,2562.334961,2559.426025,2564.475586,2562.644287,2557.628174,2580.163086,2573.935059,2575.351074
-544.239929,-499.695862,-480.734161,-461.740906,-406.316315,-395.621704,-216.698273,-243.994339,-245.080338,-282.138611,-285.366699,-369.876556,-341.759888,-212.964325,-212.997208,-214.614899,-246.418304,-273.299561,-257.130981,-246.722427,-245.837067,-246.750595,-248.839050,-256.404846,-258.581787,-265.073364,-267.848877,-272.663177,-273.715851,-277.689545,-278.356934,-280.479095,-286.723389,-308.952881,-358.649506,-369.918243,-367.085541,-364.785431,-351.377747,-321.336517,-273.499756,-279.548889,-245.902527,-261.620361,-262.830933,-266.044495,-273.115997,-254.518005,-294.535309,-295.549500,-320.887726,-366.036896,-358.160126,-191.060516,-201.426483,-241.235870,-244.914093,-247.334259,-250.927505,-254.686417,-254.688126,-259.673309,-265.917755,-264.997772
225.238281,239.261444,237.279144,238.097717,189.259354,142.373322,198.630753,199.556381,201.400848,197.854065,197.296997,198.356781,199.827682,157.205612,158.059021,165.847916,196.698792,195.537094,200.500366,204.497574,209.431213,214.514954,218.772095,215.920212,213.818344,208.271545,207.156464,210.976395,209.507095,209.684174,207.226486,204.037872,206.821259,205.960327,190.004059,184.210556,179.274353,172.795395,149.477936,148.676208,142.337036,141.145538,152.061981,177.977295,185.507568,189.444641,193.223572,213.726791,213.396973,211.457733,218.575439,202.685135,173.082565,157.471832,178.085022,222.214706,210.913193,210.362579,212.426636,221.650940,220.176361,221.239838,220.773880,219.274765
2639.353271,2586.502930,2574.717041,2565.266846,2587.279785,2638.901611,2816.581787,2769.300537,2764.557373,2789.186279,2796.602295,2845.839600,2846.321533,2797.439941,2798.295654,2807.198730,2840.769287,2843.055176,2824.296387,2798.005127,2778.685547,2772.216309,2765.734863,2747.577881,2744.156494,2748.521729,2740.409424,2749.631592,2751.152344,2764.726318,2769.981934,2777.655762,2788.688965,2800.151367,2811.667236,2820.170654,2824.101807,2825.625977,2828.815430,2828.369629,2821.677734,2820.514404,2816.222900,2828.931152,2832.074951,2828.892090,2822.068848,2797.590088,2719.047852,2718.302490,2784.962158,2818.478027,2815.212402,2770.695068,2779.749023,2803.685303,2742.192383,2731.815674,2726.415527,2702.898193,2697.784424,2721.845215,2742.191895,2736.467285
-399.203705,-393.065521,-389.343719,-384.840698,-357.832306,-324.654694,-340.506805,-361.338287,-363.765717,-377.161682,-373.759277,-376.172546,-377.745911,-329.119934,-328.114624,-330.853149,-337.235962,-345.435577,-351.197357,-359.024902,-369.773285,-375.770203,-383.194946,-390.632080,-391.719116,-393.148560,-391.667450,-392.279419,-392.118317,-384.606567,-380.106445,-369.820068,-366.235535,-364.210938,-359.974762,-365.036499,-364.599518,-363.422333,-355.180542,-349.811584,-333.064636,-330.616760,-329.806671,-333.772095,-335.694244,-335.848450,-337.520508,-347.013031,-394.491241,-391.468231,-362.333099,-353.274048,-342.837067,-317.110718,-325.722717,-341.929962,-360.697021,-361.667358,-366.956970,-382.691711,-380.953278,-371.040405,-373.203888,-373.459137
419.372375,422.679321,421.611633,420.360443,385.260742,357.673553,388.443542,414.508423,415.361725,418.261719,418.557343,414.097687,410.950989,356.482605,359.249939,366.377380,398.604675,403.016998,409.314026,414.617157,420.289246,423.843323,425.646210,426.758240,424.966522,422.141266,423.033081,425.820984,424.342773,427.577271,424.592468,423.876251,424.634399,424.484070,410.804047,406.655975,401.301514,394.820160,373.001343,370.465149,362.982910,362.886902,363.865479,389.419403,395.683044,397.015686,401.949524,419.729401,432.055481,429.917511,419.962280,415.132538,397.883392,356.330688,378.143402,424.793701,426.024719,425.627441,427.824829,432.864014,431.757874,440.860107,441.579224,441.168579
2715.540039,2716.256348,2716.290771,2717.307861,2732.090088,2731.073975,2730.137695,2747.056885,2741.936768,2738.392578,2739.250000,2736.000977,2736.003906,2719.276123,2719.355957,2728.422852,2736.749023,2737.326904,2737.328125,2736.638428,2736.388916,2735.927734,2736.664307,2736.119141,2735.264893,2735.592041,2725.529297,2719.789307,2717.577881,2716.149170,2715.859619,2716.982178,2717.062988,2715.818115,2713.861572,2725.236328,2731.535645,2733.699951,2736.954590,2736.296143,2737.664307,2737.177002,2735.057373,2734.433105,2735.156738,2725.495850,2718.289795,2705.595215,2657.466309,2647.980957,2657.010010,2697.957275,2714.690186,2697.174561,2708.277588,2718.339600,2705.398682,2690.948242,2693.187988,2678.189453,2667.761963,2685.929199,2698.653076,2697.023926
