62,59
2.000000,-1.000000,4.000000,0.000000,7.000000,4.000000,6.000000,4.000000,0.000000,1.000000,4.000000,5.000000,4.000000,7.000000,4.000000,6.000000,0.000000,4.000000,7.000000,5.000000,2.000000,-1.000000,5.000000,4.000000,7.000000,-1.000000,6.000000,4.000000,5.000000,7.000000,4.000000,7.000000,0.000000,7.000000,0.000000,7.000000,0.000000,6.000000,4.000000,-1.000000,2.000000,-1.000000,4.000000,0.000000,7.000000,0.000000,4.000000,0.000000,4.000000,1.000000,4.000000,5.000000,2.000000,4.000000,6.000000,-1.000000,4.000000,0.000000,7.000000
-463.312073,-515.689026,-524.454468,-563.139343,-559.307495,-531.174866,-510.040131,-439.833221,-376.954468,-373.338837,-378.151764,-422.541595,-503.135803,-541.249329,-525.476074,-502.859772,-406.567169,-391.294128,-402.497467,-401.091248,-456.157928,-475.053009,-494.415833,-509.489655,-540.216370,-504.249054,-479.614746,-360.730377,-397.011169,-454.110840,-486.998962,-517.095886,-524.265747,-526.849182,-537.169373,-541.295044,-563.415100,-513.376709,-413.505035,-398.775360,-395.259796,-428.012207,-493.470886,-528.559204,-540.678101,-539.936401,-473.184082,-447.019928,-372.233093,-370.755615,-377.549713,-383.536163,-377.786682,-447.036011,-479.658142,-492.243683,-494.673401,-496.924835,-506.869995
206.215118,208.013306,210.199280,334.132538,307.493530,262.153015,259.161774,245.196884,233.682373,240.063095,244.615555,211.342957,203.635712,320.359375,262.240448,263.594116,267.067627,267.168091,211.604446,202.692245,193.099869,194.600464,197.950897,202.726440,335.151611,277.462769,286.744843,267.108246,222.071075,215.448395,246.322189,346.354736,325.928223,310.184814,295.297302,305.966888,281.626526,262.014282,260.151764,221.596130,211.923660,202.412994,226.978058,332.534760,307.051666,340.357574,272.404510,280.959961,258.080658,250.282700,246.876389,201.014374,198.395401,200.139297,298.524384,354.376099,352.118683,320.457733,310.880493
2966.111816,2935.008545,2924.553711,2866.173828,2861.794678,2805.217529,2794.721680,2770.184326,2781.782959,2790.394043,2803.164307,2906.464111,2888.166992,2854.597168,2802.173340,2787.306641,2766.457764,2766.507568,2873.559326,2876.083740,2855.731934,2846.975098,2837.349609,2827.982178,2796.000732,2742.888672,2735.093262,2711.818848,2845.196289,2831.402588,2791.978027,2768.625244,2763.226074,2763.287354,2763.104736,2765.552734,2790.721436,2748.937500,2709.503662,2837.722412,2859.931396,2859.582275,2834.039062,2803.396240,2801.648926,2810.493164,2765.437500,2755.593506,2750.604980,2757.220703,2771.065186,2874.043457,2885.865234,2876.679443,2832.386230,2830.862305,2831.368164,2830.822510,2833.356201
-156.379471,-212.564423,-229.921585,-299.356842,-292.447632,-323.250824,-335.675262,-378.367645,-365.214966,-334.252228,-290.401459,-133.680969,-209.796127,-280.314056,-310.698914,-318.767395,-358.226776,-358.710754,-103.393806,-96.312195,-149.678162,-169.305893,-190.967346,-211.416946,-283.785950,-295.668793,-309.982483,-303.141144,-91.389572,-147.565659,-200.885300,-259.502441,-268.034607,-274.574036,-280.401062,-283.818359,-268.572815,-288.707397,-355.313812,-100.414162,-91.869904,-121.428246,-202.634430,-264.114807,-273.368744,-262.183746,-287.446899,-305.084686,-294.770325,-263.715027,-221.599396,-83.129593,-73.723503,-143.673584,-206.678284,-218.416107,-219.153458,-220.822861,-228.125717
157.174988,185.193848,194.684952,324.503571,287.814392,243.477890,239.320480,229.720718,207.460922,207.799362,208.379669,193.209869,203.871155,319.915161,240.866821,245.561920,233.886383,227.994202,189.732101,181.745361,186.214218,187.722443,190.494507,194.884003,332.817810,256.573029,260.032623,227.291687,186.574753,204.802139,234.209793,337.610657,316.614288,295.628113,274.803650,283.593567,267.214386,246.853195,231.408676,179.103333,154.795837,170.679413,198.975388,320.158905,288.938660,334.237976,260.607758,265.358154,222.816711,221.558807,219.529236,159.229340,153.280701,193.124680,283.057098,328.754486,327.076782,297.660980,286.942017
2974.101562,3000.555908,3019.394531,3031.466797,3021.678467,3031.544678,3046.578125,3070.677002,3091.575439,3096.410645,3094.901611,2992.225342,2992.872070,3024.848633,3020.668457,3032.068359,3068.837158,3071.751221,2934.328857,2917.620361,2911.418945,2907.068848,2907.662109,2916.761475,2973.002197,2969.917480,2989.211914,3014.670898,2860.410645,2882.988525,2911.154785,2943.686768,2940.541016,2945.736572,2938.654541,2939.921875,2890.495850,2956.325684,3007.720459,2886.390381,2858.060303,2902.306396,2940.192871,2967.883545,2961.160645,2951.740234,3007.713867,3024.358643,3048.185059,3045.715332,3032.098389,2905.070801,2893.409180,2940.843994,2980.669434,2977.570801,2975.072266,2973.895264,2971.063721
-275.294861,-346.053009,-365.778137,-431.039398,-420.332642,-417.450073,-410.179443,-391.596802,-344.477020,-325.893890,-308.553253,-265.831024,-354.577972,-419.228577,-406.022736,-396.307343,-362.082733,-351.885986,-234.479599,-229.791641,-294.864258,-312.316437,-330.552338,-348.911530,-408.409882,-381.379730,-373.527802,-304.570679,-218.372833,-292.248322,-331.254028,-377.990204,-383.906891,-387.071747,-389.348511,-395.008881,-406.923157,-390.719818,-357.129303,-213.672913,-201.377487,-249.023483,-323.281830,-384.857330,-393.148499,-395.673462,-361.846588,-357.175171,-301.468048,-286.276276,-271.731659,-200.619614,-193.250092,-288.163239,-336.739990,-337.909088,-338.847015,-342.697784,-350.033173
404.628174,423.522949,429.322876,556.179626,523.559082,478.531097,473.792114,462.790466,439.862244,441.559448,445.853973,426.322296,431.309875,547.955811,478.254578,481.786194,472.854156,466.305237,426.921265,418.220215,416.157654,418.106323,421.640076,425.765320,562.449219,492.603027,497.977112,465.947754,428.549622,436.060913,468.138794,571.535095,549.126526,530.275818,511.853149,521.551331,500.119751,479.905090,469.225586,422.075134,404.315796,410.975128,440.384888,553.641174,525.754761,564.421021,492.765228,498.882751,460.986755,457.087463,457.073975,404.422638,398.696411,424.655182,525.177185,571.817505,568.087708,536.135315,525.542786
2971.884766,2966.556641,2975.784912,2969.073486,2967.749023,2933.527832,2935.322998,2937.134033,2970.173096,2977.412598,2980.743164,2961.847900,2944.057373,2960.316895,2926.391846,2919.770508,2947.753662,2954.006348,2900.831055,2884.610107,2878.830566,2862.620850,2854.490723,2861.467041,2889.794678,2869.074951,2879.595703,2896.030518,2850.020752,2864.735107,2854.094727,2862.068604,2856.084717,2862.726074,2856.024658,2862.719238,2857.028076,2864.054443,2884.121582,2840.146973,2830.525146,2874.289795,2889.565430,2891.895996,2890.767578,2891.136230,2890.121094,2901.153076,2926.469482,2919.320801,2915.656006,2873.460938,2872.450195,2907.783447,2913.277832,2913.886475,2914.134521,2914.846924,2913.675049
