19,32
7.000000,0.000000,7.000000,0.000000,7.000000,0.000000,7.000000,0.000000,7.000000,0.000000,7.000000,0.000000,7.000000,0.000000,7.000000,0.000000,-1.000000,7.000000,0.000000,4.000000,0.000000,7.000000,0.000000,4.000000,-1.000000,2.000000,0.000000,4.000000,0.000000,7.000000,0.000000,7.000000
14.993536,15.376821,16.299059,14.367292,17.598663,15.882236,11.265648,12.252645,12.494081,13.020238,12.598722,12.477069,13.334665,11.349408,13.056734,13.657056,9.284572,12.072021,6.665680,10.103827,10.815687,8.699446,11.919156,12.003935,15.709304,19.536724,21.432871,12.226452,12.213285,9.066724,9.351769,9.564724
12.465398,14.804850,17.131399,7.411745,9.913378,14.482668,11.906733,10.177882,12.449899,11.526255,13.383249,12.904468,13.408279,19.127220,12.092187,11.933055,14.464112,15.253950,13.681061,12.181281,14.851341,13.034524,12.481005,17.610395,17.702431,18.741447,20.354662,13.717443,12.468546,12.774206,14.239679,16.144268
98.441010,98.627289,96.820908,98.258064,101.142105,93.633774,84.622070,83.981567,83.858513,83.407906,82.553276,82.321663,79.543304,81.002365,92.090797,94.887169,94.660248,97.110115,89.069023,90.255188,90.694130,83.444183,79.068695,92.855019,90.726967,92.664299,94.074883,82.199829,80.947426,85.590637,84.199867,83.521194
89.912750,94.135529,95.648598,82.844147,-80.116180,75.520332,-78.140518,79.822853,-77.609138,78.534950,-76.619270,77.096329,-76.592186,97.602097,81.474152,81.221207,77.810051,76.551216,82.447693,82.686340,79.077225,-76.965561,88.299461,92.918182,82.595276,81.564262,74.699730,86.585686,87.403008,-77.356773,-78.752693,-76.692245
24.187035,21.123352,13.859099,33.848839,20.180559,18.036936,5.109982,8.581856,10.759069,11.849574,12.649240,13.694555,15.931654,10.001306,58.555477,55.939663,45.213753,17.568718,13.179383,52.630062,52.743252,22.048620,16.829702,34.873657,65.749283,32.768223,26.445814,64.350616,63.868935,11.132732,13.549433,12.629153
23.990381,29.456110,30.107552,30.271814,31.301600,1.869593,26.449272,12.914511,12.329648,13.203687,14.167135,15.030243,14.971317,8.614179,59.645802,59.744110,47.161430,41.183270,30.705460,17.506294,15.210068,19.143953,14.190782,32.577782,33.826168,35.056252,38.357372,29.821712,23.825874,18.348146,20.907869,19.382032
-105.768478,-96.729698,-87.284584,74.175575,75.618050,101.941162,94.997627,96.452843,96.010223,94.854950,93.885345,93.316216,92.787804,90.060303,-80.951157,-82.153587,63.974407,-72.754845,-81.168533,60.565117,66.527252,111.417198,85.046097,67.534264,66.117561,61.498940,-67.826759,69.275230,68.793465,101.123253,103.239983,101.733513
100.466232,100.539497,96.214455,95.292305,96.607262,90.932854,67.427063,95.163513,100.665184,102.636086,104.005478,104.998268,-104.952278,95.774979,83.329605,83.852119,93.614395,97.584450,95.514229,99.001190,101.033569,-107.165947,104.014359,82.482422,84.877686,89.647606,95.265663,89.068291,89.626289,75.421562,78.484833,88.136421
-23.671156,23.434841,-26.091473,24.224674,-24.162226,27.295109,26.937292,19.990532,17.871620,17.797861,19.727039,19.014181,21.213226,21.144115,-27.864202,28.070635,16.850473,-23.179110,27.861668,26.990587,25.530083,20.799580,19.899097,32.835590,38.068008,36.165096,31.135616,30.458105,29.596163,30.076630,30.864126,30.281675
91.538101,89.119888,91.180000,89.914574,91.962311,88.462006,80.696251,81.616180,80.254585,80.200752,77.916267,77.766975,76.279945,82.011192,90.586845,88.784096,89.742561,93.083084,87.651672,85.068451,84.763153,85.452393,75.452568,83.741554,83.128494,82.819443,80.046806,78.507339,77.743027,74.955574,79.951347,81.060013
125.976624,121.770554,120.035645,124.645134,126.130753,115.058937,116.102516,110.555222,111.007652,103.511452,103.450821,95.483742,88.673843,72.146469,122.700958,124.265785,125.299629,126.038055,122.176224,122.123154,121.968529,76.789497,87.606903,127.724304,136.083603,137.854034,142.229736,131.654602,131.255447,122.962860,119.948174,113.326584
59.473026,58.751579,58.191479,66.467110,66.005722,57.276894,55.326027,49.345695,49.778290,47.919048,49.319519,49.668659,52.191708,51.753944,59.517956,59.740139,58.401260,59.084789,60.369801,61.185143,60.959877,67.117744,42.506954,58.776279,61.029503,59.150799,62.756023,56.111988,56.356632,56.467655,50.937473,48.046474
