62,39
7.000000,-1.000000,4.000000,-1.000000,0.000000,7.000000,0.000000,7.000000,0.000000,7.000000,-1.000000,2.000000,7.000000,-1.000000,4.000000,0.000000,7.000000,-1.000000,7.000000,2.000000,7.000000,-1.000000,7.000000,4.000000,0.000000,7.000000,-1.000000,7.000000,0.000000,2.000000,-1.000000,4.000000,0.000000,7.000000,0.000000,7.000000,-1.000000,7.000000,2.000000
-510.840698,-556.588623,-674.643127,-674.963257,-678.829102,-677.561035,-665.326843,-620.766296,-635.945190,-655.544556,-639.735962,-607.298828,-606.332703,-622.057495,-680.539612,-647.687866,-648.301880,-656.309021,-629.643616,-593.757874,-598.075012,-643.966919,-687.307434,-691.562073,-683.258545,-612.780884,-653.932434,-598.863403,-583.137024,-557.008972,-633.134705,-688.959534,-717.878906,-632.633545,-632.814941,-635.044495,-648.949707,-632.740295,-601.657166
320.807190,335.872375,343.249878,350.727600,358.046814,348.217804,342.467468,340.041351,308.645386,319.254944,349.710205,271.233795,300.104126,342.453766,319.619812,319.025452,336.874939,351.141357,285.947266,299.770691,303.638580,333.638794,309.491821,297.817688,292.267334,313.089661,285.525635,311.050873,312.024933,271.130524,287.835602,288.380554,291.853180,341.942780,340.990021,339.731201,348.812195,258.584290,259.312866
2527.431641,2493.863037,2462.560547,2466.235352,2474.991943,2508.749268,2522.898193,2530.648438,2515.921631,2489.892822,2491.446045,2561.061035,2548.494629,2535.619873,2498.205811,2521.127686,2531.774902,2518.885742,2528.236572,2558.569580,2530.541992,2493.262207,2481.737549,2486.245605,2487.288818,2528.375732,2494.668945,2549.432129,2563.761719,2573.317383,2515.764404,2498.324951,2495.479004,2550.688721,2547.757080,2546.026855,2510.202148,2523.059570,2555.269287
-229.389557,-311.464722,-455.154510,-457.378876,-457.253052,-416.357513,-394.852509,-359.627869,-372.439606,-408.979889,-426.808350,-297.355591,-318.281067,-362.945038,-440.975647,-393.498535,-380.730652,-401.791351,-335.895264,-286.008514,-308.214630,-393.558502,-434.911560,-431.101837,-422.013214,-338.391205,-401.057770,-303.827087,-280.161591,-245.281158,-348.252899,-419.506958,-442.981415,-354.288696,-357.040955,-360.260986,-419.006897,-344.627960,-297.423553
284.911926,294.309906,322.672424,315.787476,313.713928,311.444000,311.222595,300.223999,294.032898,310.009308,298.841888,289.814758,278.087738,294.843994,306.649902,293.668915,301.219086,304.069366,290.138885,289.266785,274.582001,299.829224,308.344757,304.637878,295.488190,277.771545,293.284576,299.351105,294.750214,266.391449,268.607422,294.920654,286.971741,298.971680,297.008606,296.471710,290.843384,285.621399,277.640533
2662.295410,2686.640869,2684.681641,2690.181641,2694.383057,2682.241943,2682.858154,2704.208984,2688.026123,2684.662842,2717.811279,2606.396484,2672.612305,2705.980225,2701.695557,2705.194580,2695.905762,2699.960449,2638.331787,2619.752686,2650.252930,2681.567383,2668.555420,2662.702148,2663.918213,2679.631592,2682.022461,2657.525391,2643.930176,2615.831055,2649.838135,2662.376709,2650.365234,2694.103760,2695.715088,2696.080078,2718.483887,2645.760742,2629.633545
-353.646851,-416.391724,-539.108093,-543.956482,-549.826965,-539.803833,-525.059998,-479.505432,-481.680664,-498.138031,-514.440857,-432.530670,-424.626831,-460.800995,-511.179535,-481.421906,-500.580933,-507.583344,-462.396545,-426.808105,-433.944092,-494.937927,-514.088745,-509.179169,-503.012512,-442.430359,-480.825928,-430.678528,-412.271027,-372.155518,-458.538330,-521.636658,-542.866089,-475.734894,-476.716125,-480.371490,-512.551880,-466.370300,-430.970886
521.019714,529.578064,549.932007,547.866089,548.599915,542.815491,539.875977,533.225220,530.044434,530.552979,534.516846,514.159241,526.541870,537.619263,536.358093,527.955383,533.791260,541.171143,529.581360,515.582947,507.454407,532.847107,531.165283,530.042664,526.350647,522.130493,521.789185,530.536316,521.271973,508.946167,537.690979,542.435791,534.993347,534.479858,532.590393,532.457764,531.399536,516.875854,503.018005
2619.874268,2620.704834,2624.662109,2623.292725,2631.186035,2636.164551,2643.819092,2659.838135,2659.312744,2644.600830,2652.414062,2605.117432,2638.131592,2653.239990,2659.698730,2658.295410,2647.297607,2643.798584,2611.865479,2605.621582,2602.815674,2603.652832,2616.025635,2617.418701,2619.739014,2639.980957,2660.304688,2636.165039,2628.905273,2627.634521,2634.292480,2609.876709,2603.538086,2658.573242,2657.813965,2658.442383,2658.533691,2615.175781,2615.565918
-388.940704,-449.961060,-563.590332,-572.016235,-576.784790,-552.508789,-532.585815,-498.285828,-497.136719,-524.858521,-544.146973,-438.347656,-471.971802,-513.718445,-552.911865,-519.823730,-523.833252,-545.500549,-474.043427,-444.838684,-469.177856,-536.104553,-551.734253,-546.223877,-538.766602,-491.424988,-509.547302,-452.548676,-439.379761,-402.719604,-498.070068,-545.870239,-576.127197,-508.327454,-510.085632,-511.811829,-550.407898,-466.599609,-433.773804
81.392761,94.195457,112.594818,113.077919,116.351883,109.994324,107.063469,100.358749,80.872528,93.574043,105.141022,57.853806,66.889427,98.617645,92.178543,86.103378,98.453651,107.637299,65.823914,71.964508,66.983429,94.811874,87.530754,79.601921,72.035828,74.396896,68.169601,83.380966,81.391937,46.061752,55.742149,68.915787,66.965576,100.806839,99.377792,98.474419,101.347366,50.134396,46.317318
2575.205566,2562.888428,2551.913086,2549.535156,2549.157715,2557.253662,2564.168945,2579.179688,2572.452393,2567.411621,2565.614258,2579.417480,2593.567871,2591.579590,2576.630859,2581.758301,2581.107422,2575.362793,2568.462402,2575.878906,2575.303467,2570.630615,2561.120850,2560.739258,2559.135254,2581.125488,2573.283203,2582.753906,2585.225098,2581.294434,2566.567383,2575.494141,2558.274170,2585.435791,2584.704102,2583.664795,2571.673828,2581.464355,2582.700928
-316.148071,-386.113586,-490.315094,-506.773407,-513.235596,-472.915863,-446.974609,-421.253815,-406.579681,-437.805145,-485.294983,-323.323242,-387.776489,-449.810516,-468.753052,-437.266846,-445.948425,-478.984131,-369.305298,-349.511261,-390.858215,-471.941589,-460.918915,-446.808929,-440.106964,-416.921112,-409.700623,-357.660339,-348.163055,-302.996124,-412.658722,-450.389191,-481.954956,-432.480011,-435.348663,-436.412140,-491.909119,-350.447052,-318.776276
-151.758682,-140.227814,-114.518532,-118.517166,-117.640945,-121.829124,-122.896164,-132.394043,-144.224579,-130.470734,-130.651733,-158.759079,-162.491013,-137.054626,-132.909332,-142.299088,-133.759995,-127.675133,-155.025208,-154.012527,-164.601654,-138.114853,-134.226913,-139.816345,-148.760742,-158.265289,-150.553009,-142.249603,-146.245361,-178.177475,-172.999939,-151.704529,-157.077148,-132.848022,-134.580444,-135.251968,-136.022583,-163.006500,-169.864197
2599.448486,2598.269531,2603.034912,2594.028320,2585.208008,2575.563721,2577.566895,2597.504395,2597.468506,2610.463379,2600.727051,2589.885986,2617.025391,2618.326904,2618.132568,2609.580322,2601.864990,2600.328613,2589.625488,2582.533691,2599.176758,2615.137451,2607.375244,2604.120850,2599.994141,2608.048340,2618.899170,2597.234375,2592.786133,2581.829834,2594.001953,2623.677979,2594.261719,2595.214844,2595.902344,2595.182129,2596.874756,2618.580322,2597.205566
-499.384460,-545.677307,-634.248596,-648.949463,-657.821411,-643.200745,-623.189270,-591.495300,-573.582397,-597.104492,-624.748596,-525.412964,-575.496948,-620.060730,-621.379150,-600.841675,-620.352112,-644.917725,-561.329529,-550.077087,-579.563538,-634.951233,-623.799133,-615.422668,-609.687683,-597.606750,-573.498352,-549.843872,-546.057373,-505.592194,-598.233948,-624.625305,-661.693481,-613.907593,-615.138000,-615.529724,-641.765869,-538.583130,-517.238220
-128.389389,-113.172661,-101.024498,-95.686249,-88.712265,-97.855385,-102.540039,-106.436302,-134.963593,-124.497353,-97.336311,-170.874252,-148.143158,-105.772552,-124.646217,-125.981766,-110.519409,-96.986397,-157.765289,-147.166946,-145.685211,-116.105667,-133.486664,-144.231506,-150.851471,-135.008331,-155.578796,-134.628510,-134.962036,-175.097488,-160.474503,-155.933533,-153.885468,-104.839088,-105.907005,-107.053284,-98.243530,-180.661621,-181.819946
2511.646729,2472.780273,2457.375244,2447.695312,2442.047852,2462.459717,2473.352539,2484.356934,2488.393311,2484.627441,2452.472656,2560.326416,2536.139160,2506.391357,2488.489502,2491.130615,2494.884033,2482.276367,2517.655762,2542.659668,2521.242188,2492.555420,2486.815186,2489.888428,2485.339844,2508.446289,2497.542236,2526.823730,2540.422363,2554.199463,2506.665039,2517.596924,2492.990723,2501.735840,2499.441895,2497.370117,2461.134521,2538.456787,2548.695312
