62,37
4.000000,-1.000000,7.000000,-1.000000,7.000000,-1.000000,7.000000,-1.000000,7.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,7.000000,-1.000000,0.000000,8.000000,-1.000000,0.000000,7.000000,0.000000,-1.000000,4.000000,-1.000000,7.000000,-1.000000,7.000000,0.000000,-1.000000,5.000000,-1.000000,5.000000
-695.848694,-632.431763,-466.675903,-456.717834,-433.547974,-430.469116,-421.595886,-406.185242,-416.468658,-621.828369,-765.536621,-857.557068,-841.773926,-853.544739,-851.021179,-844.176880,-842.092834,-836.336914,-433.889221,-409.011505,-544.861694,-546.942993,-556.889771,-563.591797,-568.615723,-684.231689,-827.655518,-763.634094,-738.930542,-510.725342,-505.370880,-547.973022,-625.976685,-641.685547,-889.045532,-939.296021,-984.251648
328.844238,336.385773,304.903381,277.981812,278.211426,276.727173,277.838867,273.311829,249.853775,219.172470,346.458710,342.574463,342.882629,339.343506,341.963104,341.140137,339.460114,338.605927,298.100464,277.961792,389.497772,372.630280,359.531677,357.274719,347.395020,343.661682,356.647339,340.075073,332.204315,262.253113,246.021347,316.035645,279.854492,278.285461,337.931824,340.446350,341.531067
2593.788574,2650.025391,2811.731934,2852.388672,2846.000977,2861.240479,2859.728760,2865.561279,2891.634521,2912.907471,2492.289795,2489.568848,2525.168457,2532.250732,2536.708008,2534.178467,2531.933350,2529.615967,2817.121826,2839.075195,2643.161865,2634.073730,2624.730957,2618.759766,2594.386719,2479.541992,2453.378418,2474.029053,2488.636230,2820.437012,2840.433350,2852.034424,2871.526123,2873.520264,2499.066895,2507.233154,2504.893066
-726.777283,-754.098999,-705.570740,-698.923157,-698.333008,-694.676514,-685.421387,-670.809326,-660.035522,-502.403809,-676.538696,-638.498962,-616.006958,-630.166321,-628.573792,-631.588013,-633.180969,-633.360107,-703.611938,-676.145996,-518.985352,-531.947021,-540.556274,-535.843872,-543.791138,-592.360229,-708.923828,-756.031555,-771.349121,-747.714233,-739.619385,-751.502197,-741.704956,-741.505371,-779.811646,-753.304688,-744.920227
266.782562,260.866394,170.613800,192.401886,199.100998,212.444199,212.756332,225.198700,242.228516,371.153442,310.189545,307.821411,302.401001,299.184570,300.923492,299.236816,297.239258,293.294556,219.675705,245.010132,286.506622,274.201294,282.533203,289.254822,300.041199,308.025635,303.964355,288.832092,285.674652,228.618210,231.086609,358.730042,352.891571,350.625732,294.460144,290.605225,295.747620
2872.380371,2900.024902,2806.731934,2774.088867,2760.104492,2760.517334,2755.584229,2754.084229,2742.749756,2704.208740,2722.323975,2674.616211,2701.642578,2711.735596,2717.079590,2725.874268,2727.568604,2730.695557,2740.023193,2727.902344,2898.195068,2899.579590,2899.299316,2894.833496,2875.213867,2747.791504,2710.846680,2756.195068,2769.632812,2709.713867,2696.146729,2660.976807,2624.848877,2616.151611,2714.636719,2695.876221,2659.225586
-718.539307,-711.404602,-675.009094,-672.748230,-648.136719,-643.254456,-635.136536,-614.009521,-608.026611,-568.900574,-707.505066,-732.992249,-724.329285,-739.432983,-739.463867,-737.893738,-737.820801,-734.240417,-643.604126,-609.389526,-525.299011,-525.103210,-532.054504,-535.749634,-540.902954,-612.268066,-764.915527,-760.294128,-758.830017,-700.474976,-696.636475,-685.056213,-683.576416,-683.052551,-816.053711,-819.314941,-837.451416
504.244751,504.987427,396.429199,396.084198,406.186157,411.530273,415.219086,422.252380,424.155670,473.112518,543.076782,542.811768,536.830444,531.228577,533.418457,532.233948,530.173401,527.059753,420.677734,432.570618,539.988281,528.597046,533.805786,536.535950,537.919434,542.177429,539.779785,520.991211,517.173218,423.886536,415.877838,536.150757,522.502502,524.382507,530.627380,529.937805,535.264893
2787.493164,2834.877930,2931.419434,2934.208252,2919.116943,2927.638428,2920.436523,2922.039551,2927.600586,2932.690918,2662.252930,2606.905518,2658.287109,2668.527344,2676.801514,2678.894531,2678.306885,2678.460449,2905.229248,2904.135254,2854.454102,2848.374268,2828.738037,2815.873535,2775.834473,2638.160400,2629.865967,2660.691650,2669.722168,2872.391602,2868.785156,2853.972900,2818.956543,2809.833008,2664.787842,2645.739258,2608.504395
