62,49
0.000000,8.000000,-1.000000,7.000000,0.000000,7.000000,-1.000000,5.000000,7.000000,-1.000000,7.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,7.000000
-139.291351,-124.182510,-114.730576,-97.814011,-91.570999,-44.746166,-26.521231,-123.382881,-265.072845,-326.051392,-407.551422,-519.220947,-584.935791,-105.388382,13.614952,0.952295,-46.603249,-106.252747,-134.909149,-191.390198,-238.561905,-478.971191,-582.537537,-261.036346,-258.815216,-252.368317,-246.536514,-186.762756,-70.191696,-87.187286,-190.560043,-516.967529,-554.803284,-570.410706,-617.222412,-603.803589,-544.659241,-210.789032,-216.168274,-188.296783,-168.458252,-208.635193,-320.183350,-566.379456,-648.037537,-663.768982,-657.367432,-649.708862,-631.630066
429.794952,430.939392,427.817749,431.869324,429.800140,399.387299,409.380676,466.051514,467.284241,461.582397,432.573761,418.305298,435.070740,441.249542,363.801025,375.260376,415.149353,427.663635,438.352722,447.821045,453.890320,409.222473,401.066162,463.209229,405.239807,400.326111,404.427124,412.131165,430.278320,437.842834,457.906586,418.639587,425.321045,429.910034,416.792419,407.099548,420.098297,424.613892,446.355072,447.746399,420.702881,453.854980,479.550720,407.082367,399.204712,439.981506,446.809753,449.180298,446.839355
2445.034424,2459.228271,2447.565186,2449.492920,2445.202148,2455.764404,2400.664062,2340.813477,2319.966797,2322.543945,2327.301025,2311.578125,2293.384521,2458.462646,2459.980957,2436.097900,2390.048828,2348.723145,2342.748291,2309.762207,2306.775146,2323.381836,2297.327148,2438.186035,2521.890137,2524.780273,2533.244629,2529.668213,2429.610352,2421.949951,2360.833008,2311.475586,2324.556396,2326.779297,2324.666992,2308.914795,2268.279297,2447.499268,2447.137451,2449.405518,2451.401123,2394.706299,2356.742432,2330.000732,2323.391846,2327.686768,2332.276367,2330.281006,2332.016846
-463.509338,-455.190796,-446.559509,-431.163788,-422.078308,-372.803925,-301.514587,-285.247223,-202.046295,-190.043579,-201.283539,-271.014923,-329.767670,-429.978851,-320.685181,-316.849762,-314.142517,-298.435913,-295.383942,-255.199097,-228.755936,-259.976196,-379.574890,-539.852051,-569.833130,-565.886963,-561.900146,-514.220032,-348.299896,-355.030243,-289.133148,-329.755646,-353.360809,-364.066315,-381.969421,-382.653992,-394.845093,-532.107300,-531.299866,-489.588623,-472.924011,-404.270142,-329.775696,-370.036713,-406.054413,-405.487030,-396.709839,-388.373718,-364.600739
308.210602,327.197449,331.115173,344.799316,343.443146,331.227753,318.906677,383.982300,366.616211,358.110291,353.790100,353.921021,344.255402,325.296600,291.412109,303.873840,358.378906,375.501831,380.585144,370.212982,367.297974,338.752899,322.798035,298.202087,236.348206,236.571381,244.542328,278.237244,376.625061,385.970337,377.851471,338.555145,332.944702,331.649658,325.425232,326.851257,314.355438,281.916687,303.747772,327.409180,312.094910,355.986694,379.328247,311.730408,322.199707,378.883972,378.789642,378.113647,375.983643
2500.171143,2510.379150,2506.365967,2512.511963,2523.403809,2559.274658,2598.575684,2640.874023,2649.911133,2628.751953,2599.720459,2553.410156,2521.878662,2534.710693,2547.232910,2572.166260,2613.222168,2640.184082,2651.802979,2648.153320,2648.839600,2591.793457,2576.398438,2580.737793,2526.738770,2511.797852,2517.127441,2518.882568,2641.820312,2647.392334,2691.178223,2601.141602,2600.798096,2597.339844,2573.240234,2573.688721,2570.162598,2484.584717,2517.022705,2590.877197,2596.118408,2670.348389,2689.429932,2608.611572,2569.508057,2562.185791,2562.207031,2558.567627,2553.936279
-362.184753,-342.814026,-333.007782,-314.662628,-304.099854,-240.172729,-184.592941,-201.709351,-228.912155,-244.925491,-285.220184,-355.852631,-415.216003,-329.275330,-183.982773,-180.056030,-181.064499,-193.441055,-204.817520,-212.006577,-222.609528,-335.658752,-450.208252,-473.938446,-509.274261,-505.639069,-500.328247,-433.184235,-208.843109,-214.644974,-237.386368,-387.473816,-418.346558,-428.649536,-458.593414,-459.949402,-444.100952,-445.128845,-458.034637,-404.796570,-377.012177,-316.625488,-330.558014,-432.560211,-492.913055,-498.805847,-490.507202,-479.995789,-457.187103
566.612671,580.750916,584.317383,595.331665,594.022522,573.598633,566.969971,631.081421,621.814880,613.139038,601.927856,601.024353,600.271362,583.843140,534.300110,547.328613,597.571899,614.709106,621.882874,618.160889,617.954285,588.192749,573.604126,568.707153,502.963745,499.356018,506.801483,539.992371,612.485718,620.892090,625.685486,589.909424,588.492493,588.678406,581.089111,578.027527,571.092590,547.072510,572.345886,591.247314,573.212708,608.103760,634.251892,567.150024,573.708862,627.878479,629.045776,628.025940,624.810181
2547.437500,2550.540771,2534.227051,2533.990967,2541.560547,2563.901855,2569.578369,2553.570801,2551.591064,2542.986328,2514.375732,2457.724365,2447.409424,2559.012695,2568.946289,2568.852539,2559.089111,2544.230225,2547.098145,2531.566162,2532.760498,2492.893311,2478.652832,2587.512939,2598.302246,2593.221924,2598.377197,2576.818359,2596.228760,2593.405273,2582.981201,2495.322021,2510.361084,2512.356934,2492.649170,2481.846680,2479.512207,2529.101074,2520.244385,2562.724854,2566.961182,2600.823975,2592.045410,2518.985840,2484.377197,2466.003418,2472.656982,2468.953857,2466.740234
