19,22
-1.000000,0.000000,4.000000,-1.000000,7.000000,0.000000,7.000000,0.000000,7.000000,0.000000,-1.000000,4.000000,0.000000,4.000000,-1.000000,7.000000,0.000000,7.000000,0.000000,7.000000,-1.000000,0.000000
19.967793,20.415968,16.184269,17.583895,18.101482,16.749308,17.366463,14.599659,17.353735,16.894423,19.471169,16.877127,15.945557,16.397203,14.360259,20.596390,14.589547,11.341283,18.505054,28.314482,35.419178,15.508460
33.840355,30.854731,22.837276,27.641354,30.183811,29.365456,31.457819,32.138412,33.809307,35.492989,35.400860,31.553825,29.926744,25.142815,27.785748,32.554745,34.323517,29.766493,28.673439,29.633152,37.104191,26.446558
94.539223,93.800194,88.060379,96.124268,94.078499,92.713493,94.205406,93.411461,97.249458,88.865204,91.207672,93.387444,92.785881,94.992325,95.266617,101.882698,91.949875,88.088058,-94.528984,-103.412903,-115.703812,-93.729691
-56.161030,-59.164928,67.400009,-62.359512,-59.825981,60.634842,-58.571339,57.863087,-56.208427,54.511421,54.678490,58.456242,60.180496,64.969978,-62.367893,-58.479916,55.677078,60.285339,61.327457,-60.367863,-52.901863,64.195480
92.189346,58.027935,47.619091,86.701866,88.758690,86.983986,85.072189,80.975327,80.316574,85.730560,88.611504,69.483101,64.303581,55.533268,91.756752,83.941177,81.218719,78.470177,73.188141,72.711967,79.874565,67.147850
25.818665,11.973980,4.875762,12.385755,23.192059,23.524208,24.035797,27.646742,28.501993,22.964424,22.888866,19.244370,19.100189,7.473202,19.084162,27.478577,32.008106,36.269768,39.675999,39.685402,34.541965,16.766329
40.753429,41.478813,57.865883,27.778151,45.515945,53.865986,58.825672,70.406189,70.373383,59.736473,44.632854,37.600338,41.623985,46.354095,31.983395,47.616341,77.362221,82.189980,83.046242,83.214615,52.041897,46.916954
112.982315,-101.775894,94.718971,101.423660,111.007042,111.106094,111.404549,112.194138,113.621643,111.663551,112.523415,-105.559204,-105.536842,94.548164,105.478012,112.597885,117.628586,122.402290,125.766922,125.127014,119.269417,-105.609642
-26.848345,32.275471,40.603134,28.337843,-26.304844,-25.162588,-26.537815,-25.097095,-25.860544,-29.494656,-27.679520,29.542095,31.930304,26.514517,-28.408573,-23.244936,-24.952204,-43.709084,-20.038130,-11.796787,-3.335130,-0.447624
104.397820,84.894302,81.172272,87.140030,106.761345,103.065567,104.732582,98.683144,109.638580,105.967834,106.252220,82.863647,80.168427,85.021317,90.955475,109.066963,107.960709,122.697845,107.406494,100.864655,-92.458183,-90.331680
158.823959,158.132523,154.170380,157.403137,158.927856,158.202499,160.677078,162.241669,160.422958,160.165604,159.206299,160.863708,159.317352,155.227661,158.920486,162.285233,161.593185,157.696655,156.075089,156.958405,163.000900,157.018478
72.360970,72.423172,72.559982,75.379837,74.873825,74.162880,75.128265,75.374771,74.452377,73.501549,72.567017,74.310349,73.199661,73.598885,75.721504,76.752151,75.095276,72.317131,72.745369,72.857826,74.183403,72.074104
61.598465,64.452873,68.625282,116.968819,57.213337,42.493942,30.789646,-26.000645,-27.363121,24.431507,65.596970,85.036903,76.642342,78.277718,97.889938,48.230686,-29.471201,-31.291849,-29.357100,-29.095718,57.958233,71.969826
29.469688,29.646624,24.229826,-30.527721,-32.922581,49.071857,66.214485,97.787079,101.823181,87.627899,24.466978,11.563761,18.660776,12.000913,-20.984457,41.821503,104.202652,105.540443,106.315788,106.359962,36.423969,27.513918
-8.720284,7.805799,15.850057,9.995385,6.109456,6.370768,7.006167,7.909417,8.071878,11.309494,11.035440,8.440989,7.931376,20.068039,12.247881,10.012626,8.518297,-15.309097,-21.597134,-19.935787,-11.522358,4.713888
-90.135017,-86.352638,75.307152,80.160606,-84.279518,-84.508690,-85.390633,-86.799721,-87.417686,-88.363281,-88.915192,-88.671867,-89.061974,74.493187,78.014565,-80.011818,-87.461166,-97.424957,-99.493736,-98.208893,-90.620155,-89.613159
32.233479,33.113361,25.201981,24.645760,25.613520,24.526100,25.066807,22.312607,24.810791,29.480433,31.142366,35.522686,34.559097,23.925655,24.928223,27.810184,26.284399,24.249788,24.258196,24.277397,30.287880,34.542076
202.667923,203.234023,205.172164,205.405639,205.771770,205.816495,205.841201,205.969801,206.139908,206.939749,207.175409,207.638368,207.676619,209.617566,209.907384,210.074743,210.480928,210.678050,210.978618,211.047464,211.382419,212.109531
