19,48
0.000000,7.000000,0.000000,7.000000,5.000000,7.000000,5.000000,-1.000000,5.000000,7.000000,0.000000,-1.000000,3.000000,-1.000000,5.000000,-1.000000,7.000000,-1.000000,7.000000,-1.000000,7.000000,-1.000000,7.000000,-1.000000,7.000000,-1.000000,7.000000,0.000000,7.000000,0.000000,7.000000,0.000000,7.000000,0.000000,-1.000000,3.000000,-1.000000,8.000000,-1.000000,8.000000,-1.000000,8.000000,-1.000000,7.000000,-1.000000,7.000000,-1.000000,7.000000
23.936356,24.981007,24.574667,23.503391,16.766684,15.976965,16.941317,21.247911,14.582563,21.365057,9.012493,19.663807,31.697060,39.141109,43.926090,35.259880,14.969028,29.038948,43.530487,51.351349,46.791912,36.764763,28.917368,20.604193,17.497721,15.959325,17.328482,7.185944,7.277424,16.769489,27.106106,32.363388,29.194008,25.621901,21.614300,31.525705,36.739544,48.175106,52.140259,54.450710,57.419155,56.382473,53.196404,21.541571,22.284048,22.662075,20.952648,19.158308
3.743608,7.002499,7.149870,15.303483,12.707916,5.589704,7.320889,10.852426,7.036814,6.464596,10.957649,6.412000,16.368216,24.582804,39.684418,33.842415,31.944973,23.269981,17.643801,16.742788,9.933453,20.643354,23.531061,29.299383,28.596655,20.541740,17.127363,18.670979,18.207012,13.220467,10.696710,10.265675,7.786716,5.831631,7.095530,26.275419,27.872620,24.583616,23.769888,21.921133,24.013309,25.232904,22.736732,29.474602,12.292538,14.797243,17.132627,17.082720
69.532471,68.311409,68.376335,-66.502090,73.243141,-74.033501,-73.099960,68.752327,75.428078,-68.657814,81.032745,-71.449097,-60.040329,-50.991184,46.629093,56.023853,75.167160,-62.719559,47.753822,41.142200,46.916824,53.588428,-63.378349,-70.820572,-74.570168,-78.725868,-75.964638,-84.780647,-85.151878,-73.230545,-64.262306,-61.035812,-68.900673,-71.085007,-69.788811,-59.782154,-53.786228,42.770332,38.821453,37.050556,34.791363,35.640541,38.550640,69.286781,70.033936,68.356056,-69.499100,-72.143570
91.755363,96.734337,94.413742,-105.000801,-99.245178,-95.529518,-97.202393,-99.516823,-95.756287,-91.647346,80.244522,83.993454,-78.932961,-76.707565,129.606171,122.905785,-70.965698,-68.738976,-78.812729,-78.014709,-87.129730,-109.931091,-98.897758,-71.646172,-70.560715,-75.029701,-76.124428,71.350586,-75.141670,79.475204,86.339905,91.756798,88.593422,89.084106,-82.925217,-77.019585,-73.718849,-75.626968,-74.722595,-75.364296,-73.746826,-72.168411,-73.702751,-68.062141,102.289917,-104.785965,-105.825317,-105.292297
31.632360,30.316929,29.407055,22.392511,5.706469,4.234061,7.869908,20.359415,23.202393,25.429977,15.188665,20.209484,21.900560,22.678343,29.482218,25.497473,19.640768,26.769718,44.082195,47.956764,45.118275,39.551590,27.343105,18.662933,18.055105,15.411132,9.442608,17.173504,23.418797,18.075094,28.415447,28.017246,23.286003,16.905592,17.003017,13.951073,14.116256,21.234074,27.060596,30.455431,37.655388,38.301956,36.968620,12.368165,30.346159,26.984552,26.013519,22.661701
19.693512,24.226446,28.498013,23.495117,29.441103,28.983362,25.618315,20.246731,14.040429,16.512703,22.820818,17.394360,66.484978,79.910744,31.097012,67.802864,18.166012,17.237360,8.752684,9.092844,11.364097,36.692139,15.837998,41.792595,45.101429,47.074783,43.551846,22.370689,14.227581,20.379332,22.123463,25.766024,29.957060,30.632282,20.281940,78.077957,81.334167,82.189430,77.183586,77.009705,72.616577,71.492920,76.142418,49.305859,28.116482,26.599838,21.630898,13.686806
90.540886,91.108757,90.049377,100.292091,94.637253,92.359604,90.885704,93.153381,86.028168,95.021652,93.448586,95.564255,100.028084,96.989113,90.224663,90.151665,98.068611,103.595894,79.713974,75.879456,85.085045,92.574379,115.718864,-106.805855,-104.917419,-101.758369,-96.573837,87.576385,94.972015,89.748779,76.504730,80.254494,83.915619,86.921074,91.154686,101.165237,102.020714,93.323051,93.261749,92.605713,89.412346,90.775444,90.485008,96.526634,92.859238,94.946510,112.091003,109.714264
-73.050491,-69.781174,-66.533501,-81.268295,108.099022,108.137657,107.602333,109.610893,101.652824,103.227173,104.311584,-77.117897,-23.662130,22.292946,-85.875656,47.512047,86.501297,93.629242,-81.279083,-81.126144,-81.582687,-68.678078,105.611305,119.394463,121.081123,122.565094,118.448540,103.399513,100.009232,103.540436,105.630486,112.282188,117.234352,118.497604,-70.379364,14.705020,25.208267,64.708023,78.538399,76.041466,71.343063,68.384834,53.704670,70.552704,-65.619225,-69.388054,-83.959091,-96.748589
0.027976,0.027976,0.000000,0.000000,31.835983,58.736897,71.833443,114.205254,93.860023,24.845821,26.699741,41.217175,-24.006996,-17.461393,-1.717942,-1.014714,-0.353324,65.473511,58.509602,54.228664,40.271534,22.435360,31.766117,32.683151,28.892138,22.742739,16.449675,7.169436,4.216215,26.780792,50.704865,60.406151,61.804482,54.431149,30.327026,-15.787844,-12.748295,-7.491560,-6.060713,-5.451831,-3.969656,-3.213392,-2.340757,-0.390170,0.027976,0.027976,0.000000,0.000000
89.994293,89.993347,89.992851,89.990623,63.770813,40.804306,29.770998,31.583256,22.048147,68.641037,66.627678,88.767548,97.634338,99.014633,90.991714,90.614639,90.218925,61.618061,34.528107,41.710278,53.024574,67.580032,70.261452,73.455093,73.558365,75.084648,77.987823,82.838211,-85.828918,67.034584,48.361969,43.313599,36.157452,46.901909,86.378838,93.787994,94.758041,94.249084,93.474037,93.017319,92.067978,91.620483,91.127579,90.192352,89.992874,89.991577,89.990105,89.991417
73.569855,70.248322,75.783127,55.475727,13.843750,29.280731,26.809589,20.257732,8.031062,16.489822,108.788994,117.638031,99.809845,77.424385,-29.853230,-19.015657,31.989031,32.654644,57.554447,56.553272,53.142189,32.971981,30.293764,18.994759,20.476812,27.290403,37.503525,146.119614,135.770340,101.654846,112.568695,108.867332,110.861076,111.336052,110.854912,94.921402,75.659706,32.547363,26.874277,24.573378,21.002567,23.622513,21.249437,29.259071,32.202221,28.732096,20.159908,14.180608
30.101145,29.627369,28.689222,53.926331,84.184746,67.843956,69.510178,74.493317,82.585564,75.729065,53.694695,34.475204,17.382839,14.417580,-104.293381,-103.848404,58.011494,61.541794,41.168480,40.437874,41.139942,57.615467,61.598442,72.307022,71.182610,-62.758121,52.500309,57.791622,52.669441,49.031136,55.721405,54.478874,54.524357,52.687878,27.004099,16.849638,17.078068,-57.506916,63.130470,-65.432716,-69.047035,-66.381584,-68.755936,61.213345,-57.828083,61.286495,71.531242,77.530457
26.111794,21.073896,19.822830,-9.943544,12.088779,14.225011,13.625765,-8.347014,5.118411,-7.984214,-8.670633,28.871197,10.176702,-4.800732,-21.669415,-16.032345,4.778892,15.742189,42.046482,49.534245,42.498425,25.171076,-9.276587,-12.995612,-15.880052,-19.673264,18.601107,1.768682,-5.463967,-7.686612,33.206532,35.881653,35.522614,31.756916,24.159548,-6.579450,-21.521593,-31.957170,-32.933331,-33.326984,-29.866983,-29.356764,-26.329439,-14.215765,22.657927,21.029783,-19.115450,-18.472027
83.724388,85.287628,83.549248,91.135254,-86.327789,-87.572220,-87.464653,-90.486649,-85.095337,96.728828,-98.062576,75.826141,87.472336,-90.230751,-93.859489,-94.695229,85.684296,87.197830,54.075371,50.404079,64.968666,75.405251,96.209106,-95.620468,-96.146034,-92.652534,-88.882675,-88.748184,95.001221,97.535027,65.071327,65.647575,66.343727,65.933838,70.971619,-90.613739,-94.231590,-98.313385,-98.274857,-100.526939,-101.946938,-103.301010,-101.876305,-91.337082,82.458344,82.892769,105.557251,103.755684
11.977962,24.146168,36.804596,56.816452,11.440897,8.699852,7.415926,2.428016,12.227000,12.667131,12.308648,93.669731,125.360718,138.220917,-19.625053,122.293373,14.717876,6.514845,15.157691,12.074665,-19.270151,26.642168,28.643738,15.511296,13.146526,-16.446609,-17.490608,11.839790,9.807645,5.008286,16.303488,14.141705,16.749722,25.487751,108.111137,124.552216,110.645653,30.527588,-9.336562,-8.188010,-1.661068,4.283772,39.550583,51.609200,30.563578,35.723732,48.305996,38.153683
-78.159042,65.887596,53.245342,-33.665611,82.013130,85.810043,86.570168,-87.865837,78.962585,78.425003,82.288719,12.797986,-35.604218,48.383198,90.773827,38.630211,78.367722,84.492157,-78.157181,-86.962959,-103.865517,-65.630127,-61.589619,80.173477,87.516884,91.434349,90.541649,82.882721,-80.192360,86.263191,74.388351,-75.858368,-73.650688,-64.658234,28.334440,-35.273270,-23.126709,-59.490963,-99.308609,-98.172768,91.659943,88.238480,51.008022,58.233086,-59.453751,-54.339897,-45.284042,-55.004410
-125.024124,-120.446312,-116.356850,80.883415,30.389647,26.880924,25.000715,22.958752,24.539835,25.264730,27.846243,-107.428642,-129.379868,-147.795425,-157.494034,-160.476807,-160.337952,-155.338455,-154.990112,-150.460434,-137.967102,-103.596153,52.952209,46.904606,44.759491,41.451641,36.439899,22.145731,19.442196,25.273754,34.125851,39.044231,46.596745,55.877693,-112.101952,-134.724655,-145.290207,-162.849152,-163.015518,-161.415955,-158.950287,-158.191437,-157.266983,-159.996780,-112.801773,-103.565018,75.188560,59.861053
116.565399,116.596928,116.631852,116.767676,117.205800,117.267317,117.303494,117.399899,117.700192,117.906494,118.371483,118.998524,119.165325,119.267698,120.002549,120.169788,120.504654,120.702606,121.071714,121.107861,121.170783,121.336693,121.669046,121.874069,121.905971,121.972005,122.006159,122.238370,122.403825,123.073957,123.308040,123.340226,123.373700,123.401225,123.569487,123.774359,123.844720,124.007314,124.074597,124.107383,124.206225,124.275741,124.373001,124.943003,125.908173,125.941926,126.041302,126.142642
