19,30
0.000000,-1.000000,1.000000,0.000000,7.000000,-1.000000,5.000000,1.000000,-1.000000,0.000000,7.000000,0.000000,-1.000000,1.000000,-1.000000,0.000000,7.000000,-1.000000,0.000000,-1.000000,1.000000,-1.000000,0.000000,7.000000,0.000000,1.000000,0.000000,7.000000,-1.000000,5.000000
8.192349,7.899832,11.227597,14.043286,9.680096,12.890958,13.607661,19.854893,18.830856,17.038008,13.798992,12.172441,16.662880,19.301617,16.887627,16.287533,10.061047,10.277357,10.395005,14.691936,16.908176,13.611899,13.048855,8.442246,8.845556,11.754349,16.212524,12.816119,11.997431,11.933997
11.081038,18.794426,39.378666,47.711746,8.004324,12.811469,13.560885,39.399944,52.733276,44.325321,10.156367,12.793159,41.457310,74.901825,44.074085,33.019947,10.963720,6.167009,10.822383,39.982513,51.165104,55.386284,49.459679,10.922361,12.652796,55.493259,42.625069,9.761526,11.933997,11.884896
-81.876884,82.275520,83.253342,79.289742,-81.230499,-77.276299,76.462059,78.425957,78.154678,78.062981,-76.577560,78.223434,81.765396,84.476166,82.154961,81.232841,-80.501488,-79.992241,-79.676575,79.715073,83.697899,78.792511,78.151329,-82.646317,-81.698204,81.064720,81.680008,-77.578140,-78.021423,78.066254
89.834274,83.974564,69.169029,77.069290,97.402054,-102.656509,103.486252,82.581200,73.035034,76.665871,97.188255,86.488106,68.821121,66.986099,70.403954,75.001434,100.273842,94.306396,88.135147,69.161919,58.464542,83.772827,86.745865,-79.085068,77.496147,86.161224,68.967140,99.538406,-101.918419,101.884247
29.281059,33.154171,43.011093,39.637295,21.568863,30.776432,29.833897,41.921638,42.895218,39.107658,26.385508,28.124084,39.626949,45.957066,45.767540,43.050961,24.310352,24.618776,27.111269,37.449680,46.667355,38.491123,32.652172,21.278431,24.830189,32.154652,44.495720,25.636736,28.468403,28.379667
6.428278,8.238451,8.467494,12.190972,8.885332,8.926826,5.529957,8.196375,8.715327,9.431484,13.061842,7.455879,6.586987,6.678642,10.175929,12.564010,6.767353,7.494781,6.514273,4.913026,4.768838,9.218124,9.711081,5.357781,5.198895,7.679281,10.549694,13.664359,11.961035,11.365241
61.462811,-57.146191,-54.646168,-50.655632,82.069000,70.723099,65.335258,-48.680630,-47.681637,-51.035976,78.214584,64.007507,-52.157082,-50.612473,-48.304146,-49.864357,77.516769,71.838005,67.615204,-52.559566,-46.748650,-51.516335,57.514675,79.901436,71.701698,-57.847530,-48.666229,77.239067,71.587387,70.711388
95.755417,97.078964,98.411636,-99.130074,-98.712906,-92.335396,-91.713066,-87.190872,-93.384727,-95.395752,-101.257858,-93.688881,-87.588852,-86.258354,-93.650627,-95.154839,-96.527550,-96.617149,-95.634384,-87.116211,-85.740402,-98.629402,-99.389755,95.078606,95.147766,-96.166130,-95.345551,-100.799873,-97.750824,-97.552223
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-89.998947,-89.998871,89.998840,-89.998840,-89.999161,-89.999046,-89.998978,89.998833,-89.998833,-89.998833,-89.999046,-89.998924,89.998833,89.998863,89.998856,89.998856,-89.999123,-89.998985,-89.998947,-89.998833,89.998848,-89.998848,-89.998863,-89.999268,-89.999153,-89.998848,89.998840,-89.999084,-89.999123,-89.999115
62.845112,66.854240,52.356224,76.826981,80.879753,11.906583,9.657099,20.343348,76.139221,86.177994,89.153458,78.096405,60.360390,15.304518,79.850174,93.134750,74.065262,44.290241,63.217350,58.715446,47.775105,63.329834,70.691422,134.205673,133.349625,45.119644,77.827034,65.637337,9.571279,8.619217
-28.750250,-30.048113,-55.683174,-18.434263,22.618080,-78.143555,-80.896744,-88.275658,-29.108225,-17.867725,27.044437,-12.661211,-45.820633,-82.402039,-25.609634,-18.572628,24.805738,-45.727978,-26.867100,-39.402573,-53.890270,-28.178690,-19.408854,60.290150,58.736794,-45.824306,-21.906109,30.892878,-80.428741,-81.390961
33.340527,38.292030,42.961235,33.043716,6.933303,17.816477,19.484566,25.421650,28.600328,25.640162,8.014324,19.410723,26.047472,30.762373,32.437881,30.586040,9.398667,14.544509,17.497686,23.494543,30.263195,29.753380,25.303421,14.486765,25.413980,24.331753,32.349838,12.913793,16.364193,17.370136
-60.048599,-61.550495,-71.944099,-68.149841,-83.448502,-72.234222,-72.265640,-75.016571,-73.964798,-73.363319,-81.994751,-74.100288,-78.102226,-80.648048,-73.245743,-74.030991,-80.826408,-75.527443,-72.540382,-69.696815,-68.798073,-66.600655,-70.145958,-76.033096,-64.799332,-71.137901,-72.748901,-78.094322,-74.471947,-73.761124
26.540400,29.359697,32.850124,22.585218,20.327852,24.174889,30.092062,33.494316,27.128920,25.843338,19.314661,20.485159,27.889292,29.797529,26.028341,23.636061,21.079576,19.666527,22.706715,32.402351,33.058704,27.437056,26.470978,23.769819,21.099306,21.072824,24.204540,17.816689,12.832474,13.794567
69.411575,73.464928,87.488029,80.510460,69.976990,66.123016,62.885197,82.353096,83.642792,82.171799,71.621902,72.317978,80.253540,87.399460,88.390244,89.265259,70.121971,70.997795,69.184929,70.512337,78.872368,77.771477,76.205215,66.631081,69.048744,78.124359,88.297882,72.185143,-77.435211,-76.263763
64.300674,77.310173,-105.376900,-92.462494,42.481461,52.982254,62.376633,-106.983864,-100.715828,-97.058327,52.660271,69.724747,-105.171127,-117.359970,-113.102219,-112.150963,46.050186,58.484608,63.746006,-96.105515,-112.046463,87.256432,81.714188,35.744701,43.933434,87.419472,-107.878929,48.880322,48.171982,49.595264
44.231591,44.266664,44.330930,45.100841,45.468758,46.102307,46.165462,46.269797,46.968812,47.002175,47.233281,47.969329,48.071869,48.106739,48.839894,48.874735,49.207227,49.842814,49.873451,49.974597,50.005288,50.771883,50.806657,51.240219,51.774195,51.937897,52.837514,53.208429,53.843603,53.878008
