62,36
-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,7.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,5.000000,-1.000000,7.000000,-1.000000,7.000000,-1.000000,7.000000,0.000000,7.000000,0.000000,7.000000,0.000000,7.000000
-561.866333,-561.203430,-594.953064,-674.315918,-719.090332,-930.053650,-808.888367,-857.726929,-680.038635,-643.494446,-584.204468,-574.503357,-517.244385,-525.582153,-720.577271,-940.618225,-917.018188,-871.368835,-915.094727,-920.939819,-925.248596,-928.189392,-566.683167,-500.551819,-474.784790,-482.244324,-533.358154,-717.012024,-858.249451,-960.253784,-909.433899,-921.402588,-942.262329,-985.570801,-968.046997,-868.313354
231.783447,283.900818,289.888397,251.132645,238.073730,242.922455,338.142120,332.610718,250.738647,257.153320,251.918015,178.075592,289.636536,305.394012,264.652924,288.853760,314.100555,313.068420,322.671478,322.496490,320.815277,323.456909,259.100494,206.788284,275.657501,330.779755,327.428009,285.427124,280.309784,297.769775,326.521301,330.283783,338.710754,331.573608,299.755554,303.021484
2806.072998,2814.868652,2841.562744,2875.013428,2878.007812,2849.990967,2622.275879,2597.218262,2762.632568,2773.271240,2811.956787,2853.465820,2762.044434,2784.571777,2834.857910,2771.849365,2691.452637,2689.108398,2646.168945,2644.606689,2641.943115,2639.563477,2800.710938,2841.166504,2789.221436,2774.223145,2786.034668,2816.635254,2788.518066,2742.218262,2584.967773,2588.376709,2590.801758,2590.288086,2609.502930,2667.845947
-796.535278,-811.867371,-803.503113,-779.592773,-761.558228,-684.314392,-550.349548,-590.707764,-688.988464,-708.459290,-749.677673,-783.789062,-793.117676,-776.250061,-702.504517,-652.262512,-641.999878,-606.819763,-630.809937,-632.936401,-633.370789,-633.125183,-761.514709,-750.910645,-764.868774,-771.900208,-769.870972,-712.319641,-696.787292,-694.311035,-630.618591,-639.825684,-661.573120,-685.045410,-651.465454,-585.911621
112.068359,193.508102,293.398102,319.853271,344.865204,325.130768,272.112854,268.563934,339.406433,326.420685,282.776123,116.577301,194.024536,291.947388,351.401703,346.699951,280.947113,271.509277,291.939880,296.687897,300.628113,308.603790,283.432068,138.515335,188.686310,304.563141,357.036316,366.016815,383.667206,357.720825,282.632996,285.560089,292.031036,307.869110,302.464294,325.525665
2628.973877,2642.163574,2604.069580,2587.304932,2588.517090,2673.035889,2794.626465,2757.063477,2469.466553,2478.744385,2544.251221,2622.915527,2636.811523,2591.889648,2536.467285,2662.018799,2841.683105,2858.840332,2784.540527,2776.182373,2765.799072,2756.488770,2553.019531,2658.522949,2690.020752,2644.405762,2577.696777,2515.224609,2545.861816,2591.253418,2733.498047,2731.422607,2735.207520,2694.370117,2631.310547,2523.630615
-813.717468,-803.512146,-780.319275,-789.378845,-799.954285,-846.788879,-650.850708,-690.039551,-750.098755,-740.259521,-736.049500,-809.832520,-748.549438,-716.854004,-769.188782,-821.590515,-764.322510,-725.304321,-763.859619,-769.993591,-775.411804,-781.112427,-728.418762,-734.264954,-699.285156,-684.769531,-701.754333,-752.109070,-803.878113,-844.435242,-746.174377,-757.959595,-783.843750,-825.741760,-810.938354,-735.133728
308.769958,387.880432,470.643799,473.491455,475.871704,491.620819,516.365540,513.351074,484.908112,481.621826,454.485901,292.476990,413.127991,483.802063,503.632172,527.994141,514.028320,505.815277,521.212097,523.033997,523.473267,528.316406,460.022980,329.220764,399.477692,500.513397,533.045593,524.630920,526.326538,533.146912,519.635071,522.757385,528.042236,532.447632,514.685730,529.081116
2813.782715,2828.596680,2803.195801,2802.437256,2810.833984,2800.803711,2750.671143,2711.742432,2677.136475,2687.475098,2751.442627,2827.142822,2791.113525,2769.570557,2743.630371,2755.597412,2793.431885,2809.345703,2748.881836,2743.709473,2741.617676,2739.581299,2754.929688,2852.099365,2852.944824,2811.451172,2771.657715,2729.448486,2739.698975,2721.146240,2688.499268,2693.683838,2707.331543,2680.982422,2651.243408,2618.661133
-536.134521,-563.861206,-617.163879,-665.456909,-682.697021,-765.262329,-706.385742,-754.671631,-613.350342,-606.186768,-588.333984,-539.475830,-553.731018,-581.664612,-656.504761,-768.425293,-790.856079,-751.155884,-780.187195,-781.419189,-779.855713,-777.496521,-589.599792,-506.869720,-530.740479,-566.883484,-606.125671,-681.847412,-752.037476,-810.278931,-787.581970,-796.999634,-815.229431,-839.471313,-805.897095,-719.059875
32.230042,81.186028,100.630966,85.377670,94.135574,70.804474,89.351738,84.127434,94.710770,90.912689,72.814301,-0.756764,66.493210,102.763039,101.623962,101.907120,78.145950,73.841751,88.402679,90.520630,91.791565,97.338394,77.602165,18.034103,63.754230,127.442886,140.894867,114.000107,124.144592,113.994270,86.026146,89.964371,98.774399,101.474609,81.522537,93.738266
2622.380859,2632.909912,2647.930176,2660.857910,2652.013672,2720.674316,2665.937988,2641.283691,2553.278320,2563.372070,2607.092285,2650.902832,2609.810059,2611.810059,2628.990479,2676.791992,2738.927246,2739.287109,2681.601807,2677.232422,2669.474609,2662.269287,2599.240723,2644.711426,2626.768066,2613.434082,2601.611816,2609.832031,2595.615967,2611.805664,2627.609863,2624.008789,2618.864014,2604.644775,2591.656982,2577.093750
-468.596741,-521.573669,-602.188965,-637.775513,-638.591003,-646.836792,-649.960754,-699.206116,-544.966431,-557.726440,-564.518921,-467.140564,-540.994629,-593.208801,-595.833496,-649.152039,-713.693237,-678.083801,-696.053040,-693.292053,-686.544495,-679.465576,-579.807251,-470.440430,-530.120422,-598.668152,-634.147705,-647.525879,-675.349915,-708.312683,-715.759827,-723.168762,-738.610962,-747.314636,-700.512024,-620.808899
