62,62
7.000000,-1.000000,1.000000,-1.000000,0.000000,7.000000,-1.000000,1.000000,-1.000000,0.000000,7.000000,0.000000,1.000000,-1.000000,1.000000,-1.000000,0.000000,7.000000,-1.000000,1.000000,-1.000000,1.000000,-1.000000,0.000000,7.000000,-1.000000,1.000000,-1.000000,1.000000,-1.000000,0.000000,7.000000,-1.000000,7.000000,0.000000,-1.000000,1.000000,-1.000000,0.000000,7.000000,-1.000000,0.000000,-1.000000,1.000000,-1.000000,0.000000,7.000000,-1.000000,1.000000,-1.000000,0.000000,7.000000,0.000000,-1.000000,1.000000,-1.000000,0.000000,7.000000,0.000000,1.000000,0.000000,7.000000
-650.934998,-630.830872,-484.027893,-527.391296,-554.847656,-632.905457,-597.625000,-501.972443,-542.835083,-562.675964,-654.542236,-600.615967,-502.554352,-489.668732,-498.351929,-540.114929,-563.739258,-651.675354,-628.056641,-496.863464,-485.759735,-481.175751,-549.803406,-571.542419,-652.502686,-629.815430,-491.234467,-476.701477,-481.713898,-533.501831,-571.886353,-662.592773,-627.834595,-608.549194,-604.732971,-510.623779,-497.425934,-533.380432,-571.986511,-653.863770,-639.571777,-562.586426,-535.479980,-508.732361,-557.239319,-577.859680,-672.017822,-636.825500,-514.601746,-540.207825,-562.932068,-651.818481,-589.483887,-542.485779,-522.693604,-528.889221,-550.297607,-650.826660,-620.321838,-514.449402,-531.204041,-641.119812
270.605225,270.196899,267.510010,267.681213,273.409821,268.822266,276.233826,275.940765,278.544739,282.169434,265.409241,275.760376,269.531799,261.189270,264.447021,274.172546,277.515381,268.625305,272.111511,257.055267,255.369110,252.669662,270.650208,272.151611,260.270233,269.742249,275.062622,264.037262,269.631836,280.004181,281.359406,276.000122,269.821655,278.345215,278.173035,276.589569,269.697571,277.965271,282.231018,276.526733,278.398254,287.071503,277.824463,271.989349,276.369720,278.515564,273.056915,282.627136,275.270081,271.411438,278.630066,272.325317,276.267426,277.065460,275.521912,279.320007,279.962250,271.860779,278.806488,271.974182,268.964996,270.536896
2415.458008,2404.725098,2433.381348,2410.514404,2403.410400,2417.341064,2391.249756,2419.503174,2399.899414,2392.958740,2411.905762,2402.464111,2416.874268,2419.651611,2422.464355,2400.791992,2396.563232,2408.753662,2397.562012,2408.182861,2414.724854,2419.022949,2395.857422,2391.588135,2410.354004,2397.620361,2418.526367,2422.217529,2423.387939,2400.336426,2398.750732,2424.868896,2406.860107,2407.155518,2411.501465,2421.421875,2423.733887,2416.444092,2402.456299,2424.790771,2416.449219,2391.664551,2400.578369,2414.677979,2398.855225,2397.051025,2440.283447,2421.494385,2416.684570,2402.891357,2403.875732,2421.289551,2394.453613,2399.636475,2409.470703,2402.571777,2396.132324,2428.229492,2408.842773,2407.540039,2388.513184,2392.566650
-502.465546,-513.063171,-652.246460,-619.400452,-594.732056,-492.371429,-523.367432,-634.356995,-583.410034,-567.986633,-490.878906,-535.007812,-639.491943,-661.056458,-656.095459,-621.790833,-601.416382,-493.760590,-507.336517,-634.574158,-649.828186,-654.639587,-572.008484,-554.968811,-484.150146,-502.806519,-641.090881,-658.865234,-655.944580,-615.240845,-574.596069,-501.789795,-522.895386,-527.524048,-523.996155,-627.078857,-644.125793,-639.575134,-596.051208,-510.411591,-523.776245,-586.760986,-615.539673,-648.199402,-611.524597,-590.807434,-496.205933,-527.303650,-628.897400,-614.283264,-597.049255,-512.017578,-561.003174,-608.656799,-627.460083,-627.490784,-606.359253,-496.360931,-529.821106,-632.068665,-623.744080,-510.656067
222.663559,217.867462,229.240707,224.103119,221.957291,213.360901,216.249084,227.892838,217.022949,214.316406,214.694534,218.544403,235.981125,232.604721,227.925827,223.211136,220.429764,217.053741,219.375153,235.657806,239.557343,239.488068,222.550079,219.482544,213.800705,221.295380,238.885483,237.217773,236.728561,225.721069,220.468079,218.097610,217.111557,219.385620,221.524155,229.059418,233.191086,226.128983,224.302292,224.981995,223.473709,222.396103,221.596848,222.262222,220.719208,219.090698,212.091537,213.890976,225.362427,221.378815,219.414185,212.170410,212.475372,219.466278,222.010529,221.205460,218.599564,215.400787,217.220901,230.443909,229.167877,215.588028
2625.701172,2632.619141,2629.473145,2653.072510,2656.173096,2630.069580,2634.079346,2640.761963,2650.484863,2647.177979,2612.390137,2650.524170,2634.501221,2617.811768,2630.601562,2643.229004,2648.068604,2610.580322,2623.341309,2624.316650,2615.699463,2615.061035,2651.979004,2647.139404,2605.250000,2621.243896,2629.596191,2610.079346,2618.572998,2643.387207,2653.100830,2625.505615,2641.264893,2651.086670,2656.476562,2648.451172,2636.284180,2650.478760,2656.177490,2640.263916,2647.199707,2650.266113,2649.607178,2637.540771,2653.247803,2655.260986,2634.690674,2656.534424,2654.048340,2653.995361,2660.528076,2645.273438,2653.615723,2652.633057,2648.320801,2647.214355,2649.915039,2642.721680,2651.722168,2641.762207,2636.002930,2621.823486
-570.376587,-557.279846,-560.979675,-557.223816,-555.161316,-551.763977,-557.644409,-562.436523,-562.532532,-562.989197,-554.846375,-561.974304,-564.743958,-564.381104,-567.331482,-570.085815,-570.334473,-555.546753,-554.601685,-545.815002,-546.053467,-545.571838,-547.225281,-548.055786,-551.453491,-553.124573,-563.330505,-560.792542,-562.353027,-566.573669,-566.973877,-571.599243,-564.832642,-562.159241,-561.115295,-567.734131,-564.424194,-581.200989,-579.158325,-576.064453,-576.558533,-572.365417,-574.235046,-572.214783,-573.921692,-573.714783,-568.456848,-568.930420,-565.041321,-564.000122,-564.751709,-570.485840,-570.003662,-571.473938,-571.614197,-569.222839,-568.059875,-562.336914,-561.764771,-566.853943,-563.618713,-558.621887
453.852692,450.429047,450.816956,447.808289,449.397156,446.892303,449.185120,453.912140,449.084839,447.795471,447.027130,451.549622,458.190002,449.243195,449.547546,449.257507,449.245117,449.755463,450.697845,451.889648,452.687988,450.576599,449.727142,448.490082,445.568298,452.313995,459.878296,454.575256,454.901367,452.155853,451.186523,450.069824,450.271545,451.031006,451.451477,456.310486,454.843262,451.703766,452.819641,455.175293,455.768860,451.177155,450.013611,448.710632,448.468811,448.885864,447.629150,450.335144,451.426941,447.867920,448.570587,447.982147,446.097931,448.652924,450.093689,448.630859,447.310242,448.117340,452.319183,453.279175,452.482330,449.475708
2569.240234,2562.380127,2585.758057,2587.479736,2586.538818,2575.600098,2567.860596,2586.202637,2585.505859,2586.539307,2557.977051,2578.782959,2567.620850,2566.234619,2576.568359,2579.587158,2582.454102,2554.051514,2558.535889,2550.389404,2550.255615,2551.077393,2570.039551,2569.287598,2549.427734,2552.383057,2570.469971,2560.997559,2573.986816,2583.005371,2585.512695,2585.623291,2572.283691,2583.130615,2585.486816,2585.294189,2575.548340,2595.301025,2589.069580,2586.418701,2586.791504,2585.628906,2582.511230,2584.268066,2584.525635,2584.296387,2589.738525,2595.778320,2589.481689,2584.895020,2593.497314,2585.160645,2584.212402,2585.673096,2585.884521,2589.762207,2586.875977,2584.508301,2580.348633,2572.568115,2562.022705,2549.061768
