62,47
0.000000,7.000000,0.000000,7.000000,0.000000,7.000000,4.000000,7.000000,-1.000000,4.000000,-1.000000,7.000000,4.000000,-1.000000,4.000000,-1.000000,7.000000,-1.000000,4.000000,-1.000000,7.000000,4.000000,-1.000000,4.000000,7.000000,4.000000,-1.000000,4.000000,7.000000,0.000000,7.000000,4.000000,-1.000000,4.000000,7.000000,4.000000,7.000000,4.000000,7.000000,-1.000000,4.000000,-1.000000,4.000000,0.000000,7.000000,0.000000,7.000000
-558.119385,-529.802185,-371.129425,-352.724823,-347.331940,-345.766541,-690.319153,-779.440491,-800.909790,-786.802612,-780.967468,-695.596191,-744.478455,-765.540161,-773.220947,-811.836548,-792.916687,-821.151123,-812.905884,-780.492249,-708.560547,-698.682373,-711.962280,-727.200867,-786.177429,-773.604187,-746.237610,-677.770020,-644.007080,-323.587463,-316.257629,-704.537415,-759.208069,-783.703613,-793.775208,-817.049316,-836.818237,-838.954590,-839.250305,-807.362915,-788.238281,-776.422241,-705.930176,-690.536743,-653.660950,-606.897400,-544.810181
309.171936,297.960144,345.411407,333.053772,317.682373,302.601013,293.661041,290.799500,283.315491,277.429993,278.806763,296.721619,300.895813,300.288452,298.586090,296.366211,299.117615,290.264343,295.293671,310.317566,330.547150,292.336823,286.813477,291.573456,285.015198,275.979187,301.479492,306.962616,320.797974,325.204590,313.932037,283.440552,280.074005,273.350433,270.462158,246.781265,238.890930,236.229919,237.397858,276.718964,277.256470,276.093628,288.908661,298.564056,323.719727,325.284546,301.626343
2841.865479,2847.885742,2837.348633,2824.811035,2819.950195,2818.760010,2799.478271,2764.247314,2762.875488,2766.097168,2764.844971,2778.034424,2807.837891,2803.455566,2798.458496,2798.760986,2783.812012,2802.854492,2803.935303,2813.206543,2820.711914,2833.053711,2825.319336,2823.109619,2787.049561,2770.400391,2787.087891,2797.796875,2803.476807,2815.604248,2815.631348,2815.582275,2787.336670,2778.968506,2776.181641,2773.546143,2779.991455,2787.901855,2779.737061,2779.745605,2784.661621,2782.374512,2791.970459,2795.186279,2806.271240,2812.766602,2819.767822
-257.235779,-225.598724,-70.125938,-62.147205,-59.340294,-57.481834,-400.582611,-518.616516,-542.628662,-527.126831,-518.008301,-420.560547,-456.664673,-487.112305,-498.958191,-549.931030,-567.602356,-566.617432,-556.111694,-505.071594,-425.247528,-400.728821,-417.250854,-436.665741,-528.264526,-506.288422,-468.915131,-398.110321,-360.697296,-30.240692,-23.998034,-412.279480,-481.195801,-516.756470,-529.314758,-558.892944,-574.834961,-574.218018,-575.947693,-535.220825,-510.123993,-497.037720,-417.208008,-401.809875,-362.329834,-308.510132,-243.394470
336.536713,322.209229,339.362305,329.118744,316.241180,299.149109,339.311096,362.197693,368.780914,370.891479,365.592865,352.495422,359.749146,370.458191,374.123566,375.071350,374.748535,382.545532,382.068481,371.123352,366.986328,346.388153,349.133423,357.961945,368.930695,366.044647,368.137024,363.535339,358.451599,305.087708,290.665558,345.527100,354.454529,365.082153,363.273621,368.205139,368.007019,370.263428,365.327820,368.588165,368.115601,364.320923,342.371643,341.887756,353.160828,351.697266,331.340179
2916.338135,2908.083984,2915.845703,2935.229492,2937.191406,2935.707275,2903.200439,2918.042725,2913.766113,2909.668945,2906.581787,2912.033447,2910.165039,2922.793945,2924.131348,2946.978271,2979.238281,2955.902832,2956.447021,2944.026367,2943.766602,2903.878906,2902.286621,2911.741943,2939.078369,2901.109375,2910.776367,2921.216309,2925.729248,2916.783447,2919.332520,2901.565674,2904.437744,2909.144287,2910.723633,2895.982178,2885.761475,2879.677734,2883.642334,2898.617188,2889.557617,2886.317383,2893.197510,2901.259033,2910.448975,2895.130371,2888.742920
-433.190125,-398.956238,-218.123047,-209.343079,-206.251373,-201.588074,-590.796692,-729.684326,-762.703369,-749.561157,-734.621277,-614.683655,-659.528870,-698.122253,-714.130554,-773.364502,-785.180725,-793.632568,-779.357056,-709.149109,-600.428162,-595.191223,-616.937561,-640.359009,-748.128479,-724.326721,-677.822205,-593.356628,-545.318359,-166.988022,-156.280777,-613.354675,-693.626709,-739.058350,-751.795959,-793.421021,-812.191528,-813.967896,-814.164307,-759.041077,-731.995178,-714.856323,-606.818970,-586.390991,-540.593567,-486.172211,-421.328369
553.629395,541.258911,576.286011,565.627563,553.078613,536.769470,546.468628,541.101685,536.364807,534.677124,536.774658,550.539795,551.606750,551.801758,550.269165,544.816772,541.966980,539.908936,544.482056,556.778015,579.859863,548.455200,545.738525,549.114563,536.164246,536.025269,552.895569,559.552368,565.901917,548.133179,536.189697,539.889221,535.625427,532.544373,528.260864,512.774475,507.889374,506.794373,507.187439,534.478394,537.015320,537.504700,547.239563,550.388855,566.940369,566.688721,547.892639
2922.553711,2919.843262,2900.969727,2907.036377,2900.539062,2895.666748,2890.713379,2892.496094,2889.099365,2880.529053,2876.285645,2880.775635,2913.039307,2916.636475,2917.383301,2939.048340,2929.077881,2936.839355,2937.960449,2933.197510,2913.028076,2909.437988,2902.260986,2909.728516,2915.969971,2874.680664,2903.108398,2901.168213,2913.083740,2895.834229,2894.514648,2901.162109,2897.733398,2892.062012,2893.589844,2874.709473,2873.258545,2872.631592,2872.821533,2892.745117,2888.250000,2881.159180,2873.314697,2884.182861,2902.859619,2902.790039,2891.253906
-375.778748,-350.680542,-219.731842,-201.741074,-196.330597,-197.282501,-493.296509,-556.687622,-570.375427,-553.989868,-553.070496,-491.043518,-533.895752,-545.672241,-548.102417,-578.695435,-564.873657,-584.256958,-579.184570,-566.122986,-523.642639,-496.996887,-504.663330,-515.686890,-556.448547,-545.492981,-528.364624,-473.423615,-451.185974,-183.794022,-180.253754,-496.189758,-536.099854,-549.788940,-558.101196,-569.082092,-585.914062,-586.222473,-588.907654,-572.662476,-556.237183,-546.813965,-506.529175,-498.547668,-470.006317,-423.708710,-362.310181
