62,44
4.000000,-1.000000,6.000000,-1.000000,4.000000,7.000000,-1.000000,4.000000,-1.000000,4.000000,6.000000,-1.000000,8.000000,0.000000,7.000000,-1.000000,4.000000,-1.000000,6.000000,-1.000000,7.000000,-1.000000,4.000000,-1.000000,6.000000,-1.000000,4.000000,-1.000000,7.000000,-1.000000,7.000000,-1.000000,4.000000,-1.000000,6.000000,-1.000000,4.000000,-1.000000,0.000000,-1.000000,0.000000,-1.000000,0.000000,7.000000
-800.946472,-836.965210,-840.983398,-881.692810,-719.182678,-695.630554,-566.864380,-805.367004,-815.523254,-818.817444,-821.722290,-835.727722,-825.874023,-727.795593,-707.788147,-656.560730,-747.177063,-748.406738,-744.057678,-784.158936,-742.662476,-737.656555,-780.895752,-781.148376,-778.129700,-856.380615,-813.351685,-788.935303,-711.466797,-500.196686,-475.360046,-569.877380,-752.794800,-767.531921,-773.699463,-800.520935,-843.805176,-857.739868,-668.479553,-650.057739,-629.173035,-612.884399,-595.894592,-536.113708
202.680450,132.994843,121.464050,80.966789,285.601471,283.920990,269.970490,201.837189,184.278183,176.733139,159.031448,134.377747,256.331390,277.945831,280.441467,236.397324,203.165619,195.309937,167.998260,142.087982,299.014160,247.390350,216.291473,209.582306,187.104324,116.452957,214.511627,232.334152,271.924988,182.151306,234.335861,259.808441,213.653992,158.604065,146.788712,130.695526,134.504150,153.329712,306.035645,306.682709,304.297638,309.816284,312.191528,307.651123
2644.951416,2598.285645,2589.033203,2583.181152,2610.206055,2616.974365,2679.976318,2598.718750,2589.844238,2587.766602,2580.355469,2574.542969,2592.273926,2605.401123,2613.444336,2625.730713,2570.233154,2559.850098,2543.688965,2518.694336,2575.390625,2605.183105,2588.780518,2580.075928,2570.406738,2561.374023,2567.571045,2569.935547,2589.342773,2649.811523,2673.537109,2655.315918,2597.167725,2554.743164,2548.991455,2542.150879,2535.824707,2540.123535,2608.754395,2616.565430,2626.875488,2646.434082,2667.474365,2702.106934
-540.894592,-632.466492,-641.877075,-674.985046,-460.455017,-436.930267,-296.908417,-572.531921,-581.057434,-582.001892,-581.194702,-592.928040,-556.534180,-472.757751,-453.172546,-415.032166,-537.778992,-541.694458,-545.372620,-572.082031,-485.849731,-488.255341,-546.919678,-558.571350,-574.648071,-658.557861,-609.446777,-581.416626,-501.515503,-240.572540,-221.534241,-304.790833,-504.284637,-567.735657,-575.286621,-594.815002,-629.647949,-639.359253,-423.814667,-404.110321,-377.613831,-352.222656,-326.750885,-256.842499
323.007996,306.278748,299.121033,291.722931,321.006073,318.667023,286.910339,311.644012,312.443420,312.479309,312.805481,305.170319,338.935913,320.375671,314.743500,303.866119,285.515625,282.554810,286.928528,287.940155,323.620087,316.795532,306.888550,297.175201,288.179962,290.715668,327.310944,325.652283,326.538483,233.569962,252.352036,305.046143,306.209717,281.663696,281.940918,285.017090,299.689209,317.224915,303.236176,299.832947,299.170868,296.828125,291.979126,279.390869
2806.866943,2789.849121,2782.478516,2729.156250,2811.199219,2818.390869,2868.340576,2803.177246,2782.276367,2772.118652,2744.614746,2717.183105,2762.440918,2809.717529,2819.911133,2837.687256,2811.360107,2801.549805,2777.495605,2724.489746,2780.574219,2809.397949,2802.548096,2806.400146,2808.575684,2759.420898,2800.236572,2808.198242,2837.186523,2845.143066,2879.657715,2845.564453,2793.101807,2785.416504,2774.231689,2747.677246,2724.308105,2725.101562,2829.237793,2835.861816,2839.801758,2847.245117,2855.891357,2874.998047
-768.539246,-867.206665,-875.526367,-919.010132,-621.227051,-596.158020,-466.732086,-786.621704,-797.652893,-801.055664,-805.067444,-821.069702,-761.038696,-641.112793,-616.574402,-598.634460,-723.513916,-727.291748,-728.103333,-761.063660,-637.264343,-680.476624,-747.060059,-757.660156,-774.485596,-894.332642,-800.358276,-756.942505,-650.846436,-392.073364,-365.422272,-480.779968,-705.736084,-766.149475,-774.411621,-804.633240,-851.599426,-865.841431,-557.702576,-535.201965,-509.847321,-489.417542,-467.602356,-398.277924
444.220459,376.200562,364.168518,345.049866,514.253601,512.969055,486.499756,437.172424,428.945740,425.779358,417.343750,400.570923,499.499451,508.932648,508.714478,471.681824,435.473022,429.962280,419.878601,407.405396,524.367737,479.268097,448.953308,439.588989,420.701538,369.143524,457.849548,473.658997,502.181030,469.184204,480.330872,491.771484,457.560120,402.349365,395.617493,387.231140,394.209900,411.874451,516.955750,515.712036,513.626099,516.243103,513.253174,502.251282
2745.715088,2702.247070,2690.420410,2644.167725,2721.413574,2729.485596,2813.287109,2722.668213,2695.067139,2686.293701,2658.705078,2630.284180,2699.794434,2718.478027,2728.033203,2740.514893,2708.054932,2692.808594,2648.114258,2587.541260,2689.287109,2730.975342,2718.482422,2718.655762,2708.694580,2661.260986,2684.472656,2689.234375,2718.013916,2778.375244,2811.181641,2770.193359,2705.508301,2671.992676,2656.264404,2634.914795,2622.334961,2630.787354,2741.807617,2749.699707,2753.644287,2776.616699,2799.140869,2830.058105
