62,31
-1.000000,0.000000,4.000000,0.000000,4.000000,-1.000000,1.000000,-1.000000,0.000000,4.000000,0.000000,7.000000,4.000000,-1.000000,4.000000,-1.000000,1.000000,-1.000000,0.000000,4.000000,0.000000,4.000000,6.000000,-1.000000,4.000000,-1.000000,1.000000,-1.000000,0.000000,4.000000,0.000000
-279.013062,-300.339447,-393.345856,-515.884094,-463.039551,-439.893677,-245.731720,-286.215179,-324.515900,-492.052765,-577.128296,-532.896179,-512.806946,-460.096741,-396.678864,-359.279968,-231.710892,-244.766495,-313.743774,-513.206970,-529.448853,-518.090759,-467.509644,-402.564087,-365.430573,-282.423737,-194.996750,-179.642227,-249.220200,-420.996857,-559.558472
352.768188,360.009521,367.332214,366.093079,358.044067,355.710449,331.469513,362.794373,365.475769,356.106140,337.686768,346.407471,354.757690,344.965729,350.841797,346.263214,324.547180,340.457458,350.301300,335.973602,348.239441,353.964783,351.793579,357.648712,362.153595,349.938293,339.832977,361.331451,366.316528,376.205231,353.210266
2436.508545,2430.747559,2424.674805,2437.635254,2388.998047,2382.780273,2429.747559,2421.170166,2414.647949,2405.431641,2420.159424,2388.842285,2387.100342,2366.497070,2369.882812,2375.497314,2428.776367,2427.855957,2397.187500,2367.224854,2391.588379,2359.324463,2344.558350,2344.036865,2351.124023,2369.694336,2420.423096,2422.602783,2392.918945,2366.776367,2374.663574
-342.174377,-329.209930,-265.088776,-276.189270,-308.439270,-311.852600,-419.788605,-316.601532,-291.462860,-277.501953,-319.149200,-320.698792,-324.750580,-336.963257,-360.135712,-378.381409,-443.727448,-365.506500,-308.214966,-277.860382,-277.777557,-303.730530,-312.036743,-325.152222,-337.009064,-367.106232,-406.512543,-372.870880,-294.814758,-246.637665,-309.252899
312.111755,309.361908,299.893188,302.967529,294.527649,295.590485,317.656555,310.112488,305.042603,295.406677,297.706177,287.426208,288.755096,288.245941,295.613281,297.770020,321.881714,313.396973,305.103424,318.270905,302.510742,297.947449,295.013550,304.187134,308.896790,310.480682,321.696472,326.561646,315.271698,307.696472,301.877075
2740.801514,2739.179688,2699.480469,2636.444336,2657.374023,2665.198242,2686.285645,2725.233154,2721.193848,2631.745117,2602.369385,2617.893066,2633.161865,2650.166504,2675.406738,2681.580322,2654.848145,2707.863281,2706.446289,2575.314697,2580.572754,2586.781982,2612.643799,2643.027100,2657.254883,2658.544922,2647.888916,2668.806885,2688.463379,2619.262695,2563.861328
-267.685089,-272.060669,-295.483826,-363.433441,-356.249725,-345.062164,-296.496887,-259.448730,-270.485321,-347.023651,-424.347504,-396.569824,-389.243896,-366.809845,-347.222015,-337.150085,-301.175293,-266.488312,-273.340210,-339.698853,-375.684174,-386.851929,-361.538452,-333.731445,-321.572449,-295.735931,-267.836304,-233.357468,-235.493195,-290.381531,-396.385254
533.728516,535.073120,539.258423,544.944702,532.468506,531.076965,529.374084,535.038452,535.602966,535.854004,533.189514,527.093262,529.357788,524.873047,527.092346,526.362183,529.091187,531.593018,531.729187,547.670288,541.104126,537.507629,532.676758,536.149109,538.955261,536.074707,534.883118,536.667175,539.865967,549.495361,541.429688
2642.823975,2641.376709,2611.946777,2574.732910,2568.233887,2568.081299,2605.473145,2630.790039,2623.127686,2548.040283,2533.370850,2540.913330,2553.937988,2550.558594,2572.248535,2578.523682,2589.056641,2620.435303,2597.679932,2511.187988,2514.777100,2513.034668,2519.905762,2537.621094,2552.200195,2563.545898,2591.801514,2622.034668,2599.061523,2530.268066,2483.889893
-352.074554,-355.648132,-359.666199,-426.818481,-414.619171,-405.294098,-367.577515,-345.629608,-343.450073,-419.302460,-470.351257,-454.469543,-446.890320,-425.581879,-407.500092,-398.994995,-372.235962,-341.333527,-344.779907,-411.480011,-425.769104,-434.117126,-415.173706,-391.330139,-380.190918,-349.456177,-328.240173,-314.567505,-311.840027,-373.283142,-467.891296
117.147621,119.584999,116.819244,116.624969,108.545090,107.683182,107.776169,122.446686,119.199883,107.617401,97.029282,98.394791,104.312889,98.207031,105.691254,104.675873,106.294617,110.562607,110.102493,107.263397,105.523209,107.075874,104.738541,112.523666,117.841179,112.285622,114.273590,133.169846,126.488411,125.377914,108.211853
2551.279785,2545.815918,2523.086182,2504.962891,2488.289795,2490.927734,2522.720947,2531.703613,2529.149902,2492.812012,2494.294922,2472.733398,2473.289551,2476.405273,2486.801270,2492.222656,2506.883789,2531.341309,2520.619141,2470.601318,2462.388184,2441.018555,2447.019043,2461.594238,2469.009277,2477.111816,2491.336182,2485.870361,2497.533936,2461.509277,2454.054199
-413.879456,-405.815430,-348.560516,-380.369507,-393.557678,-393.395630,-458.766998,-399.796814,-368.355347,-384.682800,-409.406464,-413.657471,-414.161469,-412.791321,-424.789520,-435.359741,-475.166870,-417.586548,-376.810028,-353.817505,-366.718170,-388.150665,-390.296539,-393.819977,-399.957520,-402.270325,-423.348328,-415.134308,-366.554718,-356.646912,-420.666199
-111.227173,-111.819931,-121.824066,-121.619698,-129.713699,-129.685089,-113.484329,-108.803688,-116.158676,-130.083618,-136.525284,-139.162750,-134.483932,-138.544662,-129.683716,-128.406036,-111.485329,-114.779442,-121.970520,-118.132294,-129.083984,-129.880859,-132.288300,-123.123573,-117.090401,-118.742081,-108.015869,-88.809258,-104.489655,-113.238518,-127.672264
2611.819824,2605.957031,2573.130127,2536.943115,2540.088379,2549.003662,2570.510742,2589.730225,2588.273926,2539.971191,2536.059326,2516.022461,2516.054443,2536.266113,2549.641602,2555.262695,2544.904785,2587.716553,2588.451416,2535.016602,2499.675537,2482.383301,2502.132080,2526.145996,2532.971680,2536.031006,2521.238281,2505.359619,2550.907959,2511.239502,2499.852539
-373.231323,-387.227722,-431.669647,-534.831055,-493.440186,-476.034485,-346.022736,-379.904907,-389.466187,-522.972351,-575.721069,-550.625732,-535.842285,-492.476196,-448.396271,-422.958862,-338.338623,-337.474548,-380.350861,-501.035217,-529.131836,-526.496582,-490.851898,-443.784271,-418.366516,-346.024414,-288.103088,-290.622589,-336.770416,-468.851135,-582.087585
-85.062302,-79.211487,-78.124359,-80.941025,-88.677689,-90.883110,-104.537064,-74.316437,-77.560181,-90.959557,-110.750504,-101.091766,-91.777313,-101.838882,-94.006310,-96.923706,-109.765099,-96.824562,-93.024231,-107.058624,-99.573395,-93.727859,-95.564629,-88.617599,-82.595261,-92.534424,-96.419220,-66.404465,-71.144943,-69.151520,-94.567635
2415.989258,2407.379395,2395.059326,2408.828857,2366.698730,2366.728760,2404.339844,2390.680908,2392.483887,2394.100098,2418.591553,2368.175781,2356.841553,2352.691406,2352.273926,2356.550293,2399.005859,2401.929443,2390.391357,2404.849121,2377.716064,2335.584473,2328.741943,2333.166992,2334.686523,2344.177002,2375.794434,2346.712158,2357.845459,2348.758545,2377.839355
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-73.655029,-121.286362,-293.149994,-503.258545,-402.273010,-361.763397,8.030975,-59.306778,-142.700165,-416.170563,-550.783203,-503.612183,-473.019623,-394.882080,-278.935303,-219.163528,10.604263,-24.615570,-161.918945,-454.610626,-524.831055,-475.653076,-405.949677,-296.614929,-245.736496,-128.559830,36.877289,24.596710,-67.908188,-346.813812,-563.999817
195.246262,179.124619,156.881470,149.564606,140.438889,142.785736,250.125961,193.726715,172.658478,154.867645,116.918259,107.575592,115.130234,126.099762,134.322311,153.773148,226.750031,188.668839,161.350067,155.894638,110.509918,127.300079,130.726105,140.749207,150.413315,186.683289,237.656403,192.878357,166.289169,155.281097,145.314026
